story,elevation_m,weight_tonf,z_prev,Ak,AkPk,Fx,Fy,eX,eY,MtX,MtY,Vx,Vy
Story1,3.5,1123.825,0.0,0.1201173098718803,134.99083576676588,104.22928954768956,104.22928954768956,0.7338709677419355,0.7338709677419355,76.49084958741734,76.49084958741734,771.5251846680001,771.5251846680001
Story2,6.5,1103.688,3.5,0.11788192812697673,130.10486949060672,100.45673127863839,100.45673127863839,1.3629032258064515,1.3629032258064515,136.91280311362812,136.91280311362812,667.2958951203104,667.2958951203104
Story3,9.5,1066.488,6.5,0.13982974516288782,149.12674525927793,115.14392530904328,115.14392530904328,1.9919354838709677,1.9919354838709677,229.3592705752717,229.3592705752717,566.8391638416721,566.8391638416721
Story4,12.5,1066.488,9.5,0.18222967177419525,194.34575819111794,150.05848499127785,150.05848499127785,2.620967741935484,2.620967741935484,393.29844856584924,393.29844856584924,451.6952385326288,451.6952385326288
Story5,15.5,887.981644,12.5,0.4399413450640599,390.6598388535552,301.63675354135097,301.63675354135097,3.25,3.25,980.3194490093906,980.3194490093906,301.63675354135097,301.63675354135097
