story,case,direction,drift,label,x_m,y_m
Story5,DRIFT_YP_TN,Y,0.00036400,22,0.000000,0.000000
Story5,DRIFT_YN_TP,X,0.00001500,22,0.000000,0.000000
Story5,DRIFT_YN_TP,Y,0.00036400,22,0.000000,0.000000
Story5,DRIFT_YN_TN,X,0.00001500,22,0.000000,0.000000
Story5,DRIFT_YN_TN,Y,0.00039500,22,0.000000,0.000000
Story5,DRIFT_XP_TP,X,0.00033400,23,0.000000,0.000000
Story5,DRIFT_XP_TP,Y,0.00001500,23,0.000000,0.000000
Story5,DRIFT_XP_TN,X,0.00042600,23,0.000000,0.000000
Story5,DRIFT_XP_TN,Y,0.00001500,23,0.000000,0.000000
Story5,DRIFT_XN_TP,X,0.00042600,23,0.000000,0.000000
Story5,DRIFT_XN_TP,Y,0.00001500,23,0.000000,0.000000
Story5,DRIFT_XN_TN,X,0.00033400,23,0.000000,0.000000
Story5,DRIFT_XN_TN,Y,0.00001500,23,0.000000,0.000000
Story5,DRIFT_YP_TP,X,0.00004600,23,0.000000,0.000000
Story5,DRIFT_YP_TP,Y,0.00039500,23,0.000000,0.000000
Story5,DRIFT_YP_TN,X,0.00004600,23,0.000000,0.000000
Story5,DRIFT_YP_TN,Y,0.00036400,23,0.000000,0.000000
Story5,DRIFT_YN_TP,X,0.00004600,23,0.000000,0.000000
Story5,DRIFT_YN_TP,Y,0.00036400,23,0.000000,0.000000
Story5,DRIFT_YN_TN,X,0.00004600,23,0.000000,0.000000
Story5,DRIFT_YN_TN,Y,0.00039500,23,0.000000,0.000000
Story5,DRIFT_XP_TP,X,0.00030300,24,0.000000,0.000000
Story5,DRIFT_XP_TP,Y,0.00001500,24,0.000000,0.000000
Story5,DRIFT_XP_TN,X,0.00045700,24,0.000000,0.000000
Story5,DRIFT_XP_TN,Y,0.00001500,24,0.000000,0.000000
Story5,DRIFT_XN_TP,X,0.00045700,24,0.000000,0.000000
Story5,DRIFT_XN_TP,Y,0.00001500,24,0.000000,0.000000
Story5,DRIFT_XN_TN,X,0.00030300,24,0.000000,0.000000
Story5,DRIFT_XN_TN,Y,0.00001500,24,0.000000,0.000000
Story5,DRIFT_YP_TP,X,0.00007700,24,0.000000,0.000000
Story5,DRIFT_YP_TP,Y,0.00039500,24,0.000000,0.000000
Story5,DRIFT_YP_TN,X,0.00007700,24,0.000000,0.000000
Story5,DRIFT_YP_TN,Y,0.00036400,24,0.000000,0.000000
Story5,DRIFT_YN_TP,X,0.00007700,24,0.000000,0.000000
