Story,Diaphragm,OutputCase,CaseType,StepType,StepNumber,UX,UY,RZ,Point,X,Y,Z
Story16,D1,ED1_DYN_09_YN,Combination,Max,None,0.003234,0.04125,0.000904,1355,19.82,7.0331,42.4
Story16,D1,ED1_DYN_09_YN,Combination,Min,None,-0.003227,-0.044562,-0.000778,1355,19.82,7.0331,42.4
Story15,D1,Dead,LinStatic,None,None,9E-06,-0.001337,5E-05,1356,19.82,7.0331,39.8
Story15,D1,Live,LinStatic,None,None,0,0,0,1356,19.82,7.0331,39.8
Story15,D1,MODAL,LinModEigen,Mode,1,9E-06,4.784E-07,1E-06,1356,19.82,7.0331,39.8
Story15,D1,MODAL,LinModEigen,Mode,2,1E-06,1.3E-05,-1.072E-07,1356,19.82,7.0331,39.8
Story15,D1,MODAL,LinModEigen,Mode,3,-9E-06,1E-06,1E-06,1356,19.82,7.0331,39.8
Story15,D1,MODAL,LinModEigen,Mode,4,-1E-06,-5.427E-08,-4.758E-08,1356,19.82,7.0331,39.8
Story15,D1,MODAL,LinModEigen,Mode,5,7.306E-09,-2E-06,4.661E-09,1356,19.82,7.0331,39.8
Story15,D1,MODAL,LinModEigen,Mode,6,3.79E-07,-1.677E-08,-1.586E-07,1356,19.82,7.0331,39.8
Story15,D1,MODAL,LinModEigen,Mode,7,-1E-05,-1.007E-07,-2.044E-07,1356,19.82,7.0331,39.8
Story15,D1,MODAL,LinModEigen,Mode,8,4.475E-08,-1E-05,1.454E-08,1356,19.82,7.0331,39.8
Story15,D1,MODAL,LinModEigen,Mode,9,-2E-06,1.768E-07,1E-06,1356,19.82,7.0331,39.8
Story15,D1,MODAL,LinModEigen,Mode,10,-1.2E-05,-1.837E-08,-2.171E-07,1356,19.82,7.0331,39.8
Story15,D1,MODAL,LinModEigen,Mode,11,-5.545E-08,-1.2E-05,3.391E-08,1356,19.82,7.0331,39.8
Story15,D1,MODAL,LinModEigen,Mode,12,3E-06,-3.883E-07,-1E-06,1356,19.82,7.0331,39.8
Story15,D1,PP,LinStatic,None,None,9E-06,-0.001337,5E-05,1356,19.82,7.0331,39.8
Story15,D1,TERP,LinStatic,None,None,-6E-06,-0.000298,1.2E-05,1356,19.82,7.0331,39.8
Story15,D1,TERT,LinStatic,None,None,8.013E-08,-1.6E-05,1E-06,1356,19.82,7.0331,39.8
Story15,D1,SCP,LinStatic,None,None,-1.1E-05,-0.000533,2.2E-05,1356,19.82,7.0331,39.8
Story15,D1,SCT,LinStatic,None,None,8.013E-08,-1.6E-05,1E-06,1356,19.82,7.0331,39.8
Story15,D1,SEx,LinRespSpec,Max,None,0.026633,0.00185,0.001314,1356,19.82,7.0331,39.8
Story15,D1,SEy,LinRespSpec,Max,None,0.002127,0.028055,0.000549,1356,19.82,7.0331,39.8
Story15,D1,SEx_b2,LinRespSpec,Max,None,0.026485,0.001832,0.001171,1356,19.82,7.0331,39.8
Story15,D1,SEy_b2,LinRespSpec,Max,None,0.001715,0.028004,0.000149,1356,19.82,7.0331,39.8
Story15,D1,TorX+,LinStatic,None,None,0,0,0,1356,19.82,7.0331,39.8
Story15,D1,TorX-,LinStatic,None,None,0,0,0,1356,19.82,7.0331,39.8
Story15,D1,TorY+,LinStatic,None,None,0,0,0,1356,19.82,7.0331,39.8
Story15,D1,TorY-,LinStatic,None,None,0,0,0,1356,19.82,7.0331,39.8
Story15,D1,ED1_C1_1.4CP,Combination,None,None,3E-06,-0.002313,8.8E-05,1356,19.82,7.0331,39.8
Story15,D1,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,-1.5E-05,-0.002843,0.00011,1356,19.82,7.0331,39.8
Story15,D1,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,-8E-06,-0.002541,9.8E-05,1356,19.82,7.0331,39.8
Story15,D1,ED1_DYN_XP,Combination,Max,None,0.037278,7.5E-05,0.001937,1356,19.82,7.0331,39.8
Story15,D1,ED1_DYN_XP,Combination,Min,None,-0.037295,-0.005106,-0.001743,1356,19.82,7.0331,39.8
Story15,D1,ED1_DYN_XN,Combination,Max,None,0.037278,7.5E-05,0.001937,1356,19.82,7.0331,39.8
Story15,D1,ED1_DYN_XN,Combination,Min,None,-0.037295,-0.005106,-0.001743,1356,19.82,7.0331,39.8
Story15,D1,ED1_DYN_YP,Combination,Max,None,0.002969,0.036762,0.000866,1356,19.82,7.0331,39.8
Story15,D1,ED1_DYN_YP,Combination,Min,None,-0.002986,-0.041792,-0.000671,1356,19.82,7.0331,39.8
Story15,D1,ED1_DYN_YN,Combination,Max,None,0.002969,0.036762,0.000866,1356,19.82,7.0331,39.8
Story15,D1,ED1_DYN_YN,Combination,Min,None,-0.002986,-0.041792,-0.000671,1356,19.82,7.0331,39.8
Story15,D1,ED1_DYN_09_XP,Combination,Max,None,0.037289,0.001104,0.001896,1356,19.82,7.0331,39.8
Story15,D1,ED1_DYN_09_XP,Combination,Min,None,-0.037284,-0.004077,-0.001783,1356,19.82,7.0331,39.8
Story15,D1,ED1_DYN_09_XN,Combination,Max,None,0.037289,0.001104,0.001896,1356,19.82,7.0331,39.8
Story15,D1,ED1_DYN_09_XN,Combination,Min,None,-0.037284,-0.004077,-0.001783,1356,19.82,7.0331,39.8
Story15,D1,ED1_DYN_09_YP,Combination,Max,None,0.002979,0.03779,0.000825,1356,19.82,7.0331,39.8
Story15,D1,ED1_DYN_09_YP,Combination,Min,None,-0.002975,-0.040764,-0.000712,1356,19.82,7.0331,39.8
Story15,D1,ED1_DYN_09_YN,Combination,Max,None,0.002979,0.03779,0.000825,1356,19.82,7.0331,39.8
Story15,D1,ED1_DYN_09_YN,Combination,Min,None,-0.002975,-0.040764,-0.000712,1356,19.82,7.0331,39.8
Story14,D1,Dead,LinStatic,None,None,7E-06,-0.00119,4.5E-05,1357,19.82,7.0331,37.2
Story14,D1,Live,LinStatic,None,None,0,0,0,1357,19.82,7.0331,37.2
Story14,D1,MODAL,LinModEigen,Mode,1,9E-06,4.356E-07,1E-06,1357,19.82,7.0331,37.2
Story14,D1,MODAL,LinModEigen,Mode,2,4.717E-07,1.1E-05,-9.702E-08,1357,19.82,7.0331,37.2
Story14,D1,MODAL,LinModEigen,Mode,3,-8E-06,1E-06,1E-06,1357,19.82,7.0331,37.2
Story14,D1,MODAL,LinModEigen,Mode,4,-5E-06,-1.296E-07,-1.27E-07,1357,19.82,7.0331,37.2
Story14,D1,MODAL,LinModEigen,Mode,5,6.487E-08,-5E-06,1.069E-08,1357,19.82,7.0331,37.2
Story14,D1,MODAL,LinModEigen,Mode,6,1E-06,-7.445E-08,-4.325E-07,1357,19.82,7.0331,37.2
Story14,D1,MODAL,LinModEigen,Mode,7,-1.2E-05,-1.113E-07,-2.383E-07,1357,19.82,7.0331,37.2
Story14,D1,MODAL,LinModEigen,Mode,8,6.034E-08,-1.2E-05,1.772E-08,1357,19.82,7.0331,37.2
Story14,D1,MODAL,LinModEigen,Mode,9,-3E-06,2.006E-07,1E-06,1357,19.82,7.0331,37.2
Story14,D1,MODAL,LinModEigen,Mode,10,-9E-06,-2.989E-09,-1.544E-07,1357,19.82,7.0331,37.2
Story14,D1,MODAL,LinModEigen,Mode,11,-3.237E-08,-9E-06,2.604E-08,1357,19.82,7.0331,37.2
Story14,D1,MODAL,LinModEigen,Mode,12,2E-06,-2.674E-07,-1E-06,1357,19.82,7.0331,37.2
Story14,D1,PP,LinStatic,None,None,7E-06,-0.00119,4.5E-05,1357,19.82,7.0331,37.2
Story14,D1,TERP,LinStatic,None,None,-6E-06,-0.000265,1.1E-05,1357,19.82,7.0331,37.2
Story14,D1,TERT,LinStatic,None,None,1.038E-07,-1.4E-05,1E-06,1357,19.82,7.0331,37.2
Story14,D1,SCP,LinStatic,None,None,-1.1E-05,-0.000474,1.9E-05,1357,19.82,7.0331,37.2
Story14,D1,SCT,LinStatic,None,None,1.038E-07,-1.4E-05,1E-06,1357,19.82,7.0331,37.2
Story14,D1,SEx,LinRespSpec,Max,None,0.0244,0.001683,0.001193,1357,19.82,7.0331,37.2
Story14,D1,SEy,LinRespSpec,Max,None,0.001944,0.025471,0.000498,1357,19.82,7.0331,37.2
Story14,D1,SEx_b2,LinRespSpec,Max,None,0.024265,0.001667,0.001063,1357,19.82,7.0331,37.2
Story14,D1,SEy_b2,LinRespSpec,Max,None,0.001569,0.025426,0.000135,1357,19.82,7.0331,37.2
Story14,D1,TorX+,LinStatic,None,None,0,0,0,1357,19.82,7.0331,37.2
Story14,D1,TorX-,LinStatic,None,None,0,0,0,1357,19.82,7.0331,37.2
Story14,D1,TorY+,LinStatic,None,None,0,0,0,1357,19.82,7.0331,37.2
Story14,D1,TorY-,LinStatic,None,None,0,0,0,1357,19.82,7.0331,37.2
Story14,D1,ED1_C1_1.4CP,Combination,None,None,2E-06,-0.002057,7.9E-05,1357,19.82,7.0331,37.2
Story14,D1,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,-1.6E-05,-0.002528,9.8E-05,1357,19.82,7.0331,37.2
Story14,D1,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,-9E-06,-0.00226,8.7E-05,1357,19.82,7.0331,37.2
Story14,D1,ED1_DYN_XP,Combination,Max,None,0.034151,0.000119,0.001757,1357,19.82,7.0331,37.2
Story14,D1,ED1_DYN_XP,Combination,Min,None,-0.034169,-0.004593,-0.001583,1357,19.82,7.0331,37.2
Story14,D1,ED1_DYN_XN,Combination,Max,None,0.034151,0.000119,0.001757,1357,19.82,7.0331,37.2
Story14,D1,ED1_DYN_XN,Combination,Min,None,-0.034169,-0.004593,-0.001583,1357,19.82,7.0331,37.2
Story14,D1,ED1_DYN_YP,Combination,Max,None,0.002712,0.033422,0.000783,1357,19.82,7.0331,37.2
Story14,D1,ED1_DYN_YP,Combination,Min,None,-0.002731,-0.037896,-0.00061,1357,19.82,7.0331,37.2
Story14,D1,ED1_DYN_YN,Combination,Max,None,0.002712,0.033422,0.000783,1357,19.82,7.0331,37.2
Story14,D1,ED1_DYN_YN,Combination,Min,None,-0.002731,-0.037896,-0.00061,1357,19.82,7.0331,37.2
Story14,D1,ED1_DYN_09_XP,Combination,Max,None,0.034161,0.001034,0.00172,1357,19.82,7.0331,37.2
Story14,D1,ED1_DYN_09_XP,Combination,Min,None,-0.034159,-0.003679,-0.001619,1357,19.82,7.0331,37.2
Story14,D1,ED1_DYN_09_XN,Combination,Max,None,0.034161,0.001034,0.00172,1357,19.82,7.0331,37.2
Story14,D1,ED1_DYN_09_XN,Combination,Min,None,-0.034159,-0.003679,-0.001619,1357,19.82,7.0331,37.2
Story14,D1,ED1_DYN_09_YP,Combination,Max,None,0.002723,0.034336,0.000747,1357,19.82,7.0331,37.2
Story14,D1,ED1_DYN_09_YP,Combination,Min,None,-0.002721,-0.036982,-0.000646,1357,19.82,7.0331,37.2
Story14,D1,ED1_DYN_09_YN,Combination,Max,None,0.002723,0.034336,0.000747,1357,19.82,7.0331,37.2
Story14,D1,ED1_DYN_09_YN,Combination,Min,None,-0.002721,-0.036982,-0.000646,1357,19.82,7.0331,37.2
Story13,D1,Dead,LinStatic,None,None,6E-06,-0.001048,4E-05,1358,19.82,7.0331,34.6
Story13,D1,Live,LinStatic,None,None,0,0,0,1358,19.82,7.0331,34.6
Story13,D1,MODAL,LinModEigen,Mode,1,8E-06,3.928E-07,1E-06,1358,19.82,7.0331,34.6
Story13,D1,MODAL,LinModEigen,Mode,2,4.259E-07,1E-05,-8.691E-08,1358,19.82,7.0331,34.6
Story13,D1,MODAL,LinModEigen,Mode,3,-7E-06,1E-06,1E-06,1358,19.82,7.0331,34.6
Story13,D1,MODAL,LinModEigen,Mode,4,-7E-06,-1.94E-07,-1.958E-07,1358,19.82,7.0331,34.6
Story13,D1,MODAL,LinModEigen,Mode,5,1.166E-07,-8E-06,1.591E-08,1358,19.82,7.0331,34.6
Story13,D1,MODAL,LinModEigen,Mode,6,2E-06,-1.247E-07,-1E-06,1358,19.82,7.0331,34.6
Story13,D1,MODAL,LinModEigen,Mode,7,-1.2E-05,-1.034E-07,-2.334E-07,1358,19.82,7.0331,34.6
Story13,D1,MODAL,LinModEigen,Mode,8,6.662E-08,-1.2E-05,1.811E-08,1358,19.82,7.0331,34.6
Story13,D1,MODAL,LinModEigen,Mode,9,-3E-06,1.907E-07,1E-06,1358,19.82,7.0331,34.6
Story13,D1,MODAL,LinModEigen,Mode,10,-3E-06,1.469E-08,-4.542E-08,1358,19.82,7.0331,34.6
Story13,D1,MODAL,LinModEigen,Mode,11,3.269E-11,-3E-06,1.06E-08,1358,19.82,7.0331,34.6
Story13,D1,MODAL,LinModEigen,Mode,12,1E-06,-6.65E-08,-2.381E-07,1358,19.82,7.0331,34.6
Story13,D1,PP,LinStatic,None,None,6E-06,-0.001048,4E-05,1358,19.82,7.0331,34.6
Story13,D1,TERP,LinStatic,None,None,-6E-06,-0.000233,1E-05,1358,19.82,7.0331,34.6
Story13,D1,TERT,LinStatic,None,None,1.169E-07,-1.2E-05,4.406E-07,1358,19.82,7.0331,34.6
Story13,D1,SCP,LinStatic,None,None,-1E-05,-0.000417,1.7E-05,1358,19.82,7.0331,34.6
Story13,D1,SCT,LinStatic,None,None,1.169E-07,-1.2E-05,4.406E-07,1358,19.82,7.0331,34.6
Story13,D1,SEx,LinRespSpec,Max,None,0.022149,0.001516,0.001072,1358,19.82,7.0331,34.6
Story13,D1,SEy,LinRespSpec,Max,None,0.00176,0.022906,0.000447,1358,19.82,7.0331,34.6
Story13,D1,SEx_b2,LinRespSpec,Max,None,0.022027,0.001502,0.000956,1358,19.82,7.0331,34.6
Story13,D1,SEy_b2,LinRespSpec,Max,None,0.001421,0.022866,0.000121,1358,19.82,7.0331,34.6
Story13,D1,TorX+,LinStatic,None,None,0,0,0,1358,19.82,7.0331,34.6
Story13,D1,TorX-,LinStatic,None,None,0,0,0,1358,19.82,7.0331,34.6
Story13,D1,TorY+,LinStatic,None,None,0,0,0,1358,19.82,7.0331,34.6
Story13,D1,TorY-,LinStatic,None,None,0,0,0,1358,19.82,7.0331,34.6
Story13,D1,ED1_C1_1.4CP,Combination,None,None,8.777E-08,-0.001811,7E-05,1358,19.82,7.0331,34.6
Story13,D1,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,-1.6E-05,-0.002225,8.7E-05,1358,19.82,7.0331,34.6
Story13,D1,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,-1E-05,-0.001989,7.7E-05,1358,19.82,7.0331,34.6
Story13,D1,ED1_DYN_XP,Combination,Max,None,0.030999,0.000154,0.001578,1358,19.82,7.0331,34.6
Story13,D1,ED1_DYN_XP,Combination,Min,None,-0.031019,-0.004091,-0.001425,1358,19.82,7.0331,34.6
Story13,D1,ED1_DYN_XN,Combination,Max,None,0.030999,0.000154,0.001578,1358,19.82,7.0331,34.6
Story13,D1,ED1_DYN_XN,Combination,Min,None,-0.031019,-0.004091,-0.001425,1358,19.82,7.0331,34.6
Story13,D1,ED1_DYN_YP,Combination,Max,None,0.002454,0.030099,0.000702,1358,19.82,7.0331,34.6
Story13,D1,ED1_DYN_YP,Combination,Min,None,-0.002474,-0.034036,-0.000549,1358,19.82,7.0331,34.6
Story13,D1,ED1_DYN_YN,Combination,Max,None,0.002454,0.030099,0.000702,1358,19.82,7.0331,34.6
Story13,D1,ED1_DYN_YN,Combination,Min,None,-0.002474,-0.034036,-0.000549,1358,19.82,7.0331,34.6
Story13,D1,ED1_DYN_09_XP,Combination,Max,None,0.031009,0.000959,0.001546,1358,19.82,7.0331,34.6
Story13,D1,ED1_DYN_09_XP,Combination,Min,None,-0.031009,-0.003287,-0.001457,1358,19.82,7.0331,34.6
Story13,D1,ED1_DYN_09_XN,Combination,Max,None,0.031009,0.000959,0.001546,1358,19.82,7.0331,34.6
Story13,D1,ED1_DYN_09_XN,Combination,Min,None,-0.031009,-0.003287,-0.001457,1358,19.82,7.0331,34.6
Story13,D1,ED1_DYN_09_YP,Combination,Max,None,0.002464,0.030904,0.00067,1358,19.82,7.0331,34.6
Story13,D1,ED1_DYN_09_YP,Combination,Min,None,-0.002464,-0.033232,-0.000581,1358,19.82,7.0331,34.6
Story13,D1,ED1_DYN_09_YN,Combination,Max,None,0.002464,0.030904,0.00067,1358,19.82,7.0331,34.6
Story13,D1,ED1_DYN_09_YN,Combination,Min,None,-0.002464,-0.033232,-0.000581,1358,19.82,7.0331,34.6
Story12,D1,Dead,LinStatic,None,None,4E-06,-0.000911,3.5E-05,1359,19.82,7.0331,32
Story12,D1,Live,LinStatic,None,None,0,0,0,1359,19.82,7.0331,32
Story12,D1,MODAL,LinModEigen,Mode,1,7E-06,3.502E-07,1E-06,1359,19.82,7.0331,32
Story12,D1,MODAL,LinModEigen,Mode,2,3.802E-07,9E-06,-7.698E-08,1359,19.82,7.0331,32
Story12,D1,MODAL,LinModEigen,Mode,3,-6E-06,1E-06,1E-06,1359,19.82,7.0331,32
Story12,D1,MODAL,LinModEigen,Mode,4,-1E-05,-2.454E-07,-2.515E-07,1359,19.82,7.0331,32
Story12,D1,MODAL,LinModEigen,Mode,5,1.605E-07,-1E-05,2.016E-08,1359,19.82,7.0331,32
Story12,D1,MODAL,LinModEigen,Mode,6,3E-06,-1.655E-07,-1E-06,1359,19.82,7.0331,32
Story12,D1,MODAL,LinModEigen,Mode,7,-1E-05,-7.862E-08,-1.917E-07,1359,19.82,7.0331,32
Story12,D1,MODAL,LinModEigen,Mode,8,6.264E-08,-1E-05,1.574E-08,1359,19.82,7.0331,32
Story12,D1,MODAL,LinModEigen,Mode,9,-2E-06,1.498E-07,1E-06,1359,19.82,7.0331,32
Story12,D1,MODAL,LinModEigen,Mode,10,4E-06,2.96E-08,7.889E-08,1359,19.82,7.0331,32
Story12,D1,MODAL,LinModEigen,Mode,11,3.21E-08,4E-06,-8.076E-09,1359,19.82,7.0331,32
Story12,D1,MODAL,LinModEigen,Mode,12,-1E-06,1.561E-07,3.335E-07,1359,19.82,7.0331,32
Story12,D1,PP,LinStatic,None,None,4E-06,-0.000911,3.5E-05,1359,19.82,7.0331,32
Story12,D1,TERP,LinStatic,None,None,-5E-06,-0.000203,8E-06,1359,19.82,7.0331,32
Story12,D1,TERT,LinStatic,None,None,1.212E-07,-1.1E-05,3.766E-07,1359,19.82,7.0331,32
Story12,D1,SCP,LinStatic,None,None,-9E-06,-0.000362,1.5E-05,1359,19.82,7.0331,32
Story12,D1,SCT,LinStatic,None,None,1.212E-07,-1.1E-05,3.766E-07,1359,19.82,7.0331,32
Story12,D1,SEx,LinRespSpec,Max,None,0.019892,0.001351,0.000953,1359,19.82,7.0331,32
Story12,D1,SEy,LinRespSpec,Max,None,0.001576,0.020374,0.000397,1359,19.82,7.0331,32
Story12,D1,SEx_b2,LinRespSpec,Max,None,0.019783,0.001339,0.00085,1359,19.82,7.0331,32
Story12,D1,SEy_b2,LinRespSpec,Max,None,0.001273,0.02034,0.000107,1359,19.82,7.0331,32
Story12,D1,TorX+,LinStatic,None,None,0,0,0,1359,19.82,7.0331,32
Story12,D1,TorX-,LinStatic,None,None,0,0,0,1359,19.82,7.0331,32
Story12,D1,TorY+,LinStatic,None,None,0,0,0,1359,19.82,7.0331,32
Story12,D1,TorY-,LinStatic,None,None,0,0,0,1359,19.82,7.0331,32
Story12,D1,ED1_C1_1.4CP,Combination,None,None,-1E-06,-0.001574,6.1E-05,1359,19.82,7.0331,32
Story12,D1,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,-1.6E-05,-0.001934,7.6E-05,1359,19.82,7.0331,32
Story12,D1,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,-1E-05,-0.001728,6.8E-05,1359,19.82,7.0331,32
Story12,D1,ED1_DYN_XP,Combination,Max,None,0.027838,0.00018,0.001402,1359,19.82,7.0331,32
Story12,D1,ED1_DYN_XP,Combination,Min,None,-0.027859,-0.003602,-0.001268,1359,19.82,7.0331,32
Story12,D1,ED1_DYN_XN,Combination,Max,None,0.027838,0.00018,0.001402,1359,19.82,7.0331,32
Story12,D1,ED1_DYN_XN,Combination,Min,None,-0.027859,-0.003602,-0.001268,1359,19.82,7.0331,32
Story12,D1,ED1_DYN_YP,Combination,Max,None,0.002197,0.026812,0.000622,1359,19.82,7.0331,32
Story12,D1,ED1_DYN_YP,Combination,Min,None,-0.002217,-0.030234,-0.000488,1359,19.82,7.0331,32
Story12,D1,ED1_DYN_YN,Combination,Max,None,0.002197,0.026812,0.000622,1359,19.82,7.0331,32
Story12,D1,ED1_DYN_YN,Combination,Min,None,-0.002217,-0.030234,-0.000488,1359,19.82,7.0331,32
Story12,D1,ED1_DYN_09_XP,Combination,Max,None,0.027848,0.000879,0.001374,1359,19.82,7.0331,32
Story12,D1,ED1_DYN_09_XP,Combination,Min,None,-0.027849,-0.002903,-0.001296,1359,19.82,7.0331,32
Story12,D1,ED1_DYN_09_XN,Combination,Max,None,0.027848,0.000879,0.001374,1359,19.82,7.0331,32
Story12,D1,ED1_DYN_09_XN,Combination,Min,None,-0.027849,-0.002903,-0.001296,1359,19.82,7.0331,32
Story12,D1,ED1_DYN_09_YP,Combination,Max,None,0.002206,0.027511,0.000594,1359,19.82,7.0331,32
Story12,D1,ED1_DYN_09_YP,Combination,Min,None,-0.002207,-0.029535,-0.000516,1359,19.82,7.0331,32
Story12,D1,ED1_DYN_09_YN,Combination,Max,None,0.002206,0.027511,0.000594,1359,19.82,7.0331,32
Story12,D1,ED1_DYN_09_YN,Combination,Min,None,-0.002207,-0.029535,-0.000516,1359,19.82,7.0331,32
Story11,D1,Dead,LinStatic,None,None,3E-06,-0.000781,3E-05,1360,19.82,7.0331,29.4
Story11,D1,Live,LinStatic,None,None,0,0,0,1360,19.82,7.0331,29.4
Story11,D1,MODAL,LinModEigen,Mode,1,6E-06,3.081E-07,4.592E-07,1360,19.82,7.0331,29.4
Story11,D1,MODAL,LinModEigen,Mode,2,3.35E-07,8E-06,-6.728E-08,1360,19.82,7.0331,29.4
Story11,D1,MODAL,LinModEigen,Mode,3,-6E-06,1E-06,4.969E-07,1360,19.82,7.0331,29.4
Story11,D1,MODAL,LinModEigen,Mode,4,-1.2E-05,-2.822E-07,-2.924E-07,1360,19.82,7.0331,29.4
Story11,D1,MODAL,LinModEigen,Mode,5,1.947E-07,-1.2E-05,2.331E-08,1360,19.82,7.0331,29.4
Story11,D1,MODAL,LinModEigen,Mode,6,3E-06,-1.956E-07,-1E-06,1360,19.82,7.0331,29.4
Story11,D1,MODAL,LinModEigen,Mode,7,-6E-06,-4.086E-08,-1.197E-07,1360,19.82,7.0331,29.4
Story11,D1,MODAL,LinModEigen,Mode,8,4.888E-08,-6E-06,1.095E-08,1360,19.82,7.0331,29.4
Story11,D1,MODAL,LinModEigen,Mode,9,-2E-06,8.501E-08,1E-06,1360,19.82,7.0331,29.4
Story11,D1,MODAL,LinModEigen,Mode,10,1E-05,3.731E-08,1.835E-07,1360,19.82,7.0331,29.4
Story11,D1,MODAL,LinModEigen,Mode,11,5.478E-08,1E-05,-2.48E-08,1360,19.82,7.0331,29.4
Story11,D1,MODAL,LinModEigen,Mode,12,-2E-06,3.371E-07,1E-06,1360,19.82,7.0331,29.4
Story11,D1,PP,LinStatic,None,None,3E-06,-0.000781,3E-05,1360,19.82,7.0331,29.4
Story11,D1,TERP,LinStatic,None,None,-5E-06,-0.000174,7E-06,1360,19.82,7.0331,29.4
Story11,D1,TERT,LinStatic,None,None,1.186E-07,-9E-06,3.178E-07,1360,19.82,7.0331,29.4
Story11,D1,SCP,LinStatic,None,None,-8E-06,-0.00031,1.3E-05,1360,19.82,7.0331,29.4
Story11,D1,SCT,LinStatic,None,None,1.186E-07,-9E-06,3.178E-07,1360,19.82,7.0331,29.4
Story11,D1,SEx,LinRespSpec,Max,None,0.017641,0.001187,0.000837,1360,19.82,7.0331,29.4
Story11,D1,SEy,LinRespSpec,Max,None,0.001393,0.017891,0.000348,1360,19.82,7.0331,29.4
Story11,D1,SEx_b2,LinRespSpec,Max,None,0.017545,0.001177,0.000746,1360,19.82,7.0331,29.4
Story11,D1,SEy_b2,LinRespSpec,Max,None,0.001126,0.017862,9.4E-05,1360,19.82,7.0331,29.4
Story11,D1,TorX+,LinStatic,None,None,0,0,0,1360,19.82,7.0331,29.4
Story11,D1,TorX-,LinStatic,None,None,0,0,0,1360,19.82,7.0331,29.4
Story11,D1,TorY+,LinStatic,None,None,0,0,0,1360,19.82,7.0331,29.4
Story11,D1,TorY-,LinStatic,None,None,0,0,0,1360,19.82,7.0331,29.4
Story11,D1,ED1_C1_1.4CP,Combination,None,None,-2E-06,-0.001349,5.2E-05,1360,19.82,7.0331,29.4
Story11,D1,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,-1.5E-05,-0.001657,6.5E-05,1360,19.82,7.0331,29.4
Story11,D1,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,-1E-05,-0.001481,5.8E-05,1360,19.82,7.0331,29.4
Story11,D1,ED1_DYN_XP,Combination,Max,None,0.024688,0.000196,0.001229,1360,19.82,7.0331,29.4
Story11,D1,ED1_DYN_XP,Combination,Min,None,-0.024708,-0.003129,-0.001114,1360,19.82,7.0331,29.4
Story11,D1,ED1_DYN_XN,Combination,Max,None,0.024688,0.000196,0.001229,1360,19.82,7.0331,29.4
Story11,D1,ED1_DYN_XN,Combination,Min,None,-0.024708,-0.003129,-0.001114,1360,19.82,7.0331,29.4
Story11,D1,ED1_DYN_YP,Combination,Max,None,0.00194,0.02358,0.000544,1360,19.82,7.0331,29.4
Story11,D1,ED1_DYN_YP,Combination,Min,None,-0.001961,-0.026513,-0.000429,1360,19.82,7.0331,29.4
Story11,D1,ED1_DYN_YN,Combination,Max,None,0.00194,0.02358,0.000544,1360,19.82,7.0331,29.4
Story11,D1,ED1_DYN_YN,Combination,Min,None,-0.001961,-0.026513,-0.000429,1360,19.82,7.0331,29.4
Story11,D1,ED1_DYN_09_XP,Combination,Max,None,0.024696,0.000795,0.001205,1360,19.82,7.0331,29.4
Story11,D1,ED1_DYN_09_XP,Combination,Min,None,-0.024699,-0.00253,-0.001138,1360,19.82,7.0331,29.4
Story11,D1,ED1_DYN_09_XN,Combination,Max,None,0.024696,0.000795,0.001205,1360,19.82,7.0331,29.4
Story11,D1,ED1_DYN_09_XN,Combination,Min,None,-0.024699,-0.00253,-0.001138,1360,19.82,7.0331,29.4
Story11,D1,ED1_DYN_09_YP,Combination,Max,None,0.001949,0.024179,0.00052,1360,19.82,7.0331,29.4
Story11,D1,ED1_DYN_09_YP,Combination,Min,None,-0.001952,-0.025914,-0.000453,1360,19.82,7.0331,29.4
Story11,D1,ED1_DYN_09_YN,Combination,Max,None,0.001949,0.024179,0.00052,1360,19.82,7.0331,29.4
Story11,D1,ED1_DYN_09_YN,Combination,Min,None,-0.001952,-0.025914,-0.000453,1360,19.82,7.0331,29.4
Story10,D1,Dead,LinStatic,None,None,2E-06,-0.000659,2.5E-05,1361,19.82,7.0331,26.8
Story10,D1,Live,LinStatic,None,None,0,0,0,1361,19.82,7.0331,26.8
Story10,D1,MODAL,LinModEigen,Mode,1,5E-06,2.668E-07,3.968E-07,1361,19.82,7.0331,26.8
Story10,D1,MODAL,LinModEigen,Mode,2,2.905E-07,7E-06,-5.79E-08,1361,19.82,7.0331,26.8
Story10,D1,MODAL,LinModEigen,Mode,3,-5E-06,1E-06,4.288E-07,1361,19.82,7.0331,26.8
Story10,D1,MODAL,LinModEigen,Mode,4,-1.3E-05,-3.035E-07,-3.172E-07,1361,19.82,7.0331,26.8
Story10,D1,MODAL,LinModEigen,Mode,5,2.18E-07,-1.3E-05,2.526E-08,1361,19.82,7.0331,26.8
Story10,D1,MODAL,LinModEigen,Mode,6,4E-06,-2.138E-07,-1E-06,1361,19.82,7.0331,26.8
