Story,OutputCase,CaseType,StepType,StepNumber,Item,Max Drift,Avg Drift,Ratio,Label,Max Loc X,Max Loc Y,Max Loc Z
Story13,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 Y,0.001272,0.000619,2.054,22,38.505,13.821,34.6
Story13,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 X,0.001382,0.001305,1.059,15,27.834,0,34.6
Story13,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 Y,0.001307,0.000698,1.873,22,38.505,13.821,34.6
Story13,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 X,0.001413,0.001319,1.072,15,27.834,0,34.6
Story13,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 Y,0.001272,0.000619,2.054,22,38.505,13.821,34.6
Story13,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 X,0.001382,0.001305,1.059,15,27.834,0,34.6
Story13,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 Y,0.001307,0.000698,1.873,22,38.505,13.821,34.6
Story13,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 X,0.000229,0.000157,1.455,53,25.115,13.821,34.6
Story13,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 Y,0.001742,0.001533,1.136,2,0,6.446,34.6
Story13,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 X,0.000258,0.000174,1.485,53,25.115,13.821,34.6
Story13,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 Y,0.001945,0.001694,1.148,2,0,6.446,34.6
Story13,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 X,0.000229,0.000157,1.455,53,25.115,13.821,34.6
Story13,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 Y,0.001742,0.001533,1.136,2,0,6.446,34.6
Story13,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 X,0.000258,0.000174,1.485,53,25.115,13.821,34.6
Story13,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 Y,0.001945,0.001694,1.148,2,0,6.446,34.6
Story12,Dead,LinStatic,None,None,Diaph D1 Y,8.7E-05,5.1E-05,1.697,2,0,6.446,32
Story12,MODAL,LinModEigen,Mode,1,Diaph D1 X,4.812E-07,3.109E-07,1.548,15,27.834,0,32
Story12,MODAL,LinModEigen,Mode,2,Diaph D1 Y,1E-06,4.308E-07,1.167,2,0,6.446,32
Story12,MODAL,LinModEigen,Mode,3,Diaph D1 X,4.63E-07,2.77E-07,1.672,53,25.115,13.821,32
Story12,MODAL,LinModEigen,Mode,3,Diaph D1 Y,1E-06,2.809E-08,19.451,22,38.505,13.821,32
Story12,MODAL,LinModEigen,Mode,4,Diaph D1 X,1E-06,1E-06,1.162,15,27.834,0,32
Story12,MODAL,LinModEigen,Mode,5,Diaph D1 Y,1E-06,1E-06,1.035,2,0,6.446,32
Story12,MODAL,LinModEigen,Mode,6,Diaph D1 X,1E-06,1.911E-07,2.951,53,25.115,13.821,32
Story12,MODAL,LinModEigen,Mode,7,Diaph D1 X,2E-06,1E-06,1.141,15,27.834,0,32
Story12,MODAL,LinModEigen,Mode,8,Diaph D1 Y,1E-06,1E-06,1.025,2,0,6.446,32
Story12,MODAL,LinModEigen,Mode,9,Diaph D1 X,1E-06,2.935E-07,3.746,53,25.115,13.821,32
Story12,MODAL,LinModEigen,Mode,9,Diaph D1 Y,2E-06,4.126E-08,55.421,2,0,6.446,32
Story12,MODAL,LinModEigen,Mode,10,Diaph D1 X,3E-06,2E-06,1.125,15,27.834,0,32
Story12,MODAL,LinModEigen,Mode,11,Diaph D1 Y,2E-06,2E-06,1.054,2,0,6.446,32
Story12,MODAL,LinModEigen,Mode,12,Diaph D1 X,2E-06,4.713E-07,3.746,53,25.115,13.821,32
Story12,PP,LinStatic,None,None,Diaph D1 Y,8.7E-05,5.1E-05,1.697,2,0,6.446,32
Story12,TERP,LinStatic,None,None,Diaph D1 Y,2E-05,1.1E-05,1.742,2,0,6.446,32
Story12,TERT,LinStatic,None,None,Diaph D1 Y,1E-06,1E-06,1.675,2,0,6.446,32
Story12,SCP,LinStatic,None,None,Diaph D1 Y,3.6E-05,2E-05,1.742,2,0,6.446,32
Story12,SCT,LinStatic,None,None,Diaph D1 Y,1E-06,1E-06,1.675,2,0,6.446,32
Story12,SEx,LinRespSpec,Max,None,Diaph D1 X,0.00099,0.000931,1.064,15,27.834,0,32
Story12,SEx,LinRespSpec,Max,None,Diaph D1 Y,0.000904,0.000462,1.958,22,38.505,13.821,32
Story12,SEy,LinRespSpec,Max,None,Diaph D1 X,0.000171,0.000117,1.466,53,25.115,13.821,32
Story12,SEy,LinRespSpec,Max,None,Diaph D1 Y,0.001289,0.001129,1.142,2,0,6.446,32
Story12,SEx_b2,LinRespSpec,Max,None,Diaph D1 X,0.000951,0.00091,1.045,15,27.834,0,32
Story12,SEx_b2,LinRespSpec,Max,None,Diaph D1 Y,0.000813,0.000413,1.969,22,38.505,13.821,32
Story12,SEy_b2,LinRespSpec,Max,None,Diaph D1 Y,0.001016,0.000967,1.051,2,0,6.446,32
Story12,ED1_C1_1.4CP,Combination,None,None,Diaph D1 Y,0.000151,8.8E-05,1.705,2,0,6.446,32
Story12,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Diaph D1 Y,0.000187,0.000109,1.716,2,0,6.446,32
Story12,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Diaph D1 Y,0.000166,9.7E-05,1.712,2,0,6.446,32
Story12,ED1_DYN_XP,Combination,Max,None,Diaph D1 X,0.001412,0.001313,1.075,15,27.834,0,32
Story12,ED1_DYN_XP,Combination,Max,None,Diaph D1 Y,0.001238,0.000583,2.122,22,38.505,13.821,32
Story12,ED1_DYN_XP,Combination,Min,None,Diaph D1 X,0.001361,0.001292,1.054,15,27.834,0,32
Story12,ED1_DYN_XP,Combination,Min,None,Diaph D1 Y,0.00133,0.000728,1.827,2,0,6.446,32
Story12,ED1_DYN_XN,Combination,Max,None,Diaph D1 X,0.001412,0.001313,1.075,15,27.834,0,32
Story12,ED1_DYN_XN,Combination,Max,None,Diaph D1 Y,0.001238,0.000583,2.122,22,38.505,13.821,32
Story12,ED1_DYN_XN,Combination,Min,None,Diaph D1 X,0.001361,0.001292,1.054,15,27.834,0,32
Story12,ED1_DYN_XN,Combination,Min,None,Diaph D1 Y,0.00133,0.000728,1.827,2,0,6.446,32
Story12,ED1_DYN_YP,Combination,Max,None,Diaph D1 X,0.000215,0.000149,1.439,53,25.115,13.821,32
Story12,ED1_DYN_YP,Combination,Max,None,Diaph D1 Y,0.00164,0.00145,1.131,2,0,6.446,32
Story12,ED1_DYN_YP,Combination,Min,None,Diaph D1 X,0.000263,0.000177,1.488,53,25.115,13.821,32
Story12,ED1_DYN_YP,Combination,Min,None,Diaph D1 Y,0.00197,0.00171,1.152,2,0,6.446,32
Story12,ED1_DYN_YN,Combination,Max,None,Diaph D1 X,0.000215,0.000149,1.439,53,25.115,13.821,32
Story12,ED1_DYN_YN,Combination,Max,None,Diaph D1 Y,0.00164,0.00145,1.131,2,0,6.446,32
Story12,ED1_DYN_YN,Combination,Min,None,Diaph D1 X,0.000263,0.000177,1.488,53,25.115,13.821,32
Story12,ED1_DYN_YN,Combination,Min,None,Diaph D1 Y,0.00197,0.00171,1.152,2,0,6.446,32
Story12,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 X,0.001401,0.00131,1.07,15,27.834,0,32
Story12,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 Y,0.001248,0.000609,2.051,22,38.505,13.821,32
Story12,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 X,0.001372,0.001297,1.058,15,27.834,0,32
Story12,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 Y,0.001282,0.000684,1.875,22,38.505,13.821,32
Story12,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 X,0.001401,0.00131,1.07,15,27.834,0,32
Story12,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 Y,0.001248,0.000609,2.051,22,38.505,13.821,32
Story12,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 X,0.001372,0.001297,1.058,15,27.834,0,32
Story12,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 Y,0.001282,0.000684,1.875,22,38.505,13.821,32
Story12,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 X,0.000225,0.000155,1.45,53,25.115,13.821,32
Story12,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 Y,0.001708,0.001504,1.136,2,0,6.446,32
Story12,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 X,0.000253,0.000171,1.48,53,25.115,13.821,32
Story12,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 Y,0.001902,0.001657,1.148,2,0,6.446,32
Story12,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 X,0.000225,0.000155,1.45,53,25.115,13.821,32
Story12,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 Y,0.001708,0.001504,1.136,2,0,6.446,32
Story12,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 X,0.000253,0.000171,1.48,53,25.115,13.821,32
Story12,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 Y,0.001902,0.001657,1.148,2,0,6.446,32
Story11,Dead,LinStatic,None,None,Diaph D1 Y,8.2E-05,4.8E-05,1.7,2,0,6.446,29.4
Story11,MODAL,LinModEigen,Mode,1,Diaph D1 X,4.737E-07,3.076E-07,1.54,15,27.834,0,29.4
Story11,MODAL,LinModEigen,Mode,2,Diaph D1 Y,4.889E-07,4.194E-07,1.166,2,0,6.446,29.4
Story11,MODAL,LinModEigen,Mode,3,Diaph D1 X,4.555E-07,2.745E-07,1.659,53,25.115,13.821,29.4
Story11,MODAL,LinModEigen,Mode,3,Diaph D1 Y,1E-06,2.764E-08,19.242,22,38.505,13.821,29.4
Story11,MODAL,LinModEigen,Mode,4,Diaph D1 X,4.89E-07,4.23E-07,1.156,15,27.834,0,29.4
Story11,MODAL,LinModEigen,Mode,5,Diaph D1 Y,4.263E-07,4.118E-07,1.035,2,0,6.446,29.4
Story11,MODAL,LinModEigen,Mode,6,Diaph D1 X,3.479E-07,1.218E-07,2.856,53,25.115,13.821,29.4
Story11,MODAL,LinModEigen,Mode,7,Diaph D1 X,2E-06,2E-06,1.139,15,27.834,0,29.4
Story11,MODAL,LinModEigen,Mode,8,Diaph D1 Y,2E-06,2E-06,1.027,2,0,6.446,29.4
Story11,MODAL,LinModEigen,Mode,9,Diaph D1 X,1E-06,3.859E-07,3.672,53,25.115,13.821,29.4
Story11,MODAL,LinModEigen,Mode,9,Diaph D1 Y,3E-06,5.438E-08,53.818,2,0,6.446,29.4
Story11,MODAL,LinModEigen,Mode,10,Diaph D1 X,1E-06,1E-06,1.119,15,27.834,0,29.4
Story11,MODAL,LinModEigen,Mode,11,Diaph D1 Y,1E-06,1E-06,1.059,2,0,6.446,29.4
Story11,MODAL,LinModEigen,Mode,12,Diaph D1 X,1E-06,2.85E-07,3.482,53,25.115,13.821,29.4
Story11,PP,LinStatic,None,None,Diaph D1 Y,8.2E-05,4.8E-05,1.7,2,0,6.446,29.4
Story11,TERP,LinStatic,None,None,Diaph D1 Y,1.9E-05,1.1E-05,1.746,2,0,6.446,29.4
Story11,TERT,LinStatic,None,None,Diaph D1 Y,1E-06,1E-06,1.671,2,0,6.446,29.4
Story11,SCP,LinStatic,None,None,Diaph D1 Y,3.4E-05,1.9E-05,1.746,2,0,6.446,29.4
Story11,SCT,LinStatic,None,None,Diaph D1 Y,1E-06,1E-06,1.671,2,0,6.446,29.4
Story11,SEx,LinRespSpec,Max,None,Diaph D1 X,0.000975,0.000918,1.063,15,27.834,0,29.4
Story11,SEx,LinRespSpec,Max,None,Diaph D1 Y,0.00088,0.000449,1.957,22,38.505,13.821,29.4
Story11,SEy,LinRespSpec,Max,None,Diaph D1 X,0.000167,0.000114,1.461,53,25.115,13.821,29.4
Story11,SEy,LinRespSpec,Max,None,Diaph D1 Y,0.001252,0.001097,1.142,2,0,6.446,29.4
Story11,SEx_b2,LinRespSpec,Max,None,Diaph D1 X,0.000937,0.000898,1.044,15,27.834,0,29.4
Story11,SEx_b2,LinRespSpec,Max,None,Diaph D1 Y,0.000791,0.000402,1.969,22,38.505,13.821,29.4
Story11,SEy_b2,LinRespSpec,Max,None,Diaph D1 Y,0.000987,0.00094,1.05,2,0,6.446,29.4
Story11,ED1_C1_1.4CP,Combination,None,None,Diaph D1 Y,0.000142,8.3E-05,1.708,2,0,6.446,29.4
Story11,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Diaph D1 Y,0.000176,0.000103,1.72,2,0,6.446,29.4
Story11,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Diaph D1 Y,0.000157,9.2E-05,1.716,2,0,6.446,29.4
Story11,ED1_DYN_XP,Combination,Max,None,Diaph D1 X,0.001389,0.001295,1.073,15,27.834,0,29.4
Story11,ED1_DYN_XP,Combination,Max,None,Diaph D1 Y,0.001206,0.00057,2.116,22,38.505,13.821,29.4
Story11,ED1_DYN_XP,Combination,Min,None,Diaph D1 X,0.001342,0.001275,1.053,15,27.834,0,29.4
Story11,ED1_DYN_XP,Combination,Min,None,Diaph D1 Y,0.001289,0.000704,1.83,1,0,0.701,29.4
Story11,ED1_DYN_XN,Combination,Max,None,Diaph D1 X,0.001389,0.001295,1.073,15,27.834,0,29.4
Story11,ED1_DYN_XN,Combination,Max,None,Diaph D1 Y,0.001206,0.00057,2.116,22,38.505,13.821,29.4
Story11,ED1_DYN_XN,Combination,Min,None,Diaph D1 X,0.001342,0.001275,1.053,15,27.834,0,29.4
Story11,ED1_DYN_XN,Combination,Min,None,Diaph D1 Y,0.001289,0.000704,1.83,1,0,0.701,29.4
Story11,ED1_DYN_YP,Combination,Max,None,Diaph D1 X,0.00021,0.000147,1.435,53,25.115,13.821,29.4
Story11,ED1_DYN_YP,Combination,Max,None,Diaph D1 Y,0.001598,0.001413,1.131,2,0,6.446,29.4
Story11,ED1_DYN_YP,Combination,Min,None,Diaph D1 X,0.000256,0.000173,1.482,53,25.115,13.821,29.4
Story11,ED1_DYN_YP,Combination,Min,None,Diaph D1 Y,0.001909,0.001658,1.151,2,0,6.446,29.4
Story11,ED1_DYN_YN,Combination,Max,None,Diaph D1 X,0.00021,0.000147,1.435,53,25.115,13.821,29.4
Story11,ED1_DYN_YN,Combination,Max,None,Diaph D1 Y,0.001598,0.001413,1.131,2,0,6.446,29.4
Story11,ED1_DYN_YN,Combination,Min,None,Diaph D1 X,0.000256,0.000173,1.482,53,25.115,13.821,29.4
Story11,ED1_DYN_YN,Combination,Min,None,Diaph D1 Y,0.001909,0.001658,1.151,2,0,6.446,29.4
Story11,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 X,0.00138,0.001291,1.069,15,27.834,0,29.4
Story11,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 Y,0.001216,0.000594,2.047,22,38.505,13.821,29.4
Story11,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 X,0.001352,0.001279,1.057,15,27.834,0,29.4
Story11,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 Y,0.001247,0.000664,1.877,22,38.505,13.821,29.4
Story11,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 X,0.00138,0.001291,1.069,15,27.834,0,29.4
Story11,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 Y,0.001216,0.000594,2.047,22,38.505,13.821,29.4
Story11,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 X,0.001352,0.001279,1.057,15,27.834,0,29.4
Story11,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 Y,0.001247,0.000664,1.877,22,38.505,13.821,29.4
Story11,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 X,0.00022,0.000152,1.446,53,25.115,13.821,29.4
Story11,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 Y,0.001662,0.001463,1.136,2,0,6.446,29.4
Story11,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 X,0.000246,0.000167,1.474,53,25.115,13.821,29.4
Story11,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 Y,0.001845,0.001608,1.147,2,0,6.446,29.4
Story11,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 X,0.00022,0.000152,1.446,53,25.115,13.821,29.4
Story11,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 Y,0.001662,0.001463,1.136,2,0,6.446,29.4
Story11,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 X,0.000246,0.000167,1.474,53,25.115,13.821,29.4
Story11,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 Y,0.001845,0.001608,1.147,2,0,6.446,29.4
Story10,Dead,LinStatic,None,None,Diaph D1 Y,7.6E-05,4.5E-05,1.704,2,0,6.446,26.8
Story10,MODAL,LinModEigen,Mode,1,Diaph D1 X,4.617E-07,3.014E-07,1.532,15,27.834,0,26.8
Story10,MODAL,LinModEigen,Mode,2,Diaph D1 Y,4.711E-07,4.045E-07,1.165,2,0,6.446,26.8
Story10,MODAL,LinModEigen,Mode,3,Diaph D1 X,4.438E-07,2.694E-07,1.647,53,25.115,13.821,26.8
Story10,MODAL,LinModEigen,Mode,3,Diaph D1 Y,1E-06,2.694E-08,19.035,22,38.505,13.821,26.8
Story10,MODAL,LinModEigen,Mode,4,Diaph D1 X,1.874E-07,1.652E-07,1.134,15,27.834,0,26.8
Story10,MODAL,LinModEigen,Mode,5,Diaph D1 Y,1.523E-07,1.469E-07,1.037,2,0,6.446,26.8
Story10,MODAL,LinModEigen,Mode,6,Diaph D1 X,1.258E-07,4.977E-08,2.528,53,25.115,13.821,26.8
Story10,MODAL,LinModEigen,Mode,7,Diaph D1 X,2E-06,2E-06,1.138,15,27.834,0,26.8
Story10,MODAL,LinModEigen,Mode,8,Diaph D1 Y,2E-06,2E-06,1.028,2,0,6.446,26.8
Story10,MODAL,LinModEigen,Mode,9,Diaph D1 X,2E-06,4.232E-07,3.619,53,25.115,13.821,26.8
Story10,MODAL,LinModEigen,Mode,9,Diaph D1 Y,3E-06,5.989E-08,52.549,2,0,6.446,26.8
Story10,MODAL,LinModEigen,Mode,10,Diaph D1 X,1.242E-07,9.843E-08,1.262,15,27.834,0,26.8
Story10,MODAL,LinModEigen,Mode,11,Diaph D1 Y,1.045E-07,9.888E-08,1.057,22,38.505,13.821,26.8
Story10,MODAL,LinModEigen,Mode,12,Diaph D1 X,9.557E-08,1.619E-08,5.902,15,27.834,0,26.8
Story10,MODAL,LinModEigen,Mode,12,Diaph D1 Y,2.259E-07,0,47.877,22,38.505,13.821,26.8
Story10,PP,LinStatic,None,None,Diaph D1 Y,7.6E-05,4.5E-05,1.704,2,0,6.446,26.8
Story10,TERP,LinStatic,None,None,Diaph D1 Y,1.8E-05,1E-05,1.752,2,0,6.446,26.8
Story10,TERT,LinStatic,None,None,Diaph D1 Y,1E-06,1E-06,1.667,2,0,6.446,26.8
Story10,SCP,LinStatic,None,None,Diaph D1 Y,3.1E-05,1.8E-05,1.752,2,0,6.446,26.8
Story10,SCT,LinStatic,None,None,Diaph D1 Y,1E-06,1E-06,1.667,2,0,6.446,26.8
Story10,SEx,LinRespSpec,Max,None,Diaph D1 X,0.000953,0.000897,1.062,15,27.834,0,26.8
Story10,SEx,LinRespSpec,Max,None,Diaph D1 Y,0.000848,0.000434,1.957,22,38.505,13.821,26.8
Story10,SEy,LinRespSpec,Max,None,Diaph D1 X,0.000161,0.000111,1.456,53,25.115,13.821,26.8
Story10,SEy,LinRespSpec,Max,None,Diaph D1 Y,0.001206,0.001056,1.141,2,0,6.446,26.8
Story10,SEx_b2,LinRespSpec,Max,None,Diaph D1 X,0.000916,0.000878,1.043,15,27.834,0,26.8
Story10,SEx_b2,LinRespSpec,Max,None,Diaph D1 Y,0.000763,0.000388,1.968,22,38.505,13.821,26.8
Story10,SEy_b2,LinRespSpec,Max,None,Diaph D1 Y,0.000951,0.000906,1.049,2,0,6.446,26.8
Story10,ED1_C1_1.4CP,Combination,None,None,Diaph D1 Y,0.000133,7.8E-05,1.712,2,0,6.446,26.8
Story10,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Diaph D1 Y,0.000165,9.6E-05,1.724,2,0,6.446,26.8
Story10,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Diaph D1 Y,0.000147,8.5E-05,1.72,2,0,6.446,26.8
Story10,ED1_DYN_XP,Combination,Max,None,Diaph D1 X,0.001356,0.001265,1.072,15,27.834,0,26.8
Story10,ED1_DYN_XP,Combination,Max,None,Diaph D1 Y,0.001164,0.000552,2.11,22,38.505,13.821,26.8
Story10,ED1_DYN_XP,Combination,Min,None,Diaph D1 X,0.001312,0.001247,1.052,15,27.834,0,26.8
Story10,ED1_DYN_XP,Combination,Min,None,Diaph D1 Y,0.001238,0.000675,1.833,2,0,6.446,26.8
Story10,ED1_DYN_XN,Combination,Max,None,Diaph D1 X,0.001356,0.001265,1.072,15,27.834,0,26.8
Story10,ED1_DYN_XN,Combination,Max,None,Diaph D1 Y,0.001164,0.000552,2.11,22,38.505,13.821,26.8
Story10,ED1_DYN_XN,Combination,Min,None,Diaph D1 X,0.001312,0.001247,1.052,15,27.834,0,26.8
Story10,ED1_DYN_XN,Combination,Min,None,Diaph D1 Y,0.001238,0.000675,1.833,2,0,6.446,26.8
Story10,ED1_DYN_YP,Combination,Max,None,Diaph D1 X,0.000204,0.000142,1.431,53,25.115,13.821,26.8
Story10,ED1_DYN_YP,Combination,Max,None,Diaph D1 Y,0.001543,0.001364,1.13,2,0,6.446,26.8
Story10,ED1_DYN_YP,Combination,Min,None,Diaph D1 X,0.000247,0.000167,1.477,53,25.115,13.821,26.8
Story10,ED1_DYN_YP,Combination,Min,None,Diaph D1 Y,0.001833,0.001594,1.15,2,0,6.446,26.8
Story10,ED1_DYN_YN,Combination,Max,None,Diaph D1 X,0.000204,0.000142,1.431,53,25.115,13.821,26.8
Story10,ED1_DYN_YN,Combination,Max,None,Diaph D1 Y,0.001543,0.001364,1.13,2,0,6.446,26.8
Story10,ED1_DYN_YN,Combination,Min,None,Diaph D1 X,0.000247,0.000167,1.477,53,25.115,13.821,26.8
Story10,ED1_DYN_YN,Combination,Min,None,Diaph D1 Y,0.001833,0.001594,1.15,2,0,6.446,26.8
Story10,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 X,0.001347,0.001262,1.067,15,27.834,0,26.8
Story10,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 Y,0.001173,0.000574,2.044,22,38.505,13.821,26.8
Story10,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 X,0.001321,0.001251,1.056,15,27.834,0,26.8
Story10,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 Y,0.001202,0.00064,1.879,22,38.505,13.821,26.8
Story10,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 X,0.001347,0.001262,1.067,15,27.834,0,26.8
Story10,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 Y,0.001173,0.000574,2.044,22,38.505,13.821,26.8
Story10,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 X,0.001321,0.001251,1.056,15,27.834,0,26.8
Story10,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 Y,0.001202,0.00064,1.879,22,38.505,13.821,26.8
Story10,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 X,0.000213,0.000148,1.441,53,25.115,13.821,26.8
Story10,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 Y,0.001603,0.001412,1.135,2,0,6.446,26.8
Story10,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 X,0.000238,0.000162,1.469,53,25.115,13.821,26.8
Story10,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 Y,0.001773,0.001547,1.147,2,0,6.446,26.8
Story10,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 X,0.000213,0.000148,1.441,53,25.115,13.821,26.8
Story10,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 Y,0.001603,0.001412,1.135,2,0,6.446,26.8
Story10,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 X,0.000238,0.000162,1.469,53,25.115,13.821,26.8
Story10,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 Y,0.001773,0.001547,1.147,2,0,6.446,26.8
Story9,Dead,LinStatic,None,None,Diaph D1 Y,7.1E-05,4.1E-05,1.708,2,0,6.446,24.2
Story9,MODAL,LinModEigen,Mode,1,Diaph D1 X,4.449E-07,2.919E-07,1.524,15,27.834,0,24.2
Story9,MODAL,LinModEigen,Mode,2,Diaph D1 Y,4.488E-07,3.857E-07,1.164,2,0,6.446,24.2
Story9,MODAL,LinModEigen,Mode,3,Diaph D1 X,4.275E-07,2.613E-07,1.636,53,25.115,13.821,24.2
Story9,MODAL,LinModEigen,Mode,4,Diaph D1 X,1.081E-07,8.77E-08,1.232,15,27.834,0,24.2
Story9,MODAL,LinModEigen,Mode,5,Diaph D1 Y,1.148E-07,1.113E-07,1.031,2,0,6.446,24.2
Story9,MODAL,LinModEigen,Mode,6,Diaph D1 X,9.078E-08,2.125E-08,4.272,53,25.115,13.821,24.2
Story9,MODAL,LinModEigen,Mode,6,Diaph D1 Y,1.972E-07,0,56.154,2,0,6.446,24.2
Story9,MODAL,LinModEigen,Mode,7,Diaph D1 X,2E-06,2E-06,1.137,15,27.834,0,24.2
Story9,MODAL,LinModEigen,Mode,8,Diaph D1 Y,2E-06,2E-06,1.029,2,0,6.446,24.2
Story9,MODAL,LinModEigen,Mode,9,Diaph D1 X,1E-06,4.01E-07,3.567,53,25.115,13.821,24.2
Story9,MODAL,LinModEigen,Mode,9,Diaph D1 Y,3E-06,5.713E-08,51.197,2,0,6.446,24.2
Story9,MODAL,LinModEigen,Mode,10,Diaph D1 X,2E-06,1E-06,1.137,15,27.834,0,24.2
Story9,MODAL,LinModEigen,Mode,11,Diaph D1 Y,2E-06,1E-06,1.045,2,0,6.446,24.2
Story9,MODAL,LinModEigen,Mode,12,Diaph D1 X,1E-06,2.629E-07,4.236,53,25.115,13.821,24.2
Story9,PP,LinStatic,None,None,Diaph D1 Y,7.1E-05,4.1E-05,1.708,2,0,6.446,24.2
Story9,TERP,LinStatic,None,None,Diaph D1 Y,1.6E-05,9E-06,1.758,2,0,6.446,24.2
Story9,TERT,LinStatic,None,None,Diaph D1 Y,1E-06,4.889E-07,1.663,2,0,6.446,24.2
Story9,SCP,LinStatic,None,None,Diaph D1 Y,2.9E-05,1.7E-05,1.758,2,0,6.446,24.2
Story9,SCT,LinStatic,None,None,Diaph D1 Y,1E-06,4.889E-07,1.663,2,0,6.446,24.2
Story9,SEx,LinRespSpec,Max,None,Diaph D1 X,0.000921,0.000869,1.061,15,27.834,0,24.2
Story9,SEx,LinRespSpec,Max,None,Diaph D1 Y,0.000809,0.000414,1.957,22,38.505,13.821,24.2
Story9,SEy,LinRespSpec,Max,None,Diaph D1 X,0.000154,0.000106,1.451,53,25.115,13.821,24.2
Story9,SEy,LinRespSpec,Max,None,Diaph D1 Y,0.001149,0.001007,1.141,2,0,6.446,24.2
Story9,SEx_b2,LinRespSpec,Max,None,Diaph D1 X,0.000886,0.00085,1.043,15,27.834,0,24.2
Story9,SEx_b2,LinRespSpec,Max,None,Diaph D1 Y,0.000728,0.00037,1.968,22,38.505,13.821,24.2
Story9,SEy_b2,LinRespSpec,Max,None,Diaph D1 Y,0.000906,0.000864,1.048,2,0,6.446,24.2
Story9,ED1_C1_1.4CP,Combination,None,None,Diaph D1 Y,0.000123,7.2E-05,1.717,2,0,6.446,24.2
Story9,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Diaph D1 Y,0.000152,8.8E-05,1.729,2,0,6.446,24.2
