Story,OutputCase,CaseType,StepType,StepNumber,Item,Max Drift,Avg Drift,Ratio,Label,Max Loc X,Max Loc Y,Max Loc Z
Story16,MODAL,LinModEigen,Mode,6,Diaph D1 Y,2E-06,4.16E-08,54.71,2,0,6.446,42.4
Story16,MODAL,LinModEigen,Mode,7,Diaph D1 X,2E-06,1E-06,1.133,15,27.834,0,42.4
Story16,MODAL,LinModEigen,Mode,8,Diaph D1 Y,1E-06,1E-06,1.029,2,0,6.446,42.4
Story16,MODAL,LinModEigen,Mode,9,Diaph D1 X,1E-06,3.136E-07,3.543,53,25.115,13.821,42.4
Story16,MODAL,LinModEigen,Mode,9,Diaph D1 Y,2E-06,4.394E-08,51.554,2,0,6.446,42.4
Story16,MODAL,LinModEigen,Mode,10,Diaph D1 X,1.51E-07,1.437E-07,1.051,15,27.834,0,42.4
Story16,MODAL,LinModEigen,Mode,11,Diaph D1 Y,1.636E-07,1.481E-07,1.105,2,0,6.446,42.4
Story16,MODAL,LinModEigen,Mode,12,Diaph D1 X,1.226E-07,5.613E-08,2.184,53,25.115,13.821,42.4
Story16,MODAL,LinModEigen,Mode,12,Diaph D1 Y,1.917E-07,6.57E-09,29.184,2,0,6.446,42.4
Story16,PP,LinStatic,None,None,Diaph D1 Y,0.000101,6E-05,1.69,2,0,6.446,42.4
Story16,TERP,LinStatic,None,None,Diaph D1 Y,2.3E-05,1.3E-05,1.729,2,0,6.446,42.4
Story16,TERT,LinStatic,None,None,Diaph D1 Y,1E-06,1E-06,1.707,2,0,6.446,42.4
Story16,SCP,LinStatic,None,None,Diaph D1 Y,4.1E-05,2.4E-05,1.729,2,0,6.446,42.4
Story16,SCT,LinStatic,None,None,Diaph D1 Y,1E-06,1E-06,1.707,2,0,6.446,42.4
Story16,SEx,LinRespSpec,Max,None,Diaph D1 X,0.000987,0.000923,1.07,15,27.834,0,42.4
Story16,SEx,LinRespSpec,Max,None,Diaph D1 Y,0.00094,0.00048,1.958,22,38.505,13.821,42.4
Story16,SEy,LinRespSpec,Max,None,Diaph D1 X,0.000177,0.000119,1.486,53,25.115,13.821,42.4
Story16,SEy,LinRespSpec,Max,None,Diaph D1 Y,0.001353,0.001183,1.144,2,0,6.446,42.4
Story16,SEx_b2,LinRespSpec,Max,None,Diaph D1 X,0.000946,0.000902,1.049,15,27.834,0,42.4
Story16,SEx_b2,LinRespSpec,Max,None,Diaph D1 Y,0.000845,0.000429,1.97,22,38.505,13.821,42.4
Story16,SEy_b2,LinRespSpec,Max,None,Diaph D1 Y,0.001066,0.00101,1.054,2,0,6.446,42.4
Story16,ED1_C1_1.4CP,Combination,None,None,Diaph D1 Y,0.000175,0.000103,1.697,2,0,6.446,42.4
Story16,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Diaph D1 Y,0.000217,0.000127,1.706,2,0,6.446,42.4
Story16,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Diaph D1 Y,0.000194,0.000114,1.704,2,0,6.446,42.4
Story16,ED1_DYN_XP,Combination,Max,None,Diaph D1 X,0.001412,0.001305,1.082,15,27.834,0,42.4
Story16,ED1_DYN_XP,Combination,Max,None,Diaph D1 Y,0.001283,0.000598,2.146,22,38.505,13.821,42.4
Story16,ED1_DYN_XP,Combination,Min,None,Diaph D1 X,0.001353,0.001279,1.057,15,27.834,0,42.4
Story16,ED1_DYN_XP,Combination,Min,None,Diaph D1 Y,0.001408,0.000776,1.815,2,0,6.446,42.4
Story16,ED1_DYN_XN,Combination,Max,None,Diaph D1 X,0.001412,0.001305,1.082,15,27.834,0,42.4
Story16,ED1_DYN_XN,Combination,Max,None,Diaph D1 Y,0.001283,0.000598,2.146,22,38.505,13.821,42.4
Story16,ED1_DYN_XN,Combination,Min,None,Diaph D1 X,0.001353,0.001279,1.057,15,27.834,0,42.4
Story16,ED1_DYN_XN,Combination,Min,None,Diaph D1 Y,0.001408,0.000776,1.815,2,0,6.446,42.4
Story16,ED1_DYN_YP,Combination,Max,None,Diaph D1 X,0.00022,0.000151,1.457,53,25.115,13.821,42.4
Story16,ED1_DYN_YP,Combination,Max,None,Diaph D1 Y,0.001703,0.001505,1.132,2,0,6.446,42.4
Story16,ED1_DYN_YP,Combination,Min,None,Diaph D1 X,0.000275,0.000182,1.511,53,25.115,13.821,42.4
Story16,ED1_DYN_YP,Combination,Min,None,Diaph D1 Y,0.002086,0.001807,1.154,2,0,6.446,42.4
Story16,ED1_DYN_YN,Combination,Max,None,Diaph D1 X,0.00022,0.000151,1.457,53,25.115,13.821,42.4
Story16,ED1_DYN_YN,Combination,Max,None,Diaph D1 Y,0.001703,0.001505,1.132,2,0,6.446,42.4
Story16,ED1_DYN_YN,Combination,Min,None,Diaph D1 X,0.000275,0.000182,1.511,53,25.115,13.821,42.4
Story16,ED1_DYN_YN,Combination,Min,None,Diaph D1 Y,0.002086,0.001807,1.154,2,0,6.446,42.4
Story16,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 X,0.0014,0.0013,1.077,15,27.834,0,42.4
Story16,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 Y,0.001296,0.000628,2.064,22,38.505,13.821,42.4
Story16,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 X,0.001365,0.001285,1.063,15,27.834,0,42.4
Story16,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 Y,0.001337,0.000716,1.866,22,38.505,13.821,42.4
Story16,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 X,0.0014,0.0013,1.077,15,27.834,0,42.4
Story16,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 Y,0.001296,0.000628,2.064,22,38.505,13.821,42.4
Story16,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 X,0.001365,0.001285,1.063,15,27.834,0,42.4
Story16,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 Y,0.001337,0.000716,1.866,22,38.505,13.821,42.4
Story16,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 X,0.000231,0.000158,1.469,53,25.115,13.821,42.4
Story16,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 Y,0.001782,0.001567,1.137,2,0,6.446,42.4
Story16,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 X,0.000263,0.000175,1.502,53,25.115,13.821,42.4
Story16,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 Y,0.002007,0.001745,1.15,2,0,6.446,42.4
Story16,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 X,0.000231,0.000158,1.469,53,25.115,13.821,42.4
Story16,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 Y,0.001782,0.001567,1.137,2,0,6.446,42.4
Story16,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 X,0.000263,0.000175,1.502,53,25.115,13.821,42.4
Story16,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 Y,0.002007,0.001745,1.15,2,0,6.446,42.4
Story15,Dead,LinStatic,None,None,Diaph D1 Y,9.8E-05,5.8E-05,1.691,2,0,6.446,39.8
Story15,MODAL,LinModEigen,Mode,1,Diaph D1 X,4.827E-07,3.068E-07,1.573,15,27.834,0,39.8
Story15,MODAL,LinModEigen,Mode,2,Diaph D1 Y,1E-06,4.465E-07,1.17,2,0,6.446,39.8
Story15,MODAL,LinModEigen,Mode,3,Diaph D1 X,4.652E-07,2.72E-07,1.71,53,25.115,13.821,39.8
Story15,MODAL,LinModEigen,Mode,3,Diaph D1 Y,1E-06,2.818E-08,20.096,22,38.505,13.821,39.8
Story15,MODAL,LinModEigen,Mode,4,Diaph D1 X,1E-06,1E-06,1.168,15,27.834,0,39.8
Story15,MODAL,LinModEigen,Mode,5,Diaph D1 Y,1E-06,1E-06,1.035,2,0,6.446,39.8
Story15,MODAL,LinModEigen,Mode,6,Diaph D1 X,1E-06,3.508E-07,3.075,53,25.115,13.821,39.8
Story15,MODAL,LinModEigen,Mode,6,Diaph D1 Y,2E-06,3.759E-08,54.942,2,0,6.446,39.8
Story15,MODAL,LinModEigen,Mode,7,Diaph D1 X,1E-06,1E-06,1.127,15,27.834,0,39.8
Story15,MODAL,LinModEigen,Mode,8,Diaph D1 Y,1E-06,1E-06,1.033,2,0,6.446,39.8
Story15,MODAL,LinModEigen,Mode,9,Diaph D1 X,1E-06,1.662E-07,3.378,53,25.115,13.821,39.8
Story15,MODAL,LinModEigen,Mode,9,Diaph D1 Y,1E-06,2.331E-08,48.226,2,0,6.446,39.8
Story15,MODAL,LinModEigen,Mode,10,Diaph D1 X,1E-06,1E-06,1.135,15,27.834,0,39.8
Story15,MODAL,LinModEigen,Mode,11,Diaph D1 Y,1E-06,1E-06,1.046,2,0,6.446,39.8
Story15,MODAL,LinModEigen,Mode,12,Diaph D1 X,1E-06,2.219E-07,4.332,53,25.115,13.821,39.8
Story15,PP,LinStatic,None,None,Diaph D1 Y,9.8E-05,5.8E-05,1.691,2,0,6.446,39.8
Story15,TERP,LinStatic,None,None,Diaph D1 Y,2.2E-05,1.3E-05,1.731,2,0,6.446,39.8
Story15,TERT,LinStatic,None,None,Diaph D1 Y,1E-06,1E-06,1.696,2,0,6.446,39.8
Story15,SCP,LinStatic,None,None,Diaph D1 Y,4E-05,2.3E-05,1.731,2,0,6.446,39.8
Story15,SCT,LinStatic,None,None,Diaph D1 Y,1E-06,1E-06,1.696,2,0,6.446,39.8
Story15,SEx,LinRespSpec,Max,None,Diaph D1 X,0.000996,0.000932,1.068,15,27.834,0,39.8
Story15,SEx,LinRespSpec,Max,None,Diaph D1 Y,0.000939,0.000479,1.958,22,38.505,13.821,39.8
Story15,SEy,LinRespSpec,Max,None,Diaph D1 X,0.000177,0.000119,1.481,53,25.115,13.821,39.8
Story15,SEy,LinRespSpec,Max,None,Diaph D1 Y,0.001348,0.001179,1.144,2,0,6.446,39.8
Story15,SEx_b2,LinRespSpec,Max,None,Diaph D1 X,0.000955,0.000911,1.048,15,27.834,0,39.8
Story15,SEx_b2,LinRespSpec,Max,None,Diaph D1 Y,0.000843,0.000428,1.97,22,38.505,13.821,39.8
Story15,SEy_b2,LinRespSpec,Max,None,Diaph D1 Y,0.001062,0.001008,1.054,2,0,6.446,39.8
Story15,ED1_C1_1.4CP,Combination,None,None,Diaph D1 Y,0.00017,0.0001,1.698,2,0,6.446,39.8
Story15,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Diaph D1 Y,0.000211,0.000124,1.708,2,0,6.446,39.8
Story15,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Diaph D1 Y,0.000188,0.00011,1.705,2,0,6.446,39.8
Story15,ED1_DYN_XP,Combination,Max,None,Diaph D1 X,0.001423,0.001318,1.08,15,27.834,0,39.8
Story15,ED1_DYN_XP,Combination,Max,None,Diaph D1 Y,0.001282,0.000599,2.14,22,38.505,13.821,39.8
Story15,ED1_DYN_XP,Combination,Min,None,Diaph D1 X,0.001366,0.001293,1.056,15,27.834,0,39.8
Story15,ED1_DYN_XP,Combination,Min,None,Diaph D1 Y,0.0014,0.00077,1.818,2,0,6.446,39.8
Story15,ED1_DYN_XN,Combination,Max,None,Diaph D1 X,0.001423,0.001318,1.08,15,27.834,0,39.8
Story15,ED1_DYN_XN,Combination,Max,None,Diaph D1 Y,0.001282,0.000599,2.14,22,38.505,13.821,39.8
Story15,ED1_DYN_XN,Combination,Min,None,Diaph D1 X,0.001366,0.001293,1.056,15,27.834,0,39.8
Story15,ED1_DYN_XN,Combination,Min,None,Diaph D1 Y,0.0014,0.00077,1.818,2,0,6.446,39.8
Story15,ED1_DYN_YP,Combination,Max,None,Diaph D1 X,0.00022,0.000152,1.453,53,25.115,13.821,39.8
Story15,ED1_DYN_YP,Combination,Max,None,Diaph D1 Y,0.001701,0.001503,1.132,2,0,6.446,39.8
Story15,ED1_DYN_YP,Combination,Min,None,Diaph D1 X,0.000274,0.000182,1.505,53,25.115,13.821,39.8
Story15,ED1_DYN_YP,Combination,Min,None,Diaph D1 Y,0.002074,0.001798,1.153,2,0,6.446,39.8
Story15,ED1_DYN_YN,Combination,Max,None,Diaph D1 X,0.00022,0.000152,1.453,53,25.115,13.821,39.8
Story15,ED1_DYN_YN,Combination,Max,None,Diaph D1 Y,0.001701,0.001503,1.132,2,0,6.446,39.8
Story15,ED1_DYN_YN,Combination,Min,None,Diaph D1 X,0.000274,0.000182,1.505,53,25.115,13.821,39.8
Story15,ED1_DYN_YN,Combination,Min,None,Diaph D1 Y,0.002074,0.001798,1.153,2,0,6.446,39.8
Story15,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 X,0.001411,0.001313,1.075,15,27.834,0,39.8
Story15,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 Y,0.001295,0.000628,2.061,22,38.505,13.821,39.8
Story15,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 X,0.001378,0.001298,1.061,15,27.834,0,39.8
Story15,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 Y,0.001334,0.000714,1.868,22,38.505,13.821,39.8
Story15,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 X,0.001411,0.001313,1.075,15,27.834,0,39.8
Story15,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 Y,0.001295,0.000628,2.061,22,38.505,13.821,39.8
Story15,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 X,0.001378,0.001298,1.061,15,27.834,0,39.8
Story15,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 Y,0.001334,0.000714,1.868,22,38.505,13.821,39.8
Story15,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 X,0.000232,0.000158,1.465,53,25.115,13.821,39.8
Story15,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 Y,0.001778,0.001564,1.137,2,0,6.446,39.8
Story15,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 X,0.000263,0.000176,1.496,53,25.115,13.821,39.8
Story15,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 Y,0.001997,0.001737,1.149,2,0,6.446,39.8
Story15,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 X,0.000232,0.000158,1.465,53,25.115,13.821,39.8
Story15,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 Y,0.001778,0.001564,1.137,2,0,6.446,39.8
Story15,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 X,0.000263,0.000176,1.496,53,25.115,13.821,39.8
Story15,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 Y,0.001997,0.001737,1.149,2,0,6.446,39.8
Story14,Dead,LinStatic,None,None,Diaph D1 Y,9.5E-05,5.6E-05,1.693,2,0,6.446,37.2
Story14,MODAL,LinModEigen,Mode,1,Diaph D1 X,4.851E-07,3.1E-07,1.565,15,27.834,0,37.2
Story14,MODAL,LinModEigen,Mode,2,Diaph D1 Y,1E-06,4.439E-07,1.169,2,0,6.446,37.2
Story14,MODAL,LinModEigen,Mode,3,Diaph D1 X,4.673E-07,2.753E-07,1.697,53,25.115,13.821,37.2
Story14,MODAL,LinModEigen,Mode,3,Diaph D1 Y,1E-06,2.832E-08,19.88,22,38.505,13.821,37.2
Story14,MODAL,LinModEigen,Mode,4,Diaph D1 X,1E-06,1E-06,1.167,15,27.834,0,37.2
Story14,MODAL,LinModEigen,Mode,5,Diaph D1 Y,1E-06,1E-06,1.035,2,0,6.446,37.2
Story14,MODAL,LinModEigen,Mode,6,Diaph D1 X,1E-06,3.081E-07,3.042,53,25.115,13.821,37.2
Story14,MODAL,LinModEigen,Mode,6,Diaph D1 Y,2E-06,3.237E-08,55.161,2,0,6.446,37.2
Story14,MODAL,LinModEigen,Mode,7,Diaph D1 X,5.195E-08,3.906E-08,1.33,15,27.834,0,37.2
Story14,MODAL,LinModEigen,Mode,8,Diaph D1 Y,5.118E-08,4.823E-08,1.061,22,38.505,13.821,37.2
Story14,MODAL,LinModEigen,Mode,9,Diaph D1 X,4.498E-08,0,23.216,15,27.834,0,37.2
Story14,MODAL,LinModEigen,Mode,9,Diaph D1 Y,1.202E-07,0,416.128,22,38.505,13.821,37.2
Story14,MODAL,LinModEigen,Mode,10,Diaph D1 X,3E-06,2E-06,1.13,15,27.834,0,37.2
Story14,MODAL,LinModEigen,Mode,11,Diaph D1 Y,2E-06,2E-06,1.05,2,0,6.446,37.2
Story14,MODAL,LinModEigen,Mode,12,Diaph D1 X,2E-06,4.343E-07,4.034,53,25.115,13.821,37.2
Story14,PP,LinStatic,None,None,Diaph D1 Y,9.5E-05,5.6E-05,1.693,2,0,6.446,37.2
Story14,TERP,LinStatic,None,None,Diaph D1 Y,2.2E-05,1.3E-05,1.734,2,0,6.446,37.2
Story14,TERT,LinStatic,None,None,Diaph D1 Y,1E-06,1E-06,1.687,2,0,6.446,37.2
Story14,SCP,LinStatic,None,None,Diaph D1 Y,3.9E-05,2.2E-05,1.734,2,0,6.446,37.2
Story14,SCT,LinStatic,None,None,Diaph D1 Y,1E-06,1E-06,1.687,2,0,6.446,37.2
Story14,SEx,LinRespSpec,Max,None,Diaph D1 X,0.001,0.000937,1.067,15,27.834,0,37.2
Story14,SEx,LinRespSpec,Max,None,Diaph D1 Y,0.000933,0.000476,1.958,22,38.505,13.821,37.2
Story14,SEy,LinRespSpec,Max,None,Diaph D1 X,0.000176,0.000119,1.476,53,25.115,13.821,37.2
Story14,SEy,LinRespSpec,Max,None,Diaph D1 Y,0.001336,0.001169,1.143,2,0,6.446,37.2
Story14,SEx_b2,LinRespSpec,Max,None,Diaph D1 X,0.000959,0.000916,1.047,15,27.834,0,37.2
Story14,SEx_b2,LinRespSpec,Max,None,Diaph D1 Y,0.000838,0.000425,1.97,22,38.505,13.821,37.2
Story14,SEy_b2,LinRespSpec,Max,None,Diaph D1 Y,0.001053,0.001,1.053,2,0,6.446,37.2
Story14,ED1_C1_1.4CP,Combination,None,None,Diaph D1 Y,0.000165,9.7E-05,1.7,2,0,6.446,37.2
Story14,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Diaph D1 Y,0.000204,0.000119,1.71,2,0,6.446,37.2
Story14,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Diaph D1 Y,0.000182,0.000107,1.707,2,0,6.446,37.2
Story14,ED1_DYN_XP,Combination,Max,None,Diaph D1 X,0.001427,0.001324,1.078,15,27.834,0,37.2
Story14,ED1_DYN_XP,Combination,Max,None,Diaph D1 Y,0.001275,0.000597,2.134,22,38.505,13.821,37.2
Story14,ED1_DYN_XP,Combination,Min,None,Diaph D1 X,0.001373,0.0013,1.055,15,27.834,0,37.2
Story14,ED1_DYN_XP,Combination,Min,None,Diaph D1 Y,0.001385,0.000761,1.821,2,0,6.446,37.2
Story14,ED1_DYN_XN,Combination,Max,None,Diaph D1 X,0.001427,0.001324,1.078,15,27.834,0,37.2
Story14,ED1_DYN_XN,Combination,Max,None,Diaph D1 Y,0.001275,0.000597,2.134,22,38.505,13.821,37.2
Story14,ED1_DYN_XN,Combination,Min,None,Diaph D1 X,0.001373,0.0013,1.055,15,27.834,0,37.2
Story14,ED1_DYN_XN,Combination,Min,None,Diaph D1 Y,0.001385,0.000761,1.821,2,0,6.446,37.2
Story14,ED1_DYN_YP,Combination,Max,None,Diaph D1 X,0.00022,0.000152,1.448,53,25.115,13.821,37.2
Story14,ED1_DYN_YP,Combination,Max,None,Diaph D1 Y,0.001691,0.001495,1.131,2,0,6.446,37.2
Story14,ED1_DYN_YP,Combination,Min,None,Diaph D1 X,0.000272,0.000181,1.499,53,25.115,13.821,37.2
Story14,ED1_DYN_YP,Combination,Min,None,Diaph D1 Y,0.002051,0.001779,1.153,2,0,6.446,37.2
Story14,ED1_DYN_YN,Combination,Max,None,Diaph D1 X,0.00022,0.000152,1.448,53,25.115,13.821,37.2
Story14,ED1_DYN_YN,Combination,Max,None,Diaph D1 Y,0.001691,0.001495,1.131,2,0,6.446,37.2
Story14,ED1_DYN_YN,Combination,Min,None,Diaph D1 X,0.000272,0.000181,1.499,53,25.115,13.821,37.2
Story14,ED1_DYN_YN,Combination,Min,None,Diaph D1 Y,0.002051,0.001779,1.153,2,0,6.446,37.2
Story14,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 X,0.001416,0.00132,1.073,15,27.834,0,37.2
Story14,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 Y,0.001287,0.000626,2.057,22,38.505,13.821,37.2
Story14,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 X,0.001384,0.001305,1.06,15,27.834,0,37.2
Story14,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 Y,0.001324,0.000708,1.87,22,38.505,13.821,37.2
Story14,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 X,0.001416,0.00132,1.073,15,27.834,0,37.2
Story14,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 Y,0.001287,0.000626,2.057,22,38.505,13.821,37.2
Story14,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 X,0.001384,0.001305,1.06,15,27.834,0,37.2
Story14,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 Y,0.001324,0.000708,1.87,22,38.505,13.821,37.2
Story14,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 X,0.000231,0.000158,1.46,53,25.115,13.821,37.2
Story14,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 Y,0.001765,0.001553,1.137,2,0,6.446,37.2
Story14,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 X,0.000261,0.000175,1.491,53,25.115,13.821,37.2
Story14,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 Y,0.001977,0.001721,1.149,2,0,6.446,37.2
Story14,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 X,0.000231,0.000158,1.46,53,25.115,13.821,37.2
Story14,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 Y,0.001765,0.001553,1.137,2,0,6.446,37.2
Story14,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 X,0.000261,0.000175,1.491,53,25.115,13.821,37.2
Story14,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 Y,0.001977,0.001721,1.149,2,0,6.446,37.2
Story13,Dead,LinStatic,None,None,Diaph D1 Y,9.1E-05,5.4E-05,1.695,2,0,6.446,34.6
Story13,MODAL,LinModEigen,Mode,1,Diaph D1 X,4.848E-07,3.115E-07,1.556,15,27.834,0,34.6
Story13,MODAL,LinModEigen,Mode,2,Diaph D1 Y,1E-06,4.388E-07,1.168,2,0,6.446,34.6
Story13,MODAL,LinModEigen,Mode,3,Diaph D1 X,4.667E-07,2.771E-07,1.684,53,25.115,13.821,34.6
Story13,MODAL,LinModEigen,Mode,3,Diaph D1 Y,1E-06,2.83E-08,19.665,22,38.505,13.821,34.6
Story13,MODAL,LinModEigen,Mode,4,Diaph D1 X,1E-06,1E-06,1.165,15,27.834,0,34.6
Story13,MODAL,LinModEigen,Mode,5,Diaph D1 Y,1E-06,1E-06,1.035,2,0,6.446,34.6
Story13,MODAL,LinModEigen,Mode,6,Diaph D1 X,1E-06,2.541E-07,3.004,53,25.115,13.821,34.6
Story13,MODAL,LinModEigen,Mode,6,Diaph D1 Y,1E-06,2.611E-08,55.345,2,0,6.446,34.6
Story13,MODAL,LinModEigen,Mode,7,Diaph D1 X,1E-06,1E-06,1.146,15,27.834,0,34.6
Story13,MODAL,LinModEigen,Mode,8,Diaph D1 Y,1E-06,1E-06,1.022,2,0,6.446,34.6
Story13,MODAL,LinModEigen,Mode,9,Diaph D1 X,1E-06,1.583E-07,3.917,53,25.115,13.821,34.6
Story13,MODAL,LinModEigen,Mode,9,Diaph D1 Y,1E-06,2.221E-08,58.909,2,0,6.446,34.6
Story13,MODAL,LinModEigen,Mode,10,Diaph D1 X,3E-06,3E-06,1.128,15,27.834,0,34.6
Story13,MODAL,LinModEigen,Mode,11,Diaph D1 Y,3E-06,3E-06,1.052,2,0,6.446,34.6
Story13,MODAL,LinModEigen,Mode,12,Diaph D1 X,2E-06,1E-06,3.89,53,25.115,13.821,34.6
Story13,PP,LinStatic,None,None,Diaph D1 Y,9.1E-05,5.4E-05,1.695,2,0,6.446,34.6
Story13,TERP,LinStatic,None,None,Diaph D1 Y,2.1E-05,1.2E-05,1.738,2,0,6.446,34.6
Story13,TERT,LinStatic,None,None,Diaph D1 Y,1E-06,1E-06,1.681,2,0,6.446,34.6
Story13,SCP,LinStatic,None,None,Diaph D1 Y,3.7E-05,2.1E-05,1.738,2,0,6.446,34.6
Story13,SCT,LinStatic,None,None,Diaph D1 Y,1E-06,1E-06,1.681,2,0,6.446,34.6
Story13,SEx,LinRespSpec,Max,None,Diaph D1 X,0.000998,0.000937,1.065,15,27.834,0,34.6
Story13,SEx,LinRespSpec,Max,None,Diaph D1 Y,0.000921,0.000471,1.958,22,38.505,13.821,34.6
Story13,SEy,LinRespSpec,Max,None,Diaph D1 X,0.000174,0.000118,1.471,53,25.115,13.821,34.6
Story13,SEy,LinRespSpec,Max,None,Diaph D1 Y,0.001317,0.001153,1.143,2,0,6.446,34.6
Story13,SEx_b2,LinRespSpec,Max,None,Diaph D1 X,0.000958,0.000916,1.046,15,27.834,0,34.6
Story13,SEx_b2,LinRespSpec,Max,None,Diaph D1 Y,0.000828,0.00042,1.97,22,38.505,13.821,34.6
Story13,SEy_b2,LinRespSpec,Max,None,Diaph D1 Y,0.001038,0.000987,1.052,2,0,6.446,34.6
Story13,ED1_C1_1.4CP,Combination,None,None,Diaph D1 Y,0.000158,9.3E-05,1.702,2,0,6.446,34.6
Story13,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Diaph D1 Y,0.000196,0.000114,1.713,2,0,6.446,34.6
Story13,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Diaph D1 Y,0.000175,0.000102,1.71,2,0,6.446,34.6
Story13,ED1_DYN_XP,Combination,Max,None,Diaph D1 X,0.001424,0.001323,1.076,15,27.834,0,34.6
Story13,ED1_DYN_XP,Combination,Max,None,Diaph D1 Y,0.00126,0.000592,2.128,22,38.505,13.821,34.6
Story13,ED1_DYN_XP,Combination,Min,None,Diaph D1 X,0.001371,0.0013,1.054,15,27.834,0,34.6
Story13,ED1_DYN_XP,Combination,Min,None,Diaph D1 Y,0.001362,0.000747,1.824,2,0,6.446,34.6
Story13,ED1_DYN_XN,Combination,Max,None,Diaph D1 X,0.001424,0.001323,1.076,15,27.834,0,34.6
Story13,ED1_DYN_XN,Combination,Max,None,Diaph D1 Y,0.00126,0.000592,2.128,22,38.505,13.821,34.6
Story13,ED1_DYN_XN,Combination,Min,None,Diaph D1 X,0.001371,0.0013,1.054,15,27.834,0,34.6
Story13,ED1_DYN_XN,Combination,Min,None,Diaph D1 Y,0.001362,0.000747,1.824,2,0,6.446,34.6
Story13,ED1_DYN_YP,Combination,Max,None,Diaph D1 X,0.000218,0.000151,1.444,53,25.115,13.821,34.6
Story13,ED1_DYN_YP,Combination,Max,None,Diaph D1 Y,0.001671,0.001477,1.131,2,0,6.446,34.6
Story13,ED1_DYN_YP,Combination,Min,None,Diaph D1 X,0.000269,0.00018,1.494,53,25.115,13.821,34.6
Story13,ED1_DYN_YP,Combination,Min,None,Diaph D1 Y,0.002017,0.00175,1.152,2,0,6.446,34.6
Story13,ED1_DYN_YN,Combination,Max,None,Diaph D1 X,0.000218,0.000151,1.444,53,25.115,13.821,34.6
Story13,ED1_DYN_YN,Combination,Max,None,Diaph D1 Y,0.001671,0.001477,1.131,2,0,6.446,34.6
Story13,ED1_DYN_YN,Combination,Min,None,Diaph D1 X,0.000269,0.00018,1.494,53,25.115,13.821,34.6
Story13,ED1_DYN_YN,Combination,Min,None,Diaph D1 Y,0.002017,0.00175,1.152,2,0,6.446,34.6
Story13,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 X,0.001413,0.001319,1.072,15,27.834,0,34.6
