Story,Label,UniqueName,OutputCase,CaseType,StepType,StepNumber,DispX,DispY,DriftX,DriftY
Story19,18,196,MODAL,LinModEigen,Mode,12,-6E-06,8E-06,2E-06,3E-06
Story19,18,196,PP,LinStatic,None,None,-0.00048,-0.001039,1.4E-05,3.3E-05
Story19,18,196,TERP,LinStatic,None,None,-0.000126,-0.000218,4E-06,7E-06
Story19,18,196,TERT,LinStatic,None,None,-6E-06,-1.3E-05,2.76E-07,3.97E-07
Story19,18,196,SCP,LinStatic,None,None,-0.000225,-0.00039,7E-06,1.3E-05
Story19,18,196,SCT,LinStatic,None,None,-6E-06,-1.3E-05,2.76E-07,3.97E-07
Story19,18,196,SEx,LinRespSpec,Max,None,0.036602,0.025126,0.000863,0.000646
Story19,18,196,SEy,LinRespSpec,Max,None,0.006847,0.043932,0.000174,0.001135
Story19,18,196,SEx_b2,LinRespSpec,Max,None,0.035463,0.022666,0.000833,0.000582
Story19,18,196,SEy_b2,LinRespSpec,Max,None,0.003674,0.037083,9E-05,0.000957
Story19,18,196,TorX+,LinStatic,None,None,0,0,0,0
Story19,18,196,TorX-,LinStatic,None,None,0,0,0,0
Story19,18,196,TorY+,LinStatic,None,None,0,0,0,0
Story19,18,196,TorY-,LinStatic,None,None,0,0,0,0
Story19,18,196,ED1_C1_1.4CP,Combination,None,None,-0.000857,-0.001779,2.6E-05,5.7E-05
Story19,18,196,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,-0.001097,-0.002154,3.3E-05,6.9E-05
Story19,18,196,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,-0.00097,-0.001935,2.9E-05,6.2E-05
Story19,18,196,ED1_DYN_XP,Combination,Max,None,0.050284,0.033262,0.00118,0.000843
Story19,18,196,ED1_DYN_XP,Combination,Min,None,-0.052203,-0.03709,0.001237,0.000966
Story19,18,196,ED1_DYN_XN,Combination,Max,None,0.050284,0.033262,0.00118,0.000843
Story19,18,196,ED1_DYN_XN,Combination,Min,None,-0.052203,-0.03709,0.001237,0.000966
Story19,18,196,ED1_DYN_YP,Combination,Max,None,0.008627,0.059591,0.000214,0.001527
Story19,18,196,ED1_DYN_YP,Combination,Min,None,-0.010545,-0.063419,0.000272,0.00165
Story19,18,196,ED1_DYN_YN,Combination,Max,None,0.008627,0.059591,0.000214,0.001527
Story19,18,196,ED1_DYN_YN,Combination,Min,None,-0.010545,-0.063419,0.000272,0.00165
Story19,18,196,ED1_DYN_09_XP,Combination,Max,None,0.050692,0.034032,0.001192,0.000868
Story19,18,196,ED1_DYN_09_XP,Combination,Min,None,-0.051794,-0.036319,0.001225,0.000941
Story19,18,196,ED1_DYN_09_XN,Combination,Max,None,0.050692,0.034032,0.001192,0.000868
Story19,18,196,ED1_DYN_09_XN,Combination,Min,None,-0.051794,-0.036319,0.001225,0.000941
Story19,18,196,ED1_DYN_09_YP,Combination,Max,None,0.009035,0.060361,0.000226,0.001552
Story19,18,196,ED1_DYN_09_YP,Combination,Min,None,-0.010137,-0.062648,0.00026,0.001625
Story19,18,196,ED1_DYN_09_YN,Combination,Max,None,0.009035,0.060361,0.000226,0.001552
Story19,18,196,ED1_DYN_09_YN,Combination,Min,None,-0.010137,-0.062648,0.00026,0.001625
Story19,19,197,Dead,LinStatic,None,None,0.00048,-0.000695,1.5E-05,2.2E-05
Story19,19,197,Live,LinStatic,None,None,0,0,0,0
Story19,19,197,MODAL,LinModEigen,Mode,1,1.9E-05,1.8E-05,4.417E-07,4.492E-07
Story19,19,197,MODAL,LinModEigen,Mode,2,-2.438E-07,1.5E-05,8.13E-09,3.697E-07
Story19,19,197,MODAL,LinModEigen,Mode,3,-4E-06,2E-05,8.048E-08,1E-06
Story19,19,197,MODAL,LinModEigen,Mode,4,1.6E-05,6E-06,2E-06,1E-06
Story19,19,197,MODAL,LinModEigen,Mode,5,-3.861E-07,1.3E-05,4.049E-08,1E-06
Story19,19,197,MODAL,LinModEigen,Mode,6,3E-06,2E-05,3.878E-07,2E-06
Story19,19,197,MODAL,LinModEigen,Mode,7,1.2E-05,4E-06,3E-06,1E-06
Story19,19,197,MODAL,LinModEigen,Mode,8,-1.511E-07,1E-05,2.961E-08,2E-06
Story19,19,197,MODAL,LinModEigen,Mode,9,-3E-06,-1.5E-05,1E-06,4E-06
Story19,19,197,MODAL,LinModEigen,Mode,10,8E-06,2E-06,4E-06,1E-06
Story19,19,197,MODAL,LinModEigen,Mode,11,-9.808E-08,7E-06,3.496E-08,3E-06
Story19,19,197,MODAL,LinModEigen,Mode,12,2E-06,1.1E-05,1E-06,5E-06
Story19,19,197,PP,LinStatic,None,None,0.00048,-0.000695,1.5E-05,2.2E-05
Story19,19,197,TERP,LinStatic,None,None,0.000103,-0.000136,3E-06,5E-06
Story19,19,197,TERT,LinStatic,None,None,6E-06,-9E-06,1.979E-07,2.274E-07
Story19,19,197,SCP,LinStatic,None,None,0.000184,-0.000244,6E-06,8E-06
Story19,19,197,SCT,LinStatic,None,None,6E-06,-9E-06,1.979E-07,2.274E-07
Story19,19,197,SEx,LinRespSpec,Max,None,0.039071,0.033566,0.000929,0.000864
Story19,19,197,SEy,LinRespSpec,Max,None,0.005023,0.046092,0.000123,0.001189
Story19,19,197,SEx_b2,LinRespSpec,Max,None,0.037624,0.030181,0.000892,0.000776
Story19,19,197,SEy_b2,LinRespSpec,Max,None,0.000992,0.036666,2E-05,0.000945
Story19,19,197,TorX+,LinStatic,None,None,0,0,0,0
Story19,19,197,TorX-,LinStatic,None,None,0,0,0,0
Story19,19,197,TorY+,LinStatic,None,None,0,0,0,0
Story19,19,197,TorY-,LinStatic,None,None,0,0,0,0
Story19,19,197,ED1_C1_1.4CP,Combination,None,None,0.000823,-0.001177,2.6E-05,3.8E-05
Story19,19,197,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,0.001002,-0.001403,3.1E-05,4.6E-05
Story19,19,197,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,0.000898,-0.001267,2.8E-05,4.1E-05
Story19,19,197,ED1_DYN_XP,Combination,Max,None,0.055589,0.045739,0.001329,0.001168
Story19,19,197,ED1_DYN_XP,Combination,Min,None,-0.053811,-0.048244,0.001273,0.00125
Story19,19,197,ED1_DYN_XN,Combination,Max,None,0.055589,0.045739,0.001329,0.001168
Story19,19,197,ED1_DYN_XN,Combination,Min,None,-0.053811,-0.048244,0.001273,0.00125
Story19,19,197,ED1_DYN_YP,Combination,Max,None,0.007922,0.063277,0.000201,0.001624
Story19,19,197,ED1_DYN_YP,Combination,Min,None,-0.006143,-0.065782,0.000145,0.001706
Story19,19,197,ED1_DYN_YN,Combination,Max,None,0.007922,0.063277,0.000201,0.001624
Story19,19,197,ED1_DYN_YN,Combination,Min,None,-0.006143,-0.065782,0.000145,0.001706
Story19,19,197,ED1_DYN_09_XP,Combination,Max,None,0.055229,0.046235,0.001318,0.001185
Story19,19,197,ED1_DYN_09_XP,Combination,Min,None,-0.054171,-0.047748,0.001285,0.001234
Story19,19,197,ED1_DYN_09_XN,Combination,Max,None,0.055229,0.046235,0.001318,0.001185
Story19,19,197,ED1_DYN_09_XN,Combination,Min,None,-0.054171,-0.047748,0.001285,0.001234
Story19,19,197,ED1_DYN_09_YP,Combination,Max,None,0.007562,0.063773,0.000189,0.001641
Story19,19,197,ED1_DYN_09_YP,Combination,Min,None,-0.006503,-0.065286,0.000156,0.00169
Story19,19,197,ED1_DYN_09_YN,Combination,Max,None,0.007562,0.063773,0.000189,0.001641
Story19,19,197,ED1_DYN_09_YN,Combination,Min,None,-0.006503,-0.065286,0.000156,0.00169
Story19,20,198,Dead,LinStatic,None,None,5.9E-05,-0.000695,2E-06,2.2E-05
Story19,20,198,Live,LinStatic,None,None,0,0,0,0
Story19,20,198,MODAL,LinModEigen,Mode,1,1.3E-05,1.8E-05,2.979E-07,4.492E-07
Story19,20,198,MODAL,LinModEigen,Mode,2,1E-06,1.5E-05,1.457E-08,3.697E-07
Story19,20,198,MODAL,LinModEigen,Mode,3,-1.1E-05,2E-05,2.394E-07,1E-06
Story19,20,198,MODAL,LinModEigen,Mode,4,1.4E-05,6E-06,1E-06,1E-06
Story19,20,198,MODAL,LinModEigen,Mode,5,-2.522E-07,1.3E-05,2.469E-08,1E-06
Story19,20,198,MODAL,LinModEigen,Mode,6,-3E-06,2E-05,3.415E-07,2E-06
Story19,20,198,MODAL,LinModEigen,Mode,7,1.1E-05,4E-06,2E-06,1E-06
Story19,20,198,MODAL,LinModEigen,Mode,8,-6.58E-08,1E-05,1.145E-08,2E-06
Story19,20,198,MODAL,LinModEigen,Mode,9,2E-06,-1.5E-05,4.202E-07,4E-06
Story19,20,198,MODAL,LinModEigen,Mode,10,7E-06,2E-06,3E-06,1E-06
Story19,20,198,MODAL,LinModEigen,Mode,11,2.063E-08,7E-06,1.3E-08,3E-06
Story19,20,198,MODAL,LinModEigen,Mode,12,-1E-06,1.1E-05,4.94E-07,5E-06
Story19,20,198,PP,LinStatic,None,None,5.9E-05,-0.000695,2E-06,2.2E-05
Story19,20,198,TERP,LinStatic,None,None,3E-06,-0.000136,2.226E-07,5E-06
Story19,20,198,TERT,LinStatic,None,None,3.94E-07,-9E-06,9.64E-09,2.274E-07
Story19,20,198,SCP,LinStatic,None,None,5E-06,-0.000244,3.976E-07,8E-06
Story19,20,198,SCT,LinStatic,None,None,3.94E-07,-9E-06,9.64E-09,2.274E-07
Story19,20,198,SEx,LinRespSpec,Max,None,0.035498,0.033566,0.000832,0.000864
Story19,20,198,SEy,LinRespSpec,Max,None,0.003036,0.046092,7.2E-05,0.001189
Story19,20,198,SEx_b2,LinRespSpec,Max,None,0.035183,0.030181,0.000824,0.000776
Story19,20,198,SEy_b2,LinRespSpec,Max,None,0.002159,0.036666,5E-05,0.000945
Story19,20,198,TorX+,LinStatic,None,None,0,0,0,0
Story19,20,198,TorX-,LinStatic,None,None,0,0,0,0
Story19,20,198,TorY+,LinStatic,None,None,0,0,0,0
Story19,20,198,TorY-,LinStatic,None,None,0,0,0,0
Story19,20,198,ED1_C1_1.4CP,Combination,None,None,8.7E-05,-0.001177,3E-06,3.8E-05
Story19,20,198,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,8.3E-05,-0.001403,3E-06,4.6E-05
Story19,20,198,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,8E-05,-0.001267,3E-06,4.1E-05
Story19,20,198,ED1_DYN_XP,Combination,Max,None,0.049777,0.045739,0.001168,0.001168
Story19,20,198,ED1_DYN_XP,Combination,Min,None,-0.049617,-0.048244,0.001162,0.00125
Story19,20,198,ED1_DYN_XN,Combination,Max,None,0.049777,0.045739,0.001168,0.001168
Story19,20,198,ED1_DYN_XN,Combination,Min,None,-0.049617,-0.048244,0.001162,0.00125
Story19,20,198,ED1_DYN_YP,Combination,Max,None,0.00433,0.063277,0.000104,0.001624
Story19,20,198,ED1_DYN_YP,Combination,Min,None,-0.00417,-0.065782,9.7E-05,0.001706
Story19,20,198,ED1_DYN_YN,Combination,Max,None,0.00433,0.063277,0.000104,0.001624
Story19,20,198,ED1_DYN_YN,Combination,Min,None,-0.00417,-0.065782,9.7E-05,0.001706
Story19,20,198,ED1_DYN_09_XP,Combination,Max,None,0.049753,0.046235,0.001167,0.001185
Story19,20,198,ED1_DYN_09_XP,Combination,Min,None,-0.049641,-0.047748,0.001163,0.001234
Story19,20,198,ED1_DYN_09_XN,Combination,Max,None,0.049753,0.046235,0.001167,0.001185
Story19,20,198,ED1_DYN_09_XN,Combination,Min,None,-0.049641,-0.047748,0.001163,0.001234
Story19,20,198,ED1_DYN_09_YP,Combination,Max,None,0.004306,0.063773,0.000103,0.001641
Story19,20,198,ED1_DYN_09_YP,Combination,Min,None,-0.004194,-0.065286,9.9E-05,0.00169
Story19,20,198,ED1_DYN_09_YN,Combination,Max,None,0.004306,0.063773,0.000103,0.001641
Story19,20,198,ED1_DYN_09_YN,Combination,Min,None,-0.004194,-0.065286,9.9E-05,0.00169
Story19,21,199,Dead,LinStatic,None,None,-5.4E-05,-0.000595,1E-06,1.9E-05
Story19,21,199,Live,LinStatic,None,None,0,0,0,0
Story19,21,199,MODAL,LinModEigen,Mode,1,1.1E-05,1.9E-05,2.591E-07,4.837E-07
Story19,21,199,MODAL,LinModEigen,Mode,2,1E-06,1.4E-05,2.069E-08,3.643E-07
Story19,21,199,MODAL,LinModEigen,Mode,3,-1.2E-05,2.2E-05,2.822E-07,1E-06
Story19,21,199,MODAL,LinModEigen,Mode,4,1.3E-05,6E-06,1E-06,1E-06
Story19,21,199,MODAL,LinModEigen,Mode,5,-2.16E-07,1.3E-05,2.042E-08,1E-06
Story19,21,199,MODAL,LinModEigen,Mode,6,-5E-06,2.1E-05,1E-06,2E-06
Story19,21,199,MODAL,LinModEigen,Mode,7,1E-05,4E-06,2E-06,1E-06
Story19,21,199,MODAL,LinModEigen,Mode,8,-4.279E-08,1E-05,6.549E-09,2E-06
Story19,21,199,MODAL,LinModEigen,Mode,9,3E-06,-1.6E-05,1E-06,4E-06
Story19,21,199,MODAL,LinModEigen,Mode,10,7E-06,2E-06,3E-06,1E-06
Story19,21,199,MODAL,LinModEigen,Mode,11,5.266E-08,7E-06,2.595E-08,3E-06
Story19,21,199,MODAL,LinModEigen,Mode,12,-2E-06,1.2E-05,1E-06,5E-06
Story19,21,199,PP,LinStatic,None,None,-5.4E-05,-0.000595,1E-06,1.9E-05
Story19,21,199,TERP,LinStatic,None,None,-2.4E-05,-0.000112,1E-06,4E-06
Story19,21,199,TERT,LinStatic,None,None,-1E-06,-8E-06,6.563E-08,1.777E-07
Story19,21,199,SCP,LinStatic,None,None,-4.3E-05,-0.000201,1E-06,7E-06
Story19,21,199,SCT,LinStatic,None,None,-1E-06,-8E-06,6.563E-08,1.777E-07
Story19,21,199,SEx,LinRespSpec,Max,None,0.034922,0.036037,0.000817,0.000928
Story19,21,199,SEy,LinRespSpec,Max,None,0.002502,0.046729,5.9E-05,0.001206
Story19,21,199,SEx_b2,LinRespSpec,Max,None,0.034913,0.032381,0.000817,0.000833
Story19,21,199,SEy_b2,LinRespSpec,Max,None,0.002477,0.036548,5.8E-05,0.000941
Story19,21,199,TorX+,LinStatic,None,None,0,0,0,0
Story19,21,199,TorX-,LinStatic,None,None,0,0,0,0
Story19,21,199,TorY+,LinStatic,None,None,0,0,0,0
Story19,21,199,TorY-,LinStatic,None,None,0,0,0,0
Story19,21,199,ED1_C1_1.4CP,Combination,None,None,-0.000111,-0.001001,3E-06,3.3E-05
Story19,21,199,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,-0.000165,-0.001183,4E-06,4E-05
Story19,21,199,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,-0.00014,-0.001071,4E-06,3.5E-05
Story19,21,199,ED1_DYN_XP,Combination,Max,None,0.048752,0.049394,0.00114,0.001263
Story19,21,199,ED1_DYN_XP,Combination,Min,None,-0.049029,-0.051511,0.001147,0.001334
Story19,21,199,ED1_DYN_XN,Combination,Max,None,0.048752,0.049394,0.00114,0.001263
Story19,21,199,ED1_DYN_XN,Combination,Min,None,-0.049029,-0.051511,0.001147,0.001334
Story19,21,199,ED1_DYN_YP,Combination,Max,None,0.003365,0.064362,7.9E-05,0.001653
Story19,21,199,ED1_DYN_YP,Combination,Min,None,-0.003642,-0.066479,8.6E-05,0.001723
Story19,21,199,ED1_DYN_YN,Combination,Max,None,0.003365,0.064362,7.9E-05,0.001653
Story19,21,199,ED1_DYN_YN,Combination,Min,None,-0.003642,-0.066479,8.6E-05,0.001723
Story19,21,199,ED1_DYN_09_XP,Combination,Max,None,0.048819,0.049809,0.001142,0.001277
Story19,21,199,ED1_DYN_09_XP,Combination,Min,None,-0.048962,-0.051096,0.001145,0.00132
Story19,21,199,ED1_DYN_09_XN,Combination,Max,None,0.048819,0.049809,0.001142,0.001277
Story19,21,199,ED1_DYN_09_XN,Combination,Min,None,-0.048962,-0.051096,0.001145,0.00132
Story19,21,199,ED1_DYN_09_YP,Combination,Max,None,0.003432,0.064777,8E-05,0.001667
Story19,21,199,ED1_DYN_09_YP,Combination,Min,None,-0.003575,-0.066064,8.4E-05,0.001709
Story19,21,199,ED1_DYN_09_YN,Combination,Max,None,0.003432,0.064777,8E-05,0.001667
Story19,21,199,ED1_DYN_09_YN,Combination,Min,None,-0.003575,-0.066064,8.4E-05,0.001709
Story19,22,200,Dead,LinStatic,None,None,-0.00048,-0.000595,1.4E-05,1.9E-05
Story19,22,200,Live,LinStatic,None,None,0,0,0,0
Story19,22,200,MODAL,LinModEigen,Mode,1,6E-06,1.9E-05,1.133E-07,4.837E-07
Story19,22,200,MODAL,LinModEigen,Mode,2,2E-06,1.4E-05,4.37E-08,3.643E-07
Story19,22,200,MODAL,LinModEigen,Mode,3,-1.9E-05,2.2E-05,4.433E-07,1E-06
Story19,22,200,MODAL,LinModEigen,Mode,4,1.1E-05,6E-06,1E-06,1E-06
Story19,22,200,MODAL,LinModEigen,Mode,5,-8.024E-08,1.3E-05,0,1E-06
Story19,22,200,MODAL,LinModEigen,Mode,6,-1.2E-05,2.1E-05,1E-06,2E-06
Story19,22,200,MODAL,LinModEigen,Mode,7,9E-06,4E-06,2E-06,1E-06
Story19,22,200,MODAL,LinModEigen,Mode,8,4.369E-08,1E-05,1.186E-08,2E-06
Story19,22,200,MODAL,LinModEigen,Mode,9,8E-06,-1.6E-05,2E-06,4E-06
Story19,22,200,MODAL,LinModEigen,Mode,10,7E-06,2E-06,3E-06,1E-06
Story19,22,200,MODAL,LinModEigen,Mode,11,1.73E-07,7E-06,7.458E-08,3E-06
Story19,22,200,MODAL,LinModEigen,Mode,12,-6E-06,1.2E-05,2E-06,5E-06
Story19,22,200,PP,LinStatic,None,None,-0.00048,-0.000595,1.4E-05,1.9E-05
Story19,22,200,TERP,LinStatic,None,None,-0.000126,-0.000112,4E-06,4E-06
Story19,22,200,TERT,LinStatic,None,None,-6E-06,-8E-06,2.76E-07,1.777E-07
Story19,22,200,SCP,LinStatic,None,None,-0.000225,-0.000201,7E-06,7E-06
Story19,22,200,SCT,LinStatic,None,None,-6E-06,-8E-06,2.76E-07,1.777E-07
Story19,22,200,SEx,LinRespSpec,Max,None,0.036602,0.036037,0.000863,0.000928
Story19,22,200,SEy,LinRespSpec,Max,None,0.006847,0.046729,0.000174,0.001206
Story19,22,200,SEx_b2,LinRespSpec,Max,None,0.035463,0.032381,0.000833,0.000833
Story19,22,200,SEy_b2,LinRespSpec,Max,None,0.003674,0.036548,9E-05,0.000941
Story19,22,200,TorX+,LinStatic,None,None,0,0,0,0
Story19,22,200,TorX-,LinStatic,None,None,0,0,0,0
Story19,22,200,TorY+,LinStatic,None,None,0,0,0,0
Story19,22,200,TorY-,LinStatic,None,None,0,0,0,0
Story19,22,200,ED1_C1_1.4CP,Combination,None,None,-0.000857,-0.001001,2.6E-05,3.3E-05
Story19,22,200,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,-0.001097,-0.001183,3.3E-05,4E-05
Story19,22,200,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,-0.00097,-0.001071,2.9E-05,3.5E-05
Story19,22,200,ED1_DYN_XP,Combination,Max,None,0.050284,0.049394,0.00118,0.001263
Story19,22,200,ED1_DYN_XP,Combination,Min,None,-0.052203,-0.051511,0.001237,0.001334
Story19,22,200,ED1_DYN_XN,Combination,Max,None,0.050284,0.049394,0.00118,0.001263
Story19,22,200,ED1_DYN_XN,Combination,Min,None,-0.052203,-0.051511,0.001237,0.001334
Story19,22,200,ED1_DYN_YP,Combination,Max,None,0.008627,0.064362,0.000214,0.001653
Story19,22,200,ED1_DYN_YP,Combination,Min,None,-0.010545,-0.066479,0.000272,0.001723
Story19,22,200,ED1_DYN_YN,Combination,Max,None,0.008627,0.064362,0.000214,0.001653
Story19,22,200,ED1_DYN_YN,Combination,Min,None,-0.010545,-0.066479,0.000272,0.001723
Story19,22,200,ED1_DYN_09_XP,Combination,Max,None,0.050692,0.049809,0.001192,0.001277
Story19,22,200,ED1_DYN_09_XP,Combination,Min,None,-0.051794,-0.051096,0.001225,0.00132
Story19,22,200,ED1_DYN_09_XN,Combination,Max,None,0.050692,0.049809,0.001192,0.001277
Story19,22,200,ED1_DYN_09_XN,Combination,Min,None,-0.051794,-0.051096,0.001225,0.00132
Story19,22,200,ED1_DYN_09_YP,Combination,Max,None,0.009035,0.064777,0.000226,0.001667
Story19,22,200,ED1_DYN_09_YP,Combination,Min,None,-0.010137,-0.066064,0.00026,0.001709
Story19,22,200,ED1_DYN_09_YN,Combination,Max,None,0.009035,0.064777,0.000226,0.001667
Story19,22,200,ED1_DYN_09_YN,Combination,Min,None,-0.010137,-0.066064,0.00026,0.001709
Story19,23,203,Dead,LinStatic,None,None,0.00048,-0.00228,1.5E-05,7.1E-05
Story19,23,203,Live,LinStatic,None,None,0,0,0,0
Story19,23,203,MODAL,LinModEigen,Mode,1,1.9E-05,-4E-06,4.417E-07,9.311E-08
Story19,23,203,MODAL,LinModEigen,Mode,2,-2.438E-07,1.8E-05,8.13E-09,4.553E-07
Story19,23,203,MODAL,LinModEigen,Mode,3,-4E-06,-3E-06,8.048E-08,7.794E-08
Story19,23,203,MODAL,LinModEigen,Mode,4,1.6E-05,-1E-06,2E-06,1.232E-07
Story19,23,203,MODAL,LinModEigen,Mode,5,-3.861E-07,1.4E-05,4.049E-08,2E-06
Story19,23,203,MODAL,LinModEigen,Mode,6,3E-06,-5E-06,3.878E-07,1E-06
Story19,23,203,MODAL,LinModEigen,Mode,7,1.2E-05,-1E-06,3E-06,1.812E-07
Story19,23,203,MODAL,LinModEigen,Mode,8,-1.511E-07,1.1E-05,2.961E-08,2E-06
Story19,23,203,MODAL,LinModEigen,Mode,9,-3E-06,4E-06,1E-06,1E-06
Story19,23,203,MODAL,LinModEigen,Mode,10,8E-06,-1E-06,4E-06,2.434E-07
Story19,23,203,MODAL,LinModEigen,Mode,11,-9.808E-08,8E-06,3.496E-08,3E-06
Story19,23,203,MODAL,LinModEigen,Mode,12,2E-06,-2E-06,1E-06,1E-06
Story19,23,203,PP,LinStatic,None,None,0.00048,-0.00228,1.5E-05,7.1E-05
Story19,23,203,TERP,LinStatic,None,None,0.000103,-0.000514,3E-06,1.6E-05
Story19,23,203,TERT,LinStatic,None,None,6E-06,-2.9E-05,1.979E-07,1E-06
Story19,23,203,SCP,LinStatic,None,None,0.000184,-0.000917,6E-06,2.9E-05
Story19,23,203,SCT,LinStatic,None,None,6E-06,-2.9E-05,1.979E-07,1E-06
Story19,23,203,SEx,LinRespSpec,Max,None,0.039071,0.005387,0.000929,0.000142
Story19,23,203,SEy,LinRespSpec,Max,None,0.005023,0.041225,0.000123,0.00107
Story19,23,203,SEx_b2,LinRespSpec,Max,None,0.037624,0.004501,0.000892,0.000118
Story19,23,203,SEy_b2,LinRespSpec,Max,None,0.000992,0.038756,2E-05,0.001005
Story19,23,203,TorX+,LinStatic,None,None,0,0,0,0
Story19,23,203,TorX-,LinStatic,None,None,0,0,0,0
Story19,23,203,TorY+,LinStatic,None,None,0,0,0,0
Story19,23,203,TorY-,LinStatic,None,None,0,0,0,0
Story19,23,203,ED1_C1_1.4CP,Combination,None,None,0.000823,-0.003952,2.6E-05,0.000123
Story19,23,203,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,0.001002,-0.00487,3.1E-05,0.000152
Story19,23,203,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,0.000898,-0.004352,2.8E-05,0.000136
Story19,23,203,ED1_DYN_XP,Combination,Max,None,0.055589,0.003237,0.001329,6.4E-05
Story19,23,203,ED1_DYN_XP,Combination,Min,None,-0.053811,-0.011847,0.001273,0.000333
Story19,23,203,ED1_DYN_XN,Combination,Max,None,0.055589,0.003237,0.001329,6.4E-05
Story19,23,203,ED1_DYN_XN,Combination,Min,None,-0.053811,-0.011847,0.001273,0.000333
Story19,23,203,ED1_DYN_YP,Combination,Max,None,0.007922,0.053409,0.000201,0.001363
Story19,23,203,ED1_DYN_YP,Combination,Min,None,-0.006143,-0.06202,0.000145,0.001632
Story19,23,203,ED1_DYN_YN,Combination,Max,None,0.007922,0.053409,0.000201,0.001363
Story19,23,203,ED1_DYN_YN,Combination,Min,None,-0.006143,-0.06202,0.000145,0.001632
Story19,23,203,ED1_DYN_09_XP,Combination,Max,None,0.055229,0.005001,0.001318,0.000119
Story19,23,203,ED1_DYN_09_XP,Combination,Min,None,-0.054171,-0.010083,0.001285,0.000278
Story19,23,203,ED1_DYN_09_XN,Combination,Max,None,0.055229,0.005001,0.001318,0.000119
Story19,23,203,ED1_DYN_09_XN,Combination,Min,None,-0.054171,-0.010083,0.001285,0.000278
Story19,23,203,ED1_DYN_09_YP,Combination,Max,None,0.007562,0.055174,0.000189,0.001418
Story19,23,203,ED1_DYN_09_YP,Combination,Min,None,-0.006503,-0.060255,0.000156,0.001577
Story19,23,203,ED1_DYN_09_YN,Combination,Max,None,0.007562,0.055174,0.000189,0.001418
Story19,23,203,ED1_DYN_09_YN,Combination,Min,None,-0.006503,-0.060255,0.000156,0.001577
Story19,25,204,Dead,LinStatic,None,None,0.000292,-0.00228,9E-06,7.1E-05
Story19,25,204,Live,LinStatic,None,None,0,0,0,0
Story19,25,204,MODAL,LinModEigen,Mode,1,1.6E-05,-4E-06,3.774E-07,9.311E-08
Story19,25,204,MODAL,LinModEigen,Mode,2,1.376E-07,1.8E-05,0,4.553E-07
Story19,25,204,MODAL,LinModEigen,Mode,3,-7E-06,-3E-06,1.516E-07,7.794E-08
Story19,25,204,MODAL,LinModEigen,Mode,4,1.5E-05,-1E-06,2E-06,1.232E-07
Story19,25,204,MODAL,LinModEigen,Mode,5,-3.262E-07,1.4E-05,3.342E-08,2E-06
Story19,25,204,MODAL,LinModEigen,Mode,6,3.232E-07,-5E-06,6.155E-08,1E-06
Story19,25,204,MODAL,LinModEigen,Mode,7,1.1E-05,-1E-06,3E-06,1.812E-07
Story19,25,204,MODAL,LinModEigen,Mode,8,-1.129E-07,1.1E-05,2.148E-08,2E-06
Story19,25,204,MODAL,LinModEigen,Mode,9,-1E-06,4E-06,2.19E-07,1E-06
Story19,25,204,MODAL,LinModEigen,Mode,10,8E-06,-1E-06,3E-06,2.434E-07
Story19,25,204,MODAL,LinModEigen,Mode,11,-4.497E-08,8E-06,1.35E-08,3E-06
Story19,25,204,MODAL,LinModEigen,Mode,12,1E-06,-2E-06,3.574E-07,1E-06
Story19,25,204,PP,LinStatic,None,None,0.000292,-0.00228,9E-06,7.1E-05
Story19,25,204,TERP,LinStatic,None,None,5.8E-05,-0.000514,2E-06,1.6E-05
Story19,25,204,TERT,LinStatic,None,None,3E-06,-2.9E-05,1.051E-07,1E-06
Story19,25,204,SCP,LinStatic,None,None,0.000104,-0.000917,3E-06,2.9E-05
Story19,25,204,SCT,LinStatic,None,None,3E-06,-2.9E-05,1.051E-07,1E-06
Story19,25,204,SEx,LinRespSpec,Max,None,0.037206,0.005387,0.000878,0.000142
Story19,25,204,SEy,LinRespSpec,Max,None,0.004131,0.041225,0.0001,0.00107
Story19,25,204,SEx_b2,LinRespSpec,Max,None,0.036265,0.004501,0.000854,0.000118
Story19,25,204,SEy_b2,LinRespSpec,Max,None,0.001511,0.038756,3.3E-05,0.001005
Story19,25,204,TorX+,LinStatic,None,None,0,0,0,0
Story19,25,204,TorX-,LinStatic,None,None,0,0,0,0
Story19,25,204,TorY+,LinStatic,None,None,0,0,0,0
Story19,25,204,TorY-,LinStatic,None,None,0,0,0,0
Story19,25,204,ED1_C1_1.4CP,Combination,None,None,0.000494,-0.003952,1.6E-05,0.000123
