Story,OutputCase,CaseType,StepType,StepNumber,Location,P,VX,VY,T,MX,MY
Story15,TorY+,LinStatic,None,None,Top,0,0,0,0,0,0
Story15,TorY+,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story15,TorY-,LinStatic,None,None,Top,0,0,0,0,0,0
Story15,TorY-,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story15,ED1_C1_1.4CP,Combination,None,None,Top,3863.5908,0,0,0,27111.8078,-76565.7828
Story15,ED1_C1_1.4CP,Combination,None,None,Bottom,4203.1774,0,0,0,29617.5782,-83315.0473
Story15,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Top,4276.1162,0,0,0,29822.8383,-84715.6015
Story15,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Bottom,4567.1904,0,0,0,31970.6415,-90500.6853
Story15,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Top,3975.0144,0,0,0,27767.3001,-78756.4873
Story15,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Bottom,4266.0885,0,0,0,29915.1033,-84541.5711
Story15,ED1_DYN_XP,Combination,Max,None,Top,3899.7389,555.49,34.7533,5843.4148,27488.9288,-73035.1872
Story15,ED1_DYN_XP,Combination,Max,None,Bottom,4190.813,555.49,34.7533,5843.4148,29726.8115,-77406.0502
Story15,ED1_DYN_XP,Combination,Min,None,Top,3899.7389,-555.49,-34.7533,-5843.4148,27017.9022,-81498.2302
Story15,ED1_DYN_XP,Combination,Min,None,Bottom,4190.813,-555.49,-34.7533,-5843.4148,29075.6259,-88697.5349
Story15,ED1_DYN_XN,Combination,Max,None,Top,3899.7389,555.49,34.7533,5843.4148,27488.9288,-73035.1872
Story15,ED1_DYN_XN,Combination,Max,None,Bottom,4190.813,555.49,34.7533,5843.4148,29726.8115,-77406.0502
Story15,ED1_DYN_XN,Combination,Min,None,Top,3899.7389,-555.49,-34.7533,-5843.4148,27017.9022,-81498.2302
Story15,ED1_DYN_XN,Combination,Min,None,Bottom,4190.813,-555.49,-34.7533,-5843.4148,29075.6259,-88697.5349
Story15,ED1_DYN_YP,Combination,Max,None,Top,3899.7389,32.3118,552.8901,11856.0452,31458.44,-77048.1487
Story15,ED1_DYN_YP,Combination,Max,None,Bottom,4190.813,32.3118,552.8901,11856.0452,35014.7695,-82749.4871
Story15,ED1_DYN_YP,Combination,Min,None,Top,3899.7389,-32.3118,-552.8901,-11856.0452,23048.391,-77485.2688
Story15,ED1_DYN_YP,Combination,Min,None,Bottom,4190.813,-32.3118,-552.8901,-11856.0452,23787.668,-83354.098
Story15,ED1_DYN_YN,Combination,Max,None,Top,3899.7389,32.3118,552.8901,11856.0452,31458.44,-77048.1487
Story15,ED1_DYN_YN,Combination,Max,None,Bottom,4190.813,32.3118,552.8901,11856.0452,35014.7695,-82749.4871
Story15,ED1_DYN_YN,Combination,Min,None,Top,3899.7389,-32.3118,-552.8901,-11856.0452,23048.391,-77485.2688
Story15,ED1_DYN_YN,Combination,Min,None,Bottom,4190.813,-32.3118,-552.8901,-11856.0452,23787.668,-83354.098
Story15,ED1_DYN_09_XP,Combination,Max,None,Top,2483.737,555.49,34.7533,5843.4148,17664.5326,-44989.3389
Story15,ED1_DYN_09_XP,Combination,Max,None,Bottom,2702.0426,555.49,34.7533,5843.4148,19365.4645,-47913.9309
Story15,ED1_DYN_09_XP,Combination,Min,None,Top,2483.737,-555.49,-34.7533,-5843.4148,17193.506,-53452.3819
Story15,ED1_DYN_09_XP,Combination,Min,None,Bottom,2702.0426,-555.49,-34.7533,-5843.4148,18714.2789,-59205.4156
Story15,ED1_DYN_09_XN,Combination,Max,None,Top,2483.737,555.49,34.7533,5843.4148,17664.5326,-44989.3389
Story15,ED1_DYN_09_XN,Combination,Max,None,Bottom,2702.0426,555.49,34.7533,5843.4148,19365.4645,-47913.9309
Story15,ED1_DYN_09_XN,Combination,Min,None,Top,2483.737,-555.49,-34.7533,-5843.4148,17193.506,-53452.3819
Story15,ED1_DYN_09_XN,Combination,Min,None,Bottom,2702.0426,-555.49,-34.7533,-5843.4148,18714.2789,-59205.4156
Story15,ED1_DYN_09_YP,Combination,Max,None,Top,2483.737,32.3118,552.8901,11856.0452,21634.0438,-49002.3003
Story15,ED1_DYN_09_YP,Combination,Max,None,Bottom,2702.0426,32.3118,552.8901,11856.0452,24653.4225,-53257.3678
Story15,ED1_DYN_09_YP,Combination,Min,None,Top,2483.737,-32.3118,-552.8901,-11856.0452,13223.9948,-49439.4204
Story15,ED1_DYN_09_YP,Combination,Min,None,Bottom,2702.0426,-32.3118,-552.8901,-11856.0452,13426.3209,-53861.9787
Story15,ED1_DYN_09_YN,Combination,Max,None,Top,2483.737,32.3118,552.8901,11856.0452,21634.0438,-49002.3003
Story15,ED1_DYN_09_YN,Combination,Max,None,Bottom,2702.0426,32.3118,552.8901,11856.0452,24653.4225,-53257.3678
Story15,ED1_DYN_09_YN,Combination,Min,None,Top,2483.737,-32.3118,-552.8901,-11856.0452,13223.9948,-49439.4204
Story15,ED1_DYN_09_YN,Combination,Min,None,Bottom,2702.0426,-32.3118,-552.8901,-11856.0452,13426.3209,-53861.9787
Story14,Dead,LinStatic,None,None,Top,2820.9791,0,0,0,19893.8192,-55917.928
Story14,Dead,LinStatic,None,None,Bottom,3063.5409,0,0,0,21683.6552,-60738.8312
Story14,Live,LinStatic,None,None,Top,0,0,0,0,0,0
Story14,Live,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story14,MODAL,LinModEigen,Mode,1,Top,0,-0.1264,-0.0065,-0.6114,0.053,-1.0264
Story14,MODAL,LinModEigen,Mode,1,Bottom,0,-0.1264,-0.0065,-0.6114,0.0699,-1.3551
Story14,MODAL,LinModEigen,Mode,2,Top,0,-0.0072,-0.1753,-3.2144,1.436,-0.0583
Story14,MODAL,LinModEigen,Mode,2,Bottom,0,-0.0072,-0.1753,-3.2144,1.8918,-0.0769
Story14,MODAL,LinModEigen,Mode,3,Top,0,0.1375,-0.0209,-3.1627,0.1706,1.1139
Story14,MODAL,LinModEigen,Mode,3,Bottom,0,0.1375,-0.0209,-3.1627,0.2251,1.4714
Story14,MODAL,LinModEigen,Mode,4,Top,0,-1.3371,-0.0271,4.6987,0.4076,-18.4827
Story14,MODAL,LinModEigen,Mode,4,Bottom,0,-1.3371,-0.0271,4.6987,0.478,-21.9593
Story14,MODAL,LinModEigen,Mode,5,Top,0,0.0324,-1.6104,-31.7903,23.1963,0.4199
Story14,MODAL,LinModEigen,Mode,5,Bottom,0,0.0324,-1.6104,-31.7903,27.3833,0.5043
Story14,MODAL,LinModEigen,Mode,6,Top,0,0.5404,-0.0354,-24.883,0.4722,7.449
Story14,MODAL,LinModEigen,Mode,6,Bottom,0,0.5404,-0.0354,-24.883,0.5641,8.8541
Story14,MODAL,LinModEigen,Mode,7,Top,0,0.8818,0.0202,-2.5208,0.4348,-57.9068
Story14,MODAL,LinModEigen,Mode,7,Bottom,0,0.8818,0.0202,-2.5208,0.3821,-55.6143
Story14,MODAL,LinModEigen,Mode,8,Top,0,0.0057,1.3418,26.3644,76.1534,0.4658
Story14,MODAL,LinModEigen,Mode,8,Bottom,0,0.0057,1.3418,26.3644,72.6648,0.4806
Story14,MODAL,LinModEigen,Mode,9,Top,0,0.2808,-0.0336,-21.7231,-1.3837,-20.1303
Story14,MODAL,LinModEigen,Mode,9,Bottom,0,0.2808,-0.0336,-21.7231,-1.2963,-19.4003
Story14,MODAL,LinModEigen,Mode,10,Top,0,14.0359,0.0391,-61.2348,-0.097,-63.3151
Story14,MODAL,LinModEigen,Mode,10,Bottom,0,14.0359,0.0391,-61.2348,-0.1987,-26.8219
Story14,MODAL,LinModEigen,Mode,11,Top,0,0.0991,18.9281,367.3686,82.1669,-0.2433
Story14,MODAL,LinModEigen,Mode,11,Bottom,0,0.0991,18.9281,367.3686,32.954,0.0144
Story14,MODAL,LinModEigen,Mode,12,Top,0,-4.4981,0.7186,300.7001,2.8698,21.0964
Story14,MODAL,LinModEigen,Mode,12,Bottom,0,-4.4981,0.7186,300.7001,1.0014,9.4014
Story14,PP,LinStatic,None,None,Top,2820.9791,0,0,0,19893.8192,-55917.928
Story14,PP,LinStatic,None,None,Bottom,3063.5409,0,0,0,21683.6552,-60738.8312
Story14,TERP,LinStatic,None,None,Top,395.1962,0,0,0,2697.8939,-7821.3374
Story14,TERP,LinStatic,None,None,Bottom,395.1962,0,0,0,2697.8939,-7821.3374
Story14,TERT,LinStatic,None,None,Top,47.0472,0,0,0,321.1779,-931.1116
Story14,TERT,LinStatic,None,None,Bottom,47.0472,0,0,0,321.1779,-931.1116
Story14,SCP,LinStatic,None,None,Top,705.7075,0,0,0,4817.6678,-13966.6739
Story14,SCP,LinStatic,None,None,Bottom,705.7075,0,0,0,4817.6678,-13966.6739
Story14,SCT,LinStatic,None,None,Top,47.0472,0,0,0,321.1779,-931.1116
Story14,SCT,LinStatic,None,None,Bottom,47.0472,0,0,0,321.1779,-931.1116
Story14,SEx,LinRespSpec,Max,None,Top,0,427.4597,27.9337,4642.7736,232.5663,4032.6731
Story14,SEx,LinRespSpec,Max,None,Bottom,0,427.4597,27.9337,4642.7736,304.8651,5108.2841
Story14,SEy,LinRespSpec,Max,None,Top,0,25.987,425.9642,9122.8679,4009.6791,215.9324
Story14,SEy,LinRespSpec,Max,None,Bottom,0,25.987,425.9642,9122.8679,5082.4724,283.1815
Story14,SEx_b2,LinRespSpec,Max,None,Top,0,427.4597,27.9337,4347.3776,232.5663,4032.6731
Story14,SEx_b2,LinRespSpec,Max,None,Bottom,0,427.4597,27.9337,4347.3776,304.8651,5108.2841
Story14,SEy_b2,LinRespSpec,Max,None,Top,0,25.987,425.9642,8302.7805,4009.6791,215.9324
Story14,SEy_b2,LinRespSpec,Max,None,Bottom,0,25.987,425.9642,8302.7805,5082.4724,283.1815
Story14,TorX+,LinStatic,None,None,Top,0,0,0,0,0,0
Story14,TorX+,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story14,TorX-,LinStatic,None,None,Top,0,0,0,0,0,0
Story14,TorX-,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story14,TorY+,LinStatic,None,None,Top,0,0,0,0,0,0
Story14,TorY+,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story14,TorY-,LinStatic,None,None,Top,0,0,0,0,0,0
Story14,TorY-,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story14,ED1_C1_1.4CP,Combination,None,None,Top,4568.5115,0,0,0,32078.0474,-90538.5277
Story14,ED1_C1_1.4CP,Combination,None,None,Bottom,4908.098,0,0,0,34583.8178,-97287.7922
Story14,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Top,5068.5226,0,0,0,35364.3266,-100416.6864
Story14,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Bottom,5359.5967,0,0,0,37512.1298,-106201.7702
Story14,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Top,4696.85,0,0,0,32827.0215,-93060.9048
Story14,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Bottom,4987.9241,0,0,0,34974.8247,-98845.9886
Story14,ED1_DYN_XP,Combination,Max,None,Top,4621.5745,598.4436,39.1072,6499.8831,32638.7298,-85925.3839
Story14,ED1_DYN_XP,Combination,Max,None,Bottom,4912.6486,598.4436,39.1072,6499.8831,34887.7512,-90204.6124
Story14,ED1_DYN_XP,Combination,Min,None,Top,4621.5745,-598.4436,-39.1072,-6499.8831,31987.5442,-97216.8686
Story14,ED1_DYN_XP,Combination,Min,None,Bottom,4912.6486,-598.4436,-39.1072,-6499.8831,34034.1291,-104507.8078
Story14,ED1_DYN_XN,Combination,Max,None,Top,4621.5745,598.4436,39.1072,6499.8831,32638.7298,-85925.3839
Story14,ED1_DYN_XN,Combination,Max,None,Bottom,4912.6486,598.4436,39.1072,6499.8831,34887.7512,-90204.6124
Story14,ED1_DYN_XN,Combination,Min,None,Top,4621.5745,-598.4436,-39.1072,-6499.8831,31987.5442,-97216.8686
Story14,ED1_DYN_XN,Combination,Min,None,Bottom,4912.6486,-598.4436,-39.1072,-6499.8831,34034.1291,-104507.8078
Story14,ED1_DYN_YP,Combination,Max,None,Top,4621.5745,36.3818,596.3498,12772.0151,37926.6877,-91268.8208
Story14,ED1_DYN_YP,Combination,Max,None,Bottom,4912.6486,36.3818,596.3498,12772.0151,41576.4016,-96959.7561
Story14,ED1_DYN_YP,Combination,Min,None,Top,4621.5745,-36.3818,-596.3498,-12772.0151,26699.5862,-91873.4317
Story14,ED1_DYN_YP,Combination,Min,None,Bottom,4912.6486,-36.3818,-596.3498,-12772.0151,27345.4787,-97752.6641
Story14,ED1_DYN_YN,Combination,Max,None,Top,4621.5745,36.3818,596.3498,12772.0151,37926.6877,-91268.8208
Story14,ED1_DYN_YN,Combination,Max,None,Bottom,4912.6486,36.3818,596.3498,12772.0151,41576.4016,-96959.7561
Story14,ED1_DYN_YN,Combination,Min,None,Top,4621.5745,-36.3818,-596.3498,-12772.0151,26699.5862,-91873.4317
Story14,ED1_DYN_YN,Combination,Min,None,Bottom,4912.6486,-36.3818,-596.3498,-12772.0151,27345.4787,-97752.6641
Story14,ED1_DYN_09_XP,Combination,Max,None,Top,2936.9002,598.4436,39.1072,6499.8831,20947.1947,-52557.5969
Story14,ED1_DYN_09_XP,Combination,Max,None,Bottom,3155.2058,598.4436,39.1072,6499.8831,22659.2654,-55390.5545
Story14,ED1_DYN_09_XP,Combination,Min,None,Top,2936.9002,-598.4436,-39.1072,-6499.8831,20296.0091,-63849.0816
Story14,ED1_DYN_09_XP,Combination,Min,None,Bottom,3155.2058,-598.4436,-39.1072,-6499.8831,21805.6432,-69693.7498
Story14,ED1_DYN_09_XN,Combination,Max,None,Top,2936.9002,598.4436,39.1072,6499.8831,20947.1947,-52557.5969
Story14,ED1_DYN_09_XN,Combination,Max,None,Bottom,3155.2058,598.4436,39.1072,6499.8831,22659.2654,-55390.5545
Story14,ED1_DYN_09_XN,Combination,Min,None,Top,2936.9002,-598.4436,-39.1072,-6499.8831,20296.0091,-63849.0816
Story14,ED1_DYN_09_XN,Combination,Min,None,Bottom,3155.2058,-598.4436,-39.1072,-6499.8831,21805.6432,-69693.7498
Story14,ED1_DYN_09_YP,Combination,Max,None,Top,2936.9002,36.3818,596.3498,12772.0151,26235.1527,-57901.0338
Story14,ED1_DYN_09_YP,Combination,Max,None,Bottom,3155.2058,36.3818,596.3498,12772.0151,29347.9157,-62145.6981
Story14,ED1_DYN_09_YP,Combination,Min,None,Top,2936.9002,-36.3818,-596.3498,-12772.0151,15008.0512,-58505.6447
Story14,ED1_DYN_09_YP,Combination,Min,None,Bottom,3155.2058,-36.3818,-596.3498,-12772.0151,15116.9929,-62938.6062
Story14,ED1_DYN_09_YN,Combination,Max,None,Top,2936.9002,36.3818,596.3498,12772.0151,26235.1527,-57901.0338
Story14,ED1_DYN_09_YN,Combination,Max,None,Bottom,3155.2058,36.3818,596.3498,12772.0151,29347.9157,-62145.6981
Story14,ED1_DYN_09_YN,Combination,Min,None,Top,2936.9002,-36.3818,-596.3498,-12772.0151,15008.0512,-58505.6447
Story14,ED1_DYN_09_YN,Combination,Min,None,Bottom,3155.2058,-36.3818,-596.3498,-12772.0151,15116.9929,-62938.6062
Story13,Dead,LinStatic,None,None,Top,3258.6278,0,0,0,22991.4842,-64594.9039
Story13,Dead,LinStatic,None,None,Bottom,3501.1896,0,0,0,24781.3202,-69415.8071
Story13,Live,LinStatic,None,None,Top,0,0,0,0,0,0
Story13,Live,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story13,MODAL,LinModEigen,Mode,1,Top,0,-0.14,-0.0072,-0.6725,0.0699,-1.3551
Story13,MODAL,LinModEigen,Mode,1,Bottom,0,-0.14,-0.0072,-0.6725,0.0887,-1.7192
Story13,MODAL,LinModEigen,Mode,2,Top,0,-0.0079,-0.1936,-3.5498,1.8918,-0.0769
Story13,MODAL,LinModEigen,Mode,2,Bottom,0,-0.0079,-0.1936,-3.5498,2.3951,-0.0976
Story13,MODAL,LinModEigen,Mode,3,Top,0,0.1524,-0.0232,-3.4973,0.2251,1.4714
Story13,MODAL,LinModEigen,Mode,3,Bottom,0,0.1524,-0.0232,-3.4973,0.2853,1.8677
Story13,MODAL,LinModEigen,Mode,4,Top,0,-1.0698,-0.0201,3.9347,0.478,-21.9593
Story13,MODAL,LinModEigen,Mode,4,Bottom,0,-1.0698,-0.0201,3.9347,0.5302,-24.7408
Story13,MODAL,LinModEigen,Mode,5,Top,0,0.0272,-1.243,-24.5714,27.3833,0.5043
Story13,MODAL,LinModEigen,Mode,5,Bottom,0,0.0272,-1.243,-24.5714,30.6152,0.575
Story13,MODAL,LinModEigen,Mode,6,Top,0,0.4313,-0.029,-19.289,0.5641,8.8541
Story13,MODAL,LinModEigen,Mode,6,Bottom,0,0.4313,-0.029,-19.289,0.6396,9.9756
Story13,MODAL,LinModEigen,Mode,7,Top,0,3.319,0.0415,-12.5856,0.3821,-55.6143
Story13,MODAL,LinModEigen,Mode,7,Bottom,0,3.319,0.0415,-12.5856,0.2743,-46.9849
Story13,MODAL,LinModEigen,Mode,8,Top,0,-0.0123,4.6139,90.6662,72.6648,0.4806
Story13,MODAL,LinModEigen,Mode,8,Bottom,0,-0.0123,4.6139,90.6662,60.6687,0.4486
Story13,MODAL,LinModEigen,Mode,9,Top,0,1.1374,-0.0924,-71.6874,-1.2963,-19.4003
Story13,MODAL,LinModEigen,Mode,9,Bottom,0,1.1374,-0.0924,-71.6874,-1.0559,-16.4431
Story13,MODAL,LinModEigen,Mode,10,Top,0,15.8774,0.03,-70.4681,-0.1987,-26.8219
Story13,MODAL,LinModEigen,Mode,10,Bottom,0,15.8774,0.03,-70.4681,-0.2768,14.4594
Story13,MODAL,LinModEigen,Mode,11,Top,0,0.0991,21.3861,414.9018,32.954,0.0144
Story13,MODAL,LinModEigen,Mode,11,Bottom,0,0.0991,21.3861,414.9018,-22.6498,0.272
Story13,MODAL,LinModEigen,Mode,12,Top,0,-5.2185,0.7812,338.0813,1.0014,9.4014
Story13,MODAL,LinModEigen,Mode,12,Bottom,0,-5.2185,0.7812,338.0813,-1.0297,-4.1666
Story13,PP,LinStatic,None,None,Top,3258.6278,0,0,0,22991.4842,-64594.9039
Story13,PP,LinStatic,None,None,Bottom,3501.1896,0,0,0,24781.3202,-69415.8071
Story13,TERP,LinStatic,None,None,Top,461.0622,0,0,0,3147.5429,-9124.8936
Story13,TERP,LinStatic,None,None,Bottom,461.0622,0,0,0,3147.5429,-9124.8936
Story13,TERT,LinStatic,None,None,Top,47.0472,0,0,0,321.1779,-931.1116
Story13,TERT,LinStatic,None,None,Bottom,47.0472,0,0,0,321.1779,-931.1116
Story13,SCP,LinStatic,None,None,Top,823.3254,0,0,0,5620.6124,-16294.4529
Story13,SCP,LinStatic,None,None,Bottom,823.3254,0,0,0,5620.6124,-16294.4529
Story13,SCT,LinStatic,None,None,Top,47.0472,0,0,0,321.1779,-931.1116
Story13,SCT,LinStatic,None,None,Bottom,47.0472,0,0,0,321.1779,-931.1116
Story13,SEx,LinRespSpec,Max,None,Top,0,453.9981,30.7345,5062.5615,304.8651,5108.284
Story13,SEx,LinRespSpec,Max,None,Bottom,0,453.9981,30.7345,5062.5615,384.2749,6233.0218
Story13,SEy,LinRespSpec,Max,None,Top,0,28.6093,453.078,9692.9709,5082.4724,283.1815
Story13,SEy,LinRespSpec,Max,None,Bottom,0,28.6093,453.078,9692.9709,6206.2329,357.0758
Story13,SEx_b2,LinRespSpec,Max,None,Top,0,453.9981,30.7345,4748.8261,304.8651,5108.284
Story13,SEx_b2,LinRespSpec,Max,None,Bottom,0,453.9981,30.7345,4748.8261,384.2749,6233.0218
Story13,SEy_b2,LinRespSpec,Max,None,Top,0,28.6093,453.078,8820.6824,5082.4724,283.1815
Story13,SEy_b2,LinRespSpec,Max,None,Bottom,0,28.6093,453.078,8820.6824,6206.2329,357.0758
Story13,TorX+,LinStatic,None,None,Top,0,0,0,0,0,0
Story13,TorX+,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story13,TorX-,LinStatic,None,None,Top,0,0,0,0,0,0
Story13,TorX-,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story13,TorY+,LinStatic,None,None,Top,0,0,0,0,0,0
Story13,TorY+,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story13,TorY-,LinStatic,None,None,Top,0,0,0,0,0,0
Story13,TorY-,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story13,ED1_C1_1.4CP,Combination,None,None,Top,5273.4321,0,0,0,37044.2871,-104511.2727
Story13,ED1_C1_1.4CP,Combination,None,None,Bottom,5613.0186,0,0,0,39550.0574,-111260.5372
Story13,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Top,5860.9289,0,0,0,40905.8148,-116117.7713
Story13,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Bottom,6152.0031,0,0,0,43053.618,-121902.8551
Story13,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Top,5418.6856,0,0,0,37886.743,-107365.3223
Story13,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Bottom,5709.7597,0,0,0,40034.5462,-113150.4062
Story13,ED1_DYN_XP,Combination,Max,None,Top,5343.4101,635.5973,43.0283,7087.5861,37799.6695,-98723.9461
Story13,ED1_DYN_XP,Combination,Max,None,Bottom,5634.4842,635.5973,43.0283,7087.5861,40058.6465,-102934.3971
Story13,ED1_DYN_XP,Combination,Min,None,Top,5343.4101,-635.5973,-43.0283,-7087.5861,36946.0474,-113027.1414
Story13,ED1_DYN_XP,Combination,Min,None,Bottom,5634.4842,-635.5973,-43.0283,-7087.5861,38982.6767,-120386.8581
Story13,ED1_DYN_XN,Combination,Max,None,Top,5343.4101,635.5973,43.0283,7087.5861,37799.6695,-98723.9461
Story13,ED1_DYN_XN,Combination,Max,None,Bottom,5634.4842,635.5973,43.0283,7087.5861,40058.6465,-102934.3971
Story13,ED1_DYN_XN,Combination,Min,None,Top,5343.4101,-635.5973,-43.0283,-7087.5861,36946.0474,-113027.1414
Story13,ED1_DYN_XN,Combination,Min,None,Bottom,5634.4842,-635.5973,-43.0283,-7087.5861,38982.6767,-120386.8581
Story13,ED1_DYN_YP,Combination,Max,None,Top,5343.4101,40.053,634.3093,13570.1593,44488.3199,-105479.0897
Story13,ED1_DYN_YP,Combination,Max,None,Bottom,5634.4842,40.053,634.3093,13570.1593,48209.3877,-111160.7215
Story13,ED1_DYN_YP,Combination,Min,None,Top,5343.4101,-40.053,-634.3093,-13570.1593,30257.397,-106271.9978
Story13,ED1_DYN_YP,Combination,Min,None,Bottom,5634.4842,-40.053,-634.3093,-13570.1593,30831.9356,-112160.5337
Story13,ED1_DYN_YN,Combination,Max,None,Top,5343.4101,40.053,634.3093,13570.1593,44488.3199,-105479.0897
Story13,ED1_DYN_YN,Combination,Max,None,Bottom,5634.4842,40.053,634.3093,13570.1593,48209.3877,-111160.7215
Story13,ED1_DYN_YN,Combination,Min,None,Top,5343.4101,-40.053,-634.3093,-13570.1593,30257.397,-106271.9978
Story13,ED1_DYN_YN,Combination,Min,None,Bottom,5634.4842,-40.053,-634.3093,-13570.1593,30831.9356,-112160.5337
Story13,ED1_DYN_09_XP,Combination,Max,None,Top,3390.0635,635.5973,43.0283,7087.5861,24240.9956,-60034.2205
Story13,ED1_DYN_09_XP,Combination,Max,None,Bottom,3608.3691,635.5973,43.0283,7087.5861,25963.0218,-62798.4006
Story13,ED1_DYN_09_XP,Combination,Min,None,Top,3390.0635,-635.5973,-43.0283,-7087.5861,23387.3735,-74337.4158
Story13,ED1_DYN_09_XP,Combination,Min,None,Bottom,3608.3691,-635.5973,-43.0283,-7087.5861,24887.0521,-80250.8615
Story13,ED1_DYN_09_XN,Combination,Max,None,Top,3390.0635,635.5973,43.0283,7087.5861,24240.9956,-60034.2205
Story13,ED1_DYN_09_XN,Combination,Max,None,Bottom,3608.3691,635.5973,43.0283,7087.5861,25963.0218,-62798.4006
Story13,ED1_DYN_09_XN,Combination,Min,None,Top,3390.0635,-635.5973,-43.0283,-7087.5861,23387.3735,-74337.4158
Story13,ED1_DYN_09_XN,Combination,Min,None,Bottom,3608.3691,-635.5973,-43.0283,-7087.5861,24887.0521,-80250.8615
Story13,ED1_DYN_09_YP,Combination,Max,None,Top,3390.0635,40.053,634.3093,13570.1593,30929.646,-66789.3641
Story13,ED1_DYN_09_YP,Combination,Max,None,Bottom,3608.3691,40.053,634.3093,13570.1593,34113.763,-71024.7249
Story13,ED1_DYN_09_YP,Combination,Min,None,Top,3390.0635,-40.053,-634.3093,-13570.1593,16698.7231,-67582.2722
Story13,ED1_DYN_09_YP,Combination,Min,None,Bottom,3608.3691,-40.053,-634.3093,-13570.1593,16736.3109,-72024.5371
Story13,ED1_DYN_09_YN,Combination,Max,None,Top,3390.0635,40.053,634.3093,13570.1593,30929.646,-66789.3641
Story13,ED1_DYN_09_YN,Combination,Max,None,Bottom,3608.3691,40.053,634.3093,13570.1593,34113.763,-71024.7249
Story13,ED1_DYN_09_YN,Combination,Min,None,Top,3390.0635,-40.053,-634.3093,-13570.1593,16698.7231,-67582.2722
Story13,ED1_DYN_09_YN,Combination,Min,None,Bottom,3608.3691,-40.053,-634.3093,-13570.1593,16736.3109,-72024.5371
Story12,Dead,LinStatic,None,None,Top,3696.2765,0,0,0,26089.1493,-73271.8797
Story12,Dead,LinStatic,None,None,Bottom,3938.8383,0,0,0,27878.9853,-78092.7829
Story12,Live,LinStatic,None,None,Top,0,0,0,0,0,0
Story12,Live,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story12,MODAL,LinModEigen,Mode,1,Top,0,-0.1523,-0.0078,-0.7262,0.0887,-1.7192
Story12,MODAL,LinModEigen,Mode,1,Bottom,0,-0.1523,-0.0078,-0.7262,0.109,-2.115
Story12,MODAL,LinModEigen,Mode,2,Top,0,-0.0086,-0.2098,-3.848,2.3951,-0.0976
Story12,MODAL,LinModEigen,Mode,2,Bottom,0,-0.0086,-0.2098,-3.848,2.9407,-0.12
Story12,MODAL,LinModEigen,Mode,3,Top,0,0.1658,-0.0251,-3.7956,0.2853,1.8677
Story12,MODAL,LinModEigen,Mode,3,Bottom,0,0.1658,-0.0251,-3.7956,0.3506,2.2988
Story12,MODAL,LinModEigen,Mode,4,Top,0,-0.7185,-0.0113,2.8949,0.5302,-24.7408
Story12,MODAL,LinModEigen,Mode,4,Bottom,0,-0.7185,-0.0113,2.8949,0.5595,-26.6088
Story12,MODAL,LinModEigen,Mode,5,Top,0,0.0199,-0.769,-15.2515,30.6152,0.575
Story12,MODAL,LinModEigen,Mode,5,Bottom,0,0.0199,-0.769,-15.2515,32.6146,0.6268
Story12,MODAL,LinModEigen,Mode,6,Top,0,0.2876,-0.0207,-12.0642,0.6396,9.9756
Story12,MODAL,LinModEigen,Mode,6,Bottom,0,0.2876,-0.0207,-12.0642,0.6934,10.7233
Story12,MODAL,LinModEigen,Mode,7,Top,0,5.3525,0.0576,-21.1023,0.2743,-46.9849
Story12,MODAL,LinModEigen,Mode,7,Bottom,0,5.3525,0.0576,-21.1023,0.1244,-33.0683
Story12,MODAL,LinModEigen,Mode,8,Top,0,-0.0292,7.3379,144.1873,60.6687,0.4486
Story12,MODAL,LinModEigen,Mode,8,Bottom,0,-0.0292,7.3379,144.1873,41.5901,0.3727
Story12,MODAL,LinModEigen,Mode,9,Top,0,1.8604,-0.1387,-113.0269,-1.0559,-16.4431
Story12,MODAL,LinModEigen,Mode,9,Bottom,0,1.8604,-0.1387,-113.0269,-0.6954,-11.6059
