Story,OutputCase,CaseType,StepType,StepNumber,Location,P,VX,VY,T,MX,MY
Story18,ED1_DYN_YN,Combination,Max,None,Bottom,2025.3062,17.3552,347.1057,7469.6356,16027.2584,-40051.4256
Story18,ED1_DYN_YN,Combination,Min,None,Top,1734.2321,-17.3552,-347.1057,-7469.6356,11168.4978,-34395.4782
Story18,ED1_DYN_YN,Combination,Min,None,Bottom,2025.3062,-17.3552,-347.1057,-7469.6356,12416.8503,-40225.6545
Story18,ED1_DYN_09_XP,Combination,Max,None,Top,1124.2472,349.5242,18.7137,3298.2744,7896.6274,-21360.8389
Story18,ED1_DYN_09_XP,Combination,Max,None,Bottom,1342.5528,349.5242,18.7137,3298.2744,9556.1043,-24794.0078
Story18,ED1_DYN_09_XP,Combination,Min,None,Top,1124.2472,-349.5242,-18.7137,-3298.2744,7805.9154,-23186.0084
Story18,ED1_DYN_09_XP,Combination,Min,None,Bottom,1342.5528,-349.5242,-18.7137,-3298.2744,9368.1433,-28430.4652
Story18,ED1_DYN_09_XN,Combination,Max,None,Top,1124.2472,349.5242,18.7137,3298.2744,7896.6274,-21360.8389
Story18,ED1_DYN_09_XN,Combination,Max,None,Bottom,1342.5528,349.5242,18.7137,3298.2744,9556.1043,-24794.0078
Story18,ED1_DYN_09_XN,Combination,Min,None,Top,1124.2472,-349.5242,-18.7137,-3298.2744,7805.9154,-23186.0084
Story18,ED1_DYN_09_XN,Combination,Min,None,Bottom,1342.5528,-349.5242,-18.7137,-3298.2744,9368.1433,-28430.4652
Story18,ED1_DYN_09_YP,Combination,Max,None,Top,1124.2472,17.3552,347.1057,7469.6356,8757.0248,-22231.4016
Story18,ED1_DYN_09_YP,Combination,Max,None,Bottom,1342.5528,17.3552,347.1057,7469.6356,11267.3279,-26525.1221
Story18,ED1_DYN_09_YP,Combination,Min,None,Top,1124.2472,-17.3552,-347.1057,-7469.6356,6945.5181,-22315.4457
Story18,ED1_DYN_09_YP,Combination,Min,None,Bottom,1342.5528,-17.3552,-347.1057,-7469.6356,7656.9198,-26699.351
Story18,ED1_DYN_09_YN,Combination,Max,None,Top,1124.2472,17.3552,347.1057,7469.6356,8757.0248,-22231.4016
Story18,ED1_DYN_09_YN,Combination,Max,None,Bottom,1342.5528,17.3552,347.1057,7469.6356,11267.3279,-26525.1221
Story18,ED1_DYN_09_YN,Combination,Min,None,Top,1124.2472,-17.3552,-347.1057,-7469.6356,6945.5181,-22315.4457
Story18,ED1_DYN_09_YN,Combination,Min,None,Bottom,1342.5528,-17.3552,-347.1057,-7469.6356,7656.9198,-26699.351
Story17,Dead,LinStatic,None,None,Top,1508.033,0,0,0,10600.8241,-29887.0003
Story17,Dead,LinStatic,None,None,Bottom,1750.5948,0,0,0,12390.6601,-34707.9035
Story17,Live,LinStatic,None,None,Top,0,0,0,0,0,0
Story17,Live,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story17,MODAL,LinModEigen,Mode,1,Top,0,-0.0771,-0.004,-0.381,0.0149,-0.2895
Story17,MODAL,LinModEigen,Mode,1,Bottom,0,-0.0771,-0.004,-0.381,0.0253,-0.4901
Story17,MODAL,LinModEigen,Mode,2,Top,0,-0.0044,-0.1081,-1.9813,0.4075,-0.0164
Story17,MODAL,LinModEigen,Mode,2,Bottom,0,-0.0044,-0.1081,-1.9813,0.6884,-0.0278
Story17,MODAL,LinModEigen,Mode,3,Top,0,0.0837,-0.0128,-1.9401,0.0482,0.3131
Story17,MODAL,LinModEigen,Mode,3,Bottom,0,0.0837,-0.0128,-1.9401,0.0816,0.5309
Story17,MODAL,LinModEigen,Mode,4,Top,0,-1.4705,-0.0326,4.8532,0.1527,-6.7238
Story17,MODAL,LinModEigen,Mode,4,Bottom,0,-1.4705,-0.0326,4.8532,0.2375,-10.547
Story17,MODAL,LinModEigen,Mode,5,Top,0,0.0333,-1.8506,-36.4736,8.5611,0.1486
Story17,MODAL,LinModEigen,Mode,5,Bottom,0,0.0333,-1.8506,-36.4736,13.3727,0.2351
Story17,MODAL,LinModEigen,Mode,6,Top,0,0.5938,-0.0376,-28.4512,0.1687,2.6962
Story17,MODAL,LinModEigen,Mode,6,Bottom,0,0.5938,-0.0376,-28.4512,0.2665,4.2402
Story17,MODAL,LinModEigen,Mode,7,Top,0,-4.9975,-0.0381,21.197,0.2682,-31.3076
Story17,MODAL,LinModEigen,Mode,7,Bottom,0,-4.9975,-0.0381,21.197,0.3674,-44.301
Story17,MODAL,LinModEigen,Mode,8,Top,0,0.0399,-6.5871,-129.4853,41.5196,0.2166
Story17,MODAL,LinModEigen,Mode,8,Bottom,0,0.0399,-6.5871,-129.4853,58.6461,0.3204
Story17,MODAL,LinModEigen,Mode,9,Top,0,-1.7453,0.1201,100.3979,-0.7825,-10.7398
Story17,MODAL,LinModEigen,Mode,9,Bottom,0,-1.7453,0.1201,100.3979,-1.0948,-15.2777
Story17,MODAL,LinModEigen,Mode,10,Top,0,-5.9466,0.0092,28.4305,0.0914,-73.427
Story17,MODAL,LinModEigen,Mode,10,Bottom,0,-5.9466,0.0092,28.4305,0.0674,-88.8882
Story17,MODAL,LinModEigen,Mode,11,Top,0,-0.0213,-7.7619,-150.5217,97.0771,-0.4516
Story17,MODAL,LinModEigen,Mode,11,Bottom,0,-0.0213,-7.7619,-150.5217,117.2582,-0.5068
Story17,MODAL,LinModEigen,Mode,12,Top,0,2.0301,-0.266,-121.3818,3.6578,23.3647
Story17,MODAL,LinModEigen,Mode,12,Bottom,0,2.0301,-0.266,-121.3818,4.3493,28.6428
Story17,PP,LinStatic,None,None,Top,1508.033,0,0,0,10600.8241,-29887.0003
Story17,PP,LinStatic,None,None,Bottom,1750.5948,0,0,0,12390.6601,-34707.9035
Story17,TERP,LinStatic,None,None,Top,197.5981,0,0,0,1348.947,-3910.6687
Story17,TERP,LinStatic,None,None,Bottom,197.5981,0,0,0,1348.947,-3910.6687
Story17,TERT,LinStatic,None,None,Top,47.0472,0,0,0,321.1779,-931.1116
Story17,TERT,LinStatic,None,None,Bottom,47.0472,0,0,0,321.1779,-931.1116
Story17,SCP,LinStatic,None,None,Top,352.8538,0,0,0,2408.8339,-6983.337
Story17,SCP,LinStatic,None,None,Bottom,352.8538,0,0,0,2408.8339,-6983.337
Story17,SCT,LinStatic,None,None,Top,47.0472,0,0,0,321.1779,-931.1116
Story17,SCT,LinStatic,None,None,Bottom,47.0472,0,0,0,321.1779,-931.1116
Story17,SEx,LinRespSpec,Max,None,Top,0,310.8203,17.5675,3042.6914,67.1289,1298.7348
Story17,SEx,LinRespSpec,Max,None,Bottom,0,310.8203,17.5675,3042.6914,112.7512,2101.1496
Story17,SEy,LinRespSpec,Max,None,Top,0,16.3084,308.8601,6639.5567,1289.4314,62.2246
Story17,SEy,LinRespSpec,Max,None,Bottom,0,16.3084,308.8601,6639.5567,2086.9698,104.5759
Story17,SEx_b2,LinRespSpec,Max,None,Top,0,310.8203,17.5675,2827.8991,67.1289,1298.7348
Story17,SEx_b2,LinRespSpec,Max,None,Bottom,0,310.8203,17.5675,2827.8991,112.7512,2101.1496
Story17,SEy_b2,LinRespSpec,Max,None,Top,0,16.3084,308.8601,6044.9239,1289.4314,62.2246
Story17,SEy_b2,LinRespSpec,Max,None,Bottom,0,16.3084,308.8601,6044.9239,2086.9698,104.5759
Story17,TorX+,LinStatic,None,None,Top,0,0,0,0,0,0
Story17,TorX+,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story17,TorX-,LinStatic,None,None,Top,0,0,0,0,0,0
Story17,TorX-,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story17,TorY+,LinStatic,None,None,Top,0,0,0,0,0,0
Story17,TorY+,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story17,TorY-,LinStatic,None,None,Top,0,0,0,0,0,0
Story17,TorY-,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story17,ED1_C1_1.4CP,Combination,None,None,Top,2453.7496,0,0,0,17179.3285,-48620.2929
Story17,ED1_C1_1.4CP,Combination,None,None,Bottom,2793.3361,0,0,0,19685.0989,-55369.5573
Story17,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Top,2691.3035,0,0,0,18739.8619,-53313.4317
Story17,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Bottom,2982.3777,0,0,0,20887.6651,-59098.5155
Story17,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Top,2531.3432,0,0,0,17647.8572,-50147.6522
Story17,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Bottom,2822.4173,0,0,0,19795.6604,-55932.7361
Story17,ED1_DYN_XP,Combination,Max,None,Top,2456.0677,435.1484,24.5945,4259.768,17227.9531,-46839.645
Story17,ED1_DYN_XP,Combination,Max,None,Bottom,2747.1418,435.1484,24.5945,4259.768,19439.6276,-51501.3481
Story17,ED1_DYN_XP,Combination,Min,None,Top,2456.0677,-435.1484,-24.5945,-4259.768,17039.9921,-50476.1024
Story17,ED1_DYN_XP,Combination,Min,None,Bottom,2747.1418,-435.1484,-24.5945,-4259.768,19123.9241,-57384.567
Story17,ED1_DYN_XN,Combination,Max,None,Top,2456.0677,435.1484,24.5945,4259.768,17227.9531,-46839.645
Story17,ED1_DYN_XN,Combination,Max,None,Bottom,2747.1418,435.1484,24.5945,4259.768,19439.6276,-51501.3481
Story17,ED1_DYN_XN,Combination,Min,None,Top,2456.0677,-435.1484,-24.5945,-4259.768,17039.9921,-50476.1024
Story17,ED1_DYN_XN,Combination,Min,None,Bottom,2747.1418,-435.1484,-24.5945,-4259.768,19123.9241,-57384.567
Story17,ED1_DYN_YP,Combination,Max,None,Top,2456.0677,22.8318,432.4041,9295.3794,18939.1766,-48570.7592
Story17,ED1_DYN_YP,Combination,Max,None,Bottom,2747.1418,22.8318,432.4041,9295.3794,22203.5336,-54296.5512
Story17,ED1_DYN_YP,Combination,Min,None,Top,2456.0677,-22.8318,-432.4041,-9295.3794,15328.7686,-48744.9882
Story17,ED1_DYN_YP,Combination,Min,None,Bottom,2747.1418,-22.8318,-432.4041,-9295.3794,16360.0181,-54589.3638
Story17,ED1_DYN_YN,Combination,Max,None,Top,2456.0677,22.8318,432.4041,9295.3794,18939.1766,-48570.7592
Story17,ED1_DYN_YN,Combination,Max,None,Bottom,2747.1418,22.8318,432.4041,9295.3794,22203.5336,-54296.5512
Story17,ED1_DYN_YN,Combination,Min,None,Top,2456.0677,-22.8318,-432.4041,-9295.3794,15328.7686,-48744.9882
Story17,ED1_DYN_YN,Combination,Min,None,Bottom,2747.1418,-22.8318,-432.4041,-9295.3794,16360.0181,-54589.3638
Story17,ED1_DYN_09_XP,Combination,Max,None,Top,1577.4104,435.1484,24.5945,4259.768,11137.8345,-29437.6739
Story17,ED1_DYN_09_XP,Combination,Max,None,Bottom,1795.7161,435.1484,24.5945,4259.768,12812.5582,-32653.106
Story17,ED1_DYN_09_XP,Combination,Min,None,Top,1577.4104,-435.1484,-24.5945,-4259.768,10949.8736,-33074.1313
Story17,ED1_DYN_09_XP,Combination,Min,None,Bottom,1795.7161,-435.1484,-24.5945,-4259.768,12496.8547,-38536.3249
Story17,ED1_DYN_09_XN,Combination,Max,None,Top,1577.4104,435.1484,24.5945,4259.768,11137.8345,-29437.6739
Story17,ED1_DYN_09_XN,Combination,Max,None,Bottom,1795.7161,435.1484,24.5945,4259.768,12812.5582,-32653.106
Story17,ED1_DYN_09_XN,Combination,Min,None,Top,1577.4104,-435.1484,-24.5945,-4259.768,10949.8736,-33074.1313
Story17,ED1_DYN_09_XN,Combination,Min,None,Bottom,1795.7161,-435.1484,-24.5945,-4259.768,12496.8547,-38536.3249
Story17,ED1_DYN_09_YP,Combination,Max,None,Top,1577.4104,22.8318,432.4041,9295.3794,12849.0581,-31168.7881
Story17,ED1_DYN_09_YP,Combination,Max,None,Bottom,1795.7161,22.8318,432.4041,9295.3794,15576.4642,-35448.3091
Story17,ED1_DYN_09_YP,Combination,Min,None,Top,1577.4104,-22.8318,-432.4041,-9295.3794,9238.65,-31343.017
Story17,ED1_DYN_09_YP,Combination,Min,None,Bottom,1795.7161,-22.8318,-432.4041,-9295.3794,9732.9487,-35741.1217
Story17,ED1_DYN_09_YN,Combination,Max,None,Top,1577.4104,22.8318,432.4041,9295.3794,12849.0581,-31168.7881
Story17,ED1_DYN_09_YN,Combination,Max,None,Bottom,1795.7161,22.8318,432.4041,9295.3794,15576.4642,-35448.3091
Story17,ED1_DYN_09_YN,Combination,Min,None,Top,1577.4104,-22.8318,-432.4041,-9295.3794,9238.65,-31343.017
Story17,ED1_DYN_09_YN,Combination,Min,None,Bottom,1795.7161,-22.8318,-432.4041,-9295.3794,9732.9487,-35741.1217
Story16,Dead,LinStatic,None,None,Top,1945.6817,0,0,0,13698.4892,-38563.9762
Story16,Dead,LinStatic,None,None,Bottom,2188.2435,0,0,0,15488.3252,-43384.8794
Story16,Live,LinStatic,None,None,Top,0,0,0,0,0,0
Story16,Live,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story16,MODAL,LinModEigen,Mode,1,Top,0,-0.0949,-0.0049,-0.4658,0.0253,-0.4901
Story16,MODAL,LinModEigen,Mode,1,Bottom,0,-0.0949,-0.0049,-0.4658,0.0381,-0.7369
Story16,MODAL,LinModEigen,Mode,2,Top,0,-0.0054,-0.1325,-2.4302,0.6884,-0.0278
Story16,MODAL,LinModEigen,Mode,2,Bottom,0,-0.0054,-0.1325,-2.4302,1.0331,-0.0419
Story16,MODAL,LinModEigen,Mode,3,Top,0,0.1032,-0.0158,-2.384,0.0816,0.5309
Story16,MODAL,LinModEigen,Mode,3,Bottom,0,0.1032,-0.0158,-2.384,0.1226,0.7991
Story16,MODAL,LinModEigen,Mode,4,Top,0,-1.5501,-0.0337,5.1933,0.2375,-10.547
Story16,MODAL,LinModEigen,Mode,4,Bottom,0,-1.5501,-0.0337,5.1933,0.3251,-14.5772
Story16,MODAL,LinModEigen,Mode,5,Top,0,0.0357,-1.9317,-38.0843,13.3727,0.2351
Story16,MODAL,LinModEigen,Mode,5,Bottom,0,0.0357,-1.9317,-38.0843,18.3951,0.328
Story16,MODAL,LinModEigen,Mode,6,Top,0,0.6267,-0.04,-29.734,0.2665,4.2402
Story16,MODAL,LinModEigen,Mode,6,Bottom,0,0.6267,-0.04,-29.734,0.3705,5.8695
Story16,MODAL,LinModEigen,Mode,7,Top,0,-3.6568,-0.0233,15.9132,0.3674,-44.301
Story16,MODAL,LinModEigen,Mode,7,Bottom,0,-3.6568,-0.0233,15.9132,0.428,-53.8087
Story16,MODAL,LinModEigen,Mode,8,Top,0,0.034,-4.7694,-93.7519,58.6461,0.3204
Story16,MODAL,LinModEigen,Mode,8,Bottom,0,0.034,-4.7694,-93.7519,71.0465,0.4088
Story16,MODAL,LinModEigen,Mode,9,Top,0,-1.2916,0.0828,72.2118,-1.0948,-15.2777
Story16,MODAL,LinModEigen,Mode,9,Bottom,0,-1.2916,0.0828,72.2118,-1.3102,-18.6358
Story16,MODAL,LinModEigen,Mode,10,Top,0,1.2194,0.0259,-3.2424,0.0674,-88.8882
Story16,MODAL,LinModEigen,Mode,10,Bottom,0,1.2194,0.0259,-3.2424,-1.871E-05,-85.7177
Story16,MODAL,LinModEigen,Mode,11,Top,0,0.0284,1.8084,35.2574,117.2582,-0.5068
Story16,MODAL,LinModEigen,Mode,11,Bottom,0,0.0284,1.8084,35.2574,112.5562,-0.4331
Story16,MODAL,LinModEigen,Mode,12,Top,0,-0.2441,0.1019,30.7121,4.3493,28.6428
Story16,MODAL,LinModEigen,Mode,12,Bottom,0,-0.2441,0.1019,30.7121,4.0843,28.0082
Story16,PP,LinStatic,None,None,Top,1945.6817,0,0,0,13698.4892,-38563.9762
Story16,PP,LinStatic,None,None,Bottom,2188.2435,0,0,0,15488.3252,-43384.8794
Story16,TERP,LinStatic,None,None,Top,263.4641,0,0,0,1798.596,-5214.2249
Story16,TERP,LinStatic,None,None,Bottom,263.4641,0,0,0,1798.596,-5214.2249
Story16,TERT,LinStatic,None,None,Top,47.0472,0,0,0,321.1779,-931.1116
Story16,TERT,LinStatic,None,None,Bottom,47.0472,0,0,0,321.1779,-931.1116
Story16,SCP,LinStatic,None,None,Top,470.4717,0,0,0,3211.7785,-9311.1159
Story16,SCP,LinStatic,None,None,Bottom,470.4717,0,0,0,3211.7785,-9311.1159
Story16,SCT,LinStatic,None,None,Top,47.0472,0,0,0,321.1779,-931.1116
Story16,SCT,LinStatic,None,None,Bottom,47.0472,0,0,0,321.1779,-931.1116
Story16,SEx,LinRespSpec,Max,None,Top,0,358.9107,21.3776,3644.4998,112.7512,2101.1496
Story16,SEx,LinRespSpec,Max,None,Bottom,0,358.9107,21.3776,3644.4998,168.2238,3022.5153
Story16,SEy,LinRespSpec,Max,None,Top,0,19.862,356.9061,7663.183,2086.9698,104.5759
Story16,SEy,LinRespSpec,Max,None,Bottom,0,19.862,356.9061,7663.183,3003.5889,156.1143
Story16,SEx_b2,LinRespSpec,Max,None,Top,0,358.9107,21.3776,3396.4746,112.7512,2101.1496
Story16,SEx_b2,LinRespSpec,Max,None,Bottom,0,358.9107,21.3776,3396.4746,168.2238,3022.5153
Story16,SEy_b2,LinRespSpec,Max,None,Top,0,19.862,356.9061,6976.0495,2086.9698,104.5759
Story16,SEy_b2,LinRespSpec,Max,None,Bottom,0,19.862,356.9061,6976.0495,3003.5889,156.1143
Story16,TorX+,LinStatic,None,None,Top,0,0,0,0,0,0
Story16,TorX+,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story16,TorX-,LinStatic,None,None,Top,0,0,0,0,0,0
Story16,TorX-,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story16,TorY+,LinStatic,None,None,Top,0,0,0,0,0,0
Story16,TorY+,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story16,TorY-,LinStatic,None,None,Top,0,0,0,0,0,0
Story16,TorY-,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story16,ED1_C1_1.4CP,Combination,None,None,Top,3158.6702,0,0,0,22145.5682,-62593.0378
Story16,ED1_C1_1.4CP,Combination,None,None,Bottom,3498.2567,0,0,0,24651.3386,-69342.3023
Story16,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Top,3483.7099,0,0,0,24281.3501,-69014.5166
Story16,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Bottom,3774.784,0,0,0,26429.1533,-74799.6004
Story16,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Top,3253.1788,0,0,0,22707.5786,-64452.0698
Story16,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Bottom,3544.2529,0,0,0,24855.3818,-70237.1536
Story16,ED1_DYN_XP,Combination,Max,None,Top,3177.9033,502.475,29.9287,5102.2998,22351.5458,-60020.6818
Story16,ED1_DYN_XP,Combination,Max,None,Bottom,3468.9774,502.475,29.9287,5102.2998,24577.0106,-64515.8536
Story16,ED1_DYN_XP,Combination,Min,None,Top,3177.9033,-502.475,-29.9287,-5102.2998,22035.8423,-65903.9006
Story16,ED1_DYN_XP,Combination,Min,None,Bottom,3468.9774,-502.475,-29.9287,-5102.2998,24105.984,-72978.8965
Story16,ED1_DYN_XN,Combination,Max,None,Top,3177.9033,502.475,29.9287,5102.2998,22351.5458,-60020.6818
Story16,ED1_DYN_XN,Combination,Max,None,Bottom,3468.9774,502.475,29.9287,5102.2998,24577.0106,-64515.8536
Story16,ED1_DYN_XN,Combination,Min,None,Top,3177.9033,-502.475,-29.9287,-5102.2998,22035.8423,-65903.9006
Story16,ED1_DYN_XN,Combination,Min,None,Bottom,3468.9774,-502.475,-29.9287,-5102.2998,24105.984,-72978.8965
Story16,ED1_DYN_YP,Combination,Max,None,Top,3177.9033,27.8069,499.6686,10728.4562,25115.4518,-62815.8849
Story16,ED1_DYN_YP,Combination,Max,None,Bottom,3468.9774,27.8069,499.6686,10728.4562,28546.5218,-68528.815
Story16,ED1_DYN_YP,Combination,Min,None,Top,3177.9033,-27.8069,-499.6686,-10728.4562,19271.9363,-63108.6975
Story16,ED1_DYN_YP,Combination,Min,None,Bottom,3468.9774,-27.8069,-499.6686,-10728.4562,20136.4728,-68965.9351
Story16,ED1_DYN_YN,Combination,Max,None,Top,3177.9033,27.8069,499.6686,10728.4562,25115.4518,-62815.8849
Story16,ED1_DYN_YN,Combination,Max,None,Bottom,3468.9774,27.8069,499.6686,10728.4562,28546.5218,-68528.815
Story16,ED1_DYN_YN,Combination,Min,None,Top,3177.9033,-27.8069,-499.6686,-10728.4562,19271.9363,-63108.6975
Story16,ED1_DYN_YN,Combination,Min,None,Bottom,3468.9774,-27.8069,-499.6686,-10728.4562,20136.4728,-68965.9351
Story16,ED1_DYN_09_XP,Combination,Max,None,Top,2030.5737,502.475,29.9287,5102.2998,14394.2884,-37296.772
Story16,ED1_DYN_09_XP,Combination,Max,None,Bottom,2248.8793,502.475,29.9287,5102.2998,16082.8024,-40345.6729
Story16,ED1_DYN_09_XP,Combination,Min,None,Top,2030.5737,-502.475,-29.9287,-5102.2998,14078.5849,-43179.9909
Story16,ED1_DYN_09_XP,Combination,Min,None,Bottom,2248.8793,-502.475,-29.9287,-5102.2998,15611.7758,-48808.7158
Story16,ED1_DYN_09_XN,Combination,Max,None,Top,2030.5737,502.475,29.9287,5102.2998,14394.2884,-37296.772
Story16,ED1_DYN_09_XN,Combination,Max,None,Bottom,2248.8793,502.475,29.9287,5102.2998,16082.8024,-40345.6729
Story16,ED1_DYN_09_XN,Combination,Min,None,Top,2030.5737,-502.475,-29.9287,-5102.2998,14078.5849,-43179.9909
Story16,ED1_DYN_09_XN,Combination,Min,None,Bottom,2248.8793,-502.475,-29.9287,-5102.2998,15611.7758,-48808.7158
Story16,ED1_DYN_09_YP,Combination,Max,None,Top,2030.5737,27.8069,499.6686,10728.4562,17158.1944,-40091.9752
Story16,ED1_DYN_09_YP,Combination,Max,None,Bottom,2248.8793,27.8069,499.6686,10728.4562,20052.3136,-44358.6343
Story16,ED1_DYN_09_YP,Combination,Min,None,Top,2030.5737,-27.8069,-499.6686,-10728.4562,11314.6789,-40384.7877
Story16,ED1_DYN_09_YP,Combination,Min,None,Bottom,2248.8793,-27.8069,-499.6686,-10728.4562,11642.2646,-44795.7544
Story16,ED1_DYN_09_YN,Combination,Max,None,Top,2030.5737,27.8069,499.6686,10728.4562,17158.1944,-40091.9752
Story16,ED1_DYN_09_YN,Combination,Max,None,Bottom,2248.8793,27.8069,499.6686,10728.4562,20052.3136,-44358.6343
Story16,ED1_DYN_09_YN,Combination,Min,None,Top,2030.5737,-27.8069,-499.6686,-10728.4562,11314.6789,-40384.7877
Story16,ED1_DYN_09_YN,Combination,Min,None,Bottom,2248.8793,-27.8069,-499.6686,-10728.4562,11642.2646,-44795.7544
Story15,Dead,LinStatic,None,None,Top,2383.3304,0,0,0,16796.1542,-47240.9521
Story15,Dead,LinStatic,None,None,Bottom,2625.8922,0,0,0,18585.9902,-52061.8553
Story15,Live,LinStatic,None,None,Top,0,0,0,0,0,0
Story15,Live,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story15,MODAL,LinModEigen,Mode,1,Top,0,-0.1114,-0.0057,-0.5425,0.0381,-0.7369
Story15,MODAL,LinModEigen,Mode,1,Bottom,0,-0.1114,-0.0057,-0.5425,0.053,-1.0264
Story15,MODAL,LinModEigen,Mode,2,Top,0,-0.0063,-0.155,-2.8412,1.0331,-0.0419
Story15,MODAL,LinModEigen,Mode,2,Bottom,0,-0.0063,-0.155,-2.8412,1.436,-0.0583
Story15,MODAL,LinModEigen,Mode,3,Top,0,0.1211,-0.0185,-2.7916,0.1226,0.7991
Story15,MODAL,LinModEigen,Mode,3,Bottom,0,0.1211,-0.0185,-2.7916,0.1706,1.1139
Story15,MODAL,LinModEigen,Mode,4,Top,0,-1.5021,-0.0317,5.1323,0.3251,-14.5772
Story15,MODAL,LinModEigen,Mode,4,Bottom,0,-1.5021,-0.0317,5.1323,0.4076,-18.4827
Story15,MODAL,LinModEigen,Mode,5,Top,0,0.0354,-1.8466,-36.4258,18.3951,0.328
Story15,MODAL,LinModEigen,Mode,5,Bottom,0,0.0354,-1.8466,-36.4258,23.1963,0.4199
Story15,MODAL,LinModEigen,Mode,6,Top,0,0.6075,-0.0391,-28.4677,0.3705,5.8695
Story15,MODAL,LinModEigen,Mode,6,Bottom,0,0.6075,-0.0391,-28.4677,0.4722,7.449
Story15,MODAL,LinModEigen,Mode,7,Top,0,-1.5762,-0.0026,7.5194,0.428,-53.8087
Story15,MODAL,LinModEigen,Mode,7,Bottom,0,-1.5762,-0.0026,7.5194,0.4348,-57.9068
Story15,MODAL,LinModEigen,Mode,8,Top,0,0.0219,-1.9642,-38.6116,71.0465,0.4088
Story15,MODAL,LinModEigen,Mode,8,Bottom,0,0.0219,-1.9642,-38.6116,76.1534,0.4658
Story15,MODAL,LinModEigen,Mode,9,Top,0,-0.5748,0.0283,28.9887,-1.3102,-18.6358
Story15,MODAL,LinModEigen,Mode,9,Bottom,0,-0.5748,0.0283,28.9887,-1.3837,-20.1303
Story15,MODAL,LinModEigen,Mode,10,Top,0,8.6164,0.0373,-36.4103,-1.871E-05,-85.7177
Story15,MODAL,LinModEigen,Mode,10,Bottom,0,8.6164,0.0373,-36.4103,-0.097,-63.3151
Story15,MODAL,LinModEigen,Mode,11,Top,0,0.073,11.6882,226.9693,112.5562,-0.4331
Story15,MODAL,LinModEigen,Mode,11,Bottom,0,0.073,11.6882,226.9693,82.1669,-0.2433
Story15,MODAL,LinModEigen,Mode,12,Top,0,-2.6584,0.4671,187.0016,4.0843,28.0082
Story15,MODAL,LinModEigen,Mode,12,Bottom,0,-2.6584,0.4671,187.0016,2.8698,21.0964
Story15,PP,LinStatic,None,None,Top,2383.3304,0,0,0,16796.1542,-47240.9521
Story15,PP,LinStatic,None,None,Bottom,2625.8922,0,0,0,18585.9902,-52061.8553
Story15,TERP,LinStatic,None,None,Top,329.3302,0,0,0,2248.245,-6517.7812
Story15,TERP,LinStatic,None,None,Bottom,329.3302,0,0,0,2248.245,-6517.7812
Story15,TERT,LinStatic,None,None,Top,47.0472,0,0,0,321.1779,-931.1116
Story15,TERT,LinStatic,None,None,Bottom,47.0472,0,0,0,321.1779,-931.1116
Story15,SCP,LinStatic,None,None,Top,588.0896,0,0,0,4014.7231,-11638.8949
Story15,SCP,LinStatic,None,None,Bottom,588.0896,0,0,0,4014.7231,-11638.8949
Story15,SCT,LinStatic,None,None,Top,47.0472,0,0,0,321.1779,-931.1116
Story15,SCT,LinStatic,None,None,Bottom,47.0472,0,0,0,321.1779,-931.1116
Story15,SEx,LinRespSpec,Max,None,Top,0,396.7786,24.8238,4173.8677,168.2238,3022.5153
Story15,SEx,LinRespSpec,Max,None,Bottom,0,396.7786,24.8238,4173.8677,232.5663,4032.6731
Story15,SEy,LinRespSpec,Max,None,Top,0,23.0799,394.9215,8468.6037,3003.5889,156.1143
Story15,SEy,LinRespSpec,Max,None,Bottom,0,23.0799,394.9215,8468.6037,4009.6791,215.9324
Story15,SEx_b2,LinRespSpec,Max,None,Top,0,396.7786,24.8238,3899.6739,168.2238,3022.5153
Story15,SEx_b2,LinRespSpec,Max,None,Bottom,0,396.7786,24.8238,3899.6739,232.5663,4032.6731
Story15,SEy_b2,LinRespSpec,Max,None,Top,0,23.0799,394.9215,7708.2811,3003.5889,156.1143
Story15,SEy_b2,LinRespSpec,Max,None,Bottom,0,23.0799,394.9215,7708.2811,4009.6791,215.9324
Story15,TorX+,LinStatic,None,None,Top,0,0,0,0,0,0
Story15,TorX+,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story15,TorX-,LinStatic,None,None,Top,0,0,0,0,0,0
Story15,TorX-,LinStatic,None,None,Bottom,0,0,0,0,0,0
