Story,OutputCase,CaseType,StepType,StepNumber,Direction,Drift,Label,X,Y,Z
Story5,ED1_DYN_YN,Combination,Max,None,Y,0.001038,2,0,6.446,13.8
Story5,ED1_DYN_YN,Combination,Min,None,X,0.000164,53,25.115,13.821,13.8
Story5,ED1_DYN_YN,Combination,Min,None,Y,0.0012,2,0,6.446,13.8
Story5,ED1_DYN_09_XP,Combination,Max,None,X,0.000965,15,27.834,0,13.8
Story5,ED1_DYN_09_XP,Combination,Max,None,Y,0.000782,22,38.505,13.821,13.8
Story5,ED1_DYN_09_XP,Combination,Min,None,X,0.00095,15,27.834,0,13.8
Story5,ED1_DYN_09_XP,Combination,Min,None,Y,0.000795,22,38.505,13.821,13.8
Story5,ED1_DYN_09_XN,Combination,Max,None,X,0.000965,15,27.834,0,13.8
Story5,ED1_DYN_09_XN,Combination,Max,None,Y,0.000782,22,38.505,13.821,13.8
Story5,ED1_DYN_09_XN,Combination,Min,None,X,0.00095,15,27.834,0,13.8
Story5,ED1_DYN_09_XN,Combination,Min,None,Y,0.000795,22,38.505,13.821,13.8
Story5,ED1_DYN_09_YP,Combination,Max,None,X,0.000144,53,25.115,13.821,13.8
Story5,ED1_DYN_09_YP,Combination,Max,None,Y,0.001072,2,0,6.446,13.8
Story5,ED1_DYN_09_YP,Combination,Min,None,X,0.000159,53,25.115,13.821,13.8
Story5,ED1_DYN_09_YP,Combination,Min,None,Y,0.001166,2,0,6.446,13.8
Story5,ED1_DYN_09_YN,Combination,Max,None,X,0.000144,53,25.115,13.821,13.8
Story5,ED1_DYN_09_YN,Combination,Max,None,Y,0.001072,2,0,6.446,13.8
Story5,ED1_DYN_09_YN,Combination,Min,None,X,0.000159,53,25.115,13.821,13.8
Story5,ED1_DYN_09_YN,Combination,Min,None,Y,0.001166,2,0,6.446,13.8
Story4,Dead,LinStatic,None,None,Y,3.4E-05,2,0,6.446,11.2
Story4,MODAL,LinModEigen,Mode,1,X,2.727E-07,15,27.834,0,11.2
Story4,MODAL,LinModEigen,Mode,2,Y,2.608E-07,2,0,6.446,11.2
Story4,MODAL,LinModEigen,Mode,3,X,2.615E-07,53,25.115,13.821,11.2
Story4,MODAL,LinModEigen,Mode,4,X,1E-06,15,27.834,0,11.2
Story4,MODAL,LinModEigen,Mode,5,Y,1E-06,2,0,6.446,11.2
Story4,MODAL,LinModEigen,Mode,6,X,1E-06,53,25.115,13.821,11.2
Story4,MODAL,LinModEigen,Mode,6,Y,1E-06,2,0,6.446,11.2
Story4,MODAL,LinModEigen,Mode,7,X,1E-06,15,27.834,0,11.2
Story4,MODAL,LinModEigen,Mode,8,Y,1E-06,2,0,6.446,11.2
Story4,MODAL,LinModEigen,Mode,9,X,1E-06,53,25.115,13.821,11.2
Story4,MODAL,LinModEigen,Mode,9,Y,2E-06,2,0,6.446,11.2
Story4,MODAL,LinModEigen,Mode,10,X,3.866E-08,53,25.115,13.821,11.2
Story4,MODAL,LinModEigen,Mode,11,X,6.587E-09,15,27.834,0,11.2
Story4,MODAL,LinModEigen,Mode,11,Y,2.647E-08,2,0,6.446,11.2
Story4,MODAL,LinModEigen,Mode,12,X,5.101E-08,15,27.834,0,11.2
Story4,MODAL,LinModEigen,Mode,12,Y,2.564E-08,22,38.505,13.821,11.2
Story4,PP,LinStatic,None,None,Y,3.4E-05,2,0,6.446,11.2
Story4,TERP,LinStatic,None,None,Y,8E-06,2,0,6.446,11.2
Story4,TERT,LinStatic,None,None,Y,3.54E-07,2,0,6.446,11.2
Story4,SCP,LinStatic,None,None,Y,1.4E-05,2,0,6.446,11.2
Story4,SCT,LinStatic,None,None,Y,3.54E-07,2,0,6.446,11.2
Story4,SEx,LinRespSpec,Max,None,X,0.000589,15,27.834,0,11.2
Story4,SEx,LinRespSpec,Max,None,Y,0.000476,22,38.505,13.821,11.2
Story4,SEy,LinRespSpec,Max,None,X,9.1E-05,53,25.115,13.821,11.2
Story4,SEy,LinRespSpec,Max,None,Y,0.000677,2,0,6.446,11.2
Story4,SEx_b2,LinRespSpec,Max,None,X,0.000568,15,27.834,0,11.2
Story4,SEx_b2,LinRespSpec,Max,None,Y,0.000428,22,38.505,13.821,11.2
Story4,SEy_b2,LinRespSpec,Max,None,Y,0.000534,2,0,6.446,11.2
Story4,ED1_C1_1.4CP,Combination,None,None,Y,6E-05,2,0,6.446,11.2
Story4,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Y,7.4E-05,2,0,6.446,11.2
Story4,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Y,6.6E-05,2,0,6.446,11.2
Story4,ED1_DYN_XP,Combination,Max,None,X,0.000835,15,27.834,0,11.2
Story4,ED1_DYN_XP,Combination,Max,None,Y,0.000658,22,38.505,13.821,11.2
Story4,ED1_DYN_XP,Combination,Min,None,X,0.000815,15,27.834,0,11.2
Story4,ED1_DYN_XP,Combination,Min,None,Y,0.000676,2,0,6.446,11.2
Story4,ED1_DYN_XN,Combination,Max,None,X,0.000835,15,27.834,0,11.2
Story4,ED1_DYN_XN,Combination,Max,None,Y,0.000658,22,38.505,13.821,11.2
Story4,ED1_DYN_XN,Combination,Min,None,X,0.000815,15,27.834,0,11.2
Story4,ED1_DYN_XN,Combination,Min,None,Y,0.000676,2,0,6.446,11.2
Story4,ED1_DYN_YP,Combination,Max,None,X,0.000118,53,25.115,13.821,11.2
Story4,ED1_DYN_YP,Combination,Max,None,Y,0.000882,2,0,6.446,11.2
Story4,ED1_DYN_YP,Combination,Min,None,X,0.000139,53,25.115,13.821,11.2
Story4,ED1_DYN_YP,Combination,Min,None,Y,0.001012,2,0,6.446,11.2
Story4,ED1_DYN_YN,Combination,Max,None,X,0.000118,53,25.115,13.821,11.2
Story4,ED1_DYN_YN,Combination,Max,None,Y,0.000882,2,0,6.446,11.2
Story4,ED1_DYN_YN,Combination,Min,None,X,0.000139,53,25.115,13.821,11.2
Story4,ED1_DYN_YN,Combination,Min,None,Y,0.001012,2,0,6.446,11.2
Story4,ED1_DYN_09_XP,Combination,Max,None,X,0.000831,15,27.834,0,11.2
Story4,ED1_DYN_09_XP,Combination,Max,None,Y,0.000661,22,38.505,13.821,11.2
Story4,ED1_DYN_09_XP,Combination,Min,None,X,0.000819,15,27.834,0,11.2
Story4,ED1_DYN_09_XP,Combination,Min,None,Y,0.000671,22,38.505,13.821,11.2
Story4,ED1_DYN_09_XN,Combination,Max,None,X,0.000831,15,27.834,0,11.2
Story4,ED1_DYN_09_XN,Combination,Max,None,Y,0.000661,22,38.505,13.821,11.2
Story4,ED1_DYN_09_XN,Combination,Min,None,X,0.000819,15,27.834,0,11.2
Story4,ED1_DYN_09_XN,Combination,Min,None,Y,0.000671,22,38.505,13.821,11.2
Story4,ED1_DYN_09_YP,Combination,Max,None,X,0.000122,53,25.115,13.821,11.2
Story4,ED1_DYN_09_YP,Combination,Max,None,Y,0.000909,2,0,6.446,11.2
Story4,ED1_DYN_09_YP,Combination,Min,None,X,0.000134,53,25.115,13.821,11.2
Story4,ED1_DYN_09_YP,Combination,Min,None,Y,0.000986,2,0,6.446,11.2
Story4,ED1_DYN_09_YN,Combination,Max,None,X,0.000122,53,25.115,13.821,11.2
Story4,ED1_DYN_09_YN,Combination,Max,None,Y,0.000909,2,0,6.446,11.2
Story4,ED1_DYN_09_YN,Combination,Min,None,X,0.000134,53,25.115,13.821,11.2
Story4,ED1_DYN_09_YN,Combination,Min,None,Y,0.000986,2,0,6.446,11.2
Story3,Dead,LinStatic,None,None,Y,2.6E-05,2,0,6.446,8.6
Story3,MODAL,LinModEigen,Mode,1,X,2.176E-07,15,27.834,0,8.6
Story3,MODAL,LinModEigen,Mode,2,Y,2.06E-07,2,0,6.446,8.6
Story3,MODAL,LinModEigen,Mode,3,X,2.086E-07,53,25.115,13.821,8.6
Story3,MODAL,LinModEigen,Mode,4,X,1E-06,15,27.834,0,8.6
Story3,MODAL,LinModEigen,Mode,5,Y,1E-06,2,0,6.446,8.6
Story3,MODAL,LinModEigen,Mode,6,X,1E-06,53,25.115,13.821,8.6
Story3,MODAL,LinModEigen,Mode,6,Y,1E-06,2,0,6.446,8.6
Story3,MODAL,LinModEigen,Mode,7,X,2E-06,15,27.834,0,8.6
Story3,MODAL,LinModEigen,Mode,8,Y,1E-06,2,0,6.446,8.6
Story3,MODAL,LinModEigen,Mode,9,X,1E-06,53,25.115,13.821,8.6
Story3,MODAL,LinModEigen,Mode,9,Y,2E-06,2,0,6.446,8.6
Story3,MODAL,LinModEigen,Mode,10,X,1E-06,15,27.834,0,8.6
Story3,MODAL,LinModEigen,Mode,11,Y,1E-06,2,0,6.446,8.6
Story3,MODAL,LinModEigen,Mode,12,X,1E-06,53,25.115,13.821,8.6
Story3,PP,LinStatic,None,None,Y,2.6E-05,2,0,6.446,8.6
Story3,TERP,LinStatic,None,None,Y,6E-06,2,0,6.446,8.6
Story3,TERT,LinStatic,None,None,Y,2.614E-07,2,0,6.446,8.6
Story3,SCP,LinStatic,None,None,Y,1E-05,2,0,6.446,8.6
Story3,SCT,LinStatic,None,None,Y,2.614E-07,2,0,6.446,8.6
Story3,SEx,LinRespSpec,Max,None,X,0.000476,15,27.834,0,8.6
Story3,SEx,LinRespSpec,Max,None,Y,0.000377,22,38.505,13.821,8.6
Story3,SEy,LinRespSpec,Max,None,X,7.3E-05,53,25.115,13.821,8.6
Story3,SEy,LinRespSpec,Max,None,Y,0.000537,2,0,6.446,8.6
Story3,SEx_b2,LinRespSpec,Max,None,X,0.00046,15,27.834,0,8.6
Story3,SEx_b2,LinRespSpec,Max,None,Y,0.000339,22,38.505,13.821,8.6
Story3,SEy_b2,LinRespSpec,Max,None,Y,0.000424,2,0,6.446,8.6
Story3,ED1_C1_1.4CP,Combination,None,None,Y,4.5E-05,2,0,6.446,8.6
Story3,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Y,5.5E-05,2,0,6.446,8.6
Story3,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Y,4.9E-05,2,0,6.446,8.6
Story3,ED1_DYN_XP,Combination,Max,None,X,0.000674,15,27.834,0,8.6
Story3,ED1_DYN_XP,Combination,Max,None,Y,0.000522,22,38.505,13.821,8.6
Story3,ED1_DYN_XP,Combination,Min,None,X,0.000659,15,27.834,0,8.6
Story3,ED1_DYN_XP,Combination,Min,None,Y,0.000533,22,38.505,13.821,8.6
Story3,ED1_DYN_XN,Combination,Max,None,X,0.000674,15,27.834,0,8.6
Story3,ED1_DYN_XN,Combination,Max,None,Y,0.000522,22,38.505,13.821,8.6
Story3,ED1_DYN_XN,Combination,Min,None,X,0.000659,15,27.834,0,8.6
Story3,ED1_DYN_XN,Combination,Min,None,Y,0.000533,22,38.505,13.821,8.6
Story3,ED1_DYN_YP,Combination,Max,None,X,9.4E-05,53,25.115,13.821,8.6
Story3,ED1_DYN_YP,Combination,Max,None,Y,0.000704,2,0,6.446,8.6
Story3,ED1_DYN_YP,Combination,Min,None,X,0.00011,53,25.115,13.821,8.6
Story3,ED1_DYN_YP,Combination,Min,None,Y,0.000801,2,0,6.446,8.6
Story3,ED1_DYN_YN,Combination,Max,None,X,9.4E-05,53,25.115,13.821,8.6
Story3,ED1_DYN_YN,Combination,Max,None,Y,0.000704,2,0,6.446,8.6
Story3,ED1_DYN_YN,Combination,Min,None,X,0.00011,53,25.115,13.821,8.6
Story3,ED1_DYN_YN,Combination,Min,None,Y,0.000801,2,0,6.446,8.6
Story3,ED1_DYN_09_XP,Combination,Max,None,X,0.000671,15,27.834,0,8.6
Story3,ED1_DYN_09_XP,Combination,Max,None,Y,0.000524,22,38.505,13.821,8.6
Story3,ED1_DYN_09_XP,Combination,Min,None,X,0.000662,15,27.834,0,8.6
Story3,ED1_DYN_09_XP,Combination,Min,None,Y,0.000531,22,38.505,13.821,8.6
Story3,ED1_DYN_09_XN,Combination,Max,None,X,0.000671,15,27.834,0,8.6
Story3,ED1_DYN_09_XN,Combination,Max,None,Y,0.000524,22,38.505,13.821,8.6
Story3,ED1_DYN_09_XN,Combination,Min,None,X,0.000662,15,27.834,0,8.6
Story3,ED1_DYN_09_XN,Combination,Min,None,Y,0.000531,22,38.505,13.821,8.6
Story3,ED1_DYN_09_YP,Combination,Max,None,X,9.7E-05,53,25.115,13.821,8.6
Story3,ED1_DYN_09_YP,Combination,Max,None,Y,0.000724,2,0,6.446,8.6
Story3,ED1_DYN_09_YP,Combination,Min,None,X,0.000106,53,25.115,13.821,8.6
Story3,ED1_DYN_09_YP,Combination,Min,None,Y,0.000781,2,0,6.446,8.6
Story3,ED1_DYN_09_YN,Combination,Max,None,X,9.7E-05,53,25.115,13.821,8.6
Story3,ED1_DYN_09_YN,Combination,Max,None,Y,0.000724,2,0,6.446,8.6
Story3,ED1_DYN_09_YN,Combination,Min,None,X,0.000106,53,25.115,13.821,8.6
Story3,ED1_DYN_09_YN,Combination,Min,None,Y,0.000781,2,0,6.446,8.6
Story2,Dead,LinStatic,None,None,Y,1.7E-05,1,0,0.701,6
Story2,MODAL,LinModEigen,Mode,1,X,1.544E-07,15,27.834,0,6
Story2,MODAL,LinModEigen,Mode,2,Y,1.446E-07,1,0,0.701,6
Story2,MODAL,LinModEigen,Mode,3,X,1.481E-07,52,17.415,13.821,6
Story2,MODAL,LinModEigen,Mode,4,X,1E-06,15,27.834,0,6
Story2,MODAL,LinModEigen,Mode,5,Y,1E-06,1,0,0.701,6
Story2,MODAL,LinModEigen,Mode,6,X,1E-06,52,17.415,13.821,6
Story2,MODAL,LinModEigen,Mode,6,Y,1E-06,1,0,0.701,6
Story2,MODAL,LinModEigen,Mode,7,X,2E-06,15,27.834,0,6
Story2,MODAL,LinModEigen,Mode,8,Y,1E-06,1,0,0.701,6
Story2,MODAL,LinModEigen,Mode,9,X,1E-06,52,17.415,13.821,6
Story2,MODAL,LinModEigen,Mode,9,Y,2E-06,1,0,0.701,6
Story2,MODAL,LinModEigen,Mode,10,X,2E-06,15,27.834,0,6
Story2,MODAL,LinModEigen,Mode,11,Y,2E-06,1,0,0.701,6
Story2,MODAL,LinModEigen,Mode,12,X,2E-06,52,17.415,13.821,6
Story2,PP,LinStatic,None,None,Y,1.7E-05,1,0,0.701,6
Story2,TERP,LinStatic,None,None,Y,4E-06,1,0,0.701,6
Story2,TERT,LinStatic,None,None,Y,1.683E-07,1,0,0.701,6
Story2,SCP,LinStatic,None,None,Y,7E-06,1,0,0.701,6
Story2,SCT,LinStatic,None,None,Y,1.683E-07,1,0,0.701,6
Story2,SEx,LinRespSpec,Max,None,X,0.000344,15,27.834,0,6
Story2,SEx,LinRespSpec,Max,None,Y,0.000264,21,38.505,7.996,6
Story2,SEy,LinRespSpec,Max,None,X,5.1E-05,52,17.415,13.821,6
Story2,SEy,LinRespSpec,Max,None,Y,0.00038,1,0,0.701,6
Story2,SEx_b2,LinRespSpec,Max,None,X,0.000332,15,27.834,0,6
Story2,SEx_b2,LinRespSpec,Max,None,Y,0.000238,21,38.505,7.996,6
Story2,SEy_b2,LinRespSpec,Max,None,Y,0.0003,2,0,6.446,6
Story2,ED1_C1_1.4CP,Combination,None,None,Y,2.9E-05,1,0,0.701,6
Story2,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Y,3.6E-05,1,0,0.701,6
Story2,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Y,3.2E-05,1,0,0.701,6
Story2,ED1_DYN_XP,Combination,Max,None,X,0.000486,15,27.834,0,6
Story2,ED1_DYN_XP,Combination,Max,None,Y,0.000367,21,38.505,7.996,6
Story2,ED1_DYN_XP,Combination,Min,None,X,0.000476,15,27.834,0,6
Story2,ED1_DYN_XP,Combination,Min,None,Y,0.000373,21,38.505,7.996,6
Story2,ED1_DYN_XN,Combination,Max,None,X,0.000486,15,27.834,0,6
Story2,ED1_DYN_XN,Combination,Max,None,Y,0.000367,21,38.505,7.996,6
Story2,ED1_DYN_XN,Combination,Min,None,X,0.000476,15,27.834,0,6
Story2,ED1_DYN_XN,Combination,Min,None,Y,0.000373,21,38.505,7.996,6
Story2,ED1_DYN_YP,Combination,Max,None,X,6.6E-05,52,17.415,13.821,6
Story2,ED1_DYN_YP,Combination,Max,None,Y,0.0005,1,0,0.701,6
Story2,ED1_DYN_YP,Combination,Min,None,X,7.7E-05,52,17.415,13.821,6
Story2,ED1_DYN_YP,Combination,Min,None,Y,0.000563,1,0,0.701,6
Story2,ED1_DYN_YN,Combination,Max,None,X,6.6E-05,52,17.415,13.821,6
Story2,ED1_DYN_YN,Combination,Max,None,Y,0.0005,1,0,0.701,6
Story2,ED1_DYN_YN,Combination,Min,None,X,7.7E-05,52,17.415,13.821,6
Story2,ED1_DYN_YN,Combination,Min,None,Y,0.000563,1,0,0.701,6
Story2,ED1_DYN_09_XP,Combination,Max,None,X,0.000484,15,27.834,0,6
Story2,ED1_DYN_09_XP,Combination,Max,None,Y,0.000368,21,38.505,7.996,6
Story2,ED1_DYN_09_XP,Combination,Min,None,X,0.000478,15,27.834,0,6
Story2,ED1_DYN_09_XP,Combination,Min,None,Y,0.000372,21,38.505,7.996,6
Story2,ED1_DYN_09_XN,Combination,Max,None,X,0.000484,15,27.834,0,6
Story2,ED1_DYN_09_XN,Combination,Max,None,Y,0.000368,21,38.505,7.996,6
Story2,ED1_DYN_09_XN,Combination,Min,None,X,0.000478,15,27.834,0,6
Story2,ED1_DYN_09_XN,Combination,Min,None,Y,0.000372,21,38.505,7.996,6
Story2,ED1_DYN_09_YP,Combination,Max,None,X,6.9E-05,52,17.415,13.821,6
Story2,ED1_DYN_09_YP,Combination,Max,None,Y,0.000513,1,0,0.701,6
Story2,ED1_DYN_09_YP,Combination,Min,None,X,7.5E-05,52,17.415,13.821,6
Story2,ED1_DYN_09_YP,Combination,Min,None,Y,0.00055,1,0,0.701,6
Story2,ED1_DYN_09_YN,Combination,Max,None,X,6.9E-05,52,17.415,13.821,6
Story2,ED1_DYN_09_YN,Combination,Max,None,Y,0.000513,1,0,0.701,6
Story2,ED1_DYN_09_YN,Combination,Min,None,X,7.5E-05,52,17.415,13.821,6
Story2,ED1_DYN_09_YN,Combination,Min,None,Y,0.00055,1,0,0.701,6
Story1,Dead,LinStatic,None,None,Y,6E-06,2,0,6.446,3.4
Story1,MODAL,LinModEigen,Mode,1,X,6.792E-08,15,27.834,0,3.4
Story1,MODAL,LinModEigen,Mode,2,Y,6.213E-08,2,0,6.446,3.4
Story1,MODAL,LinModEigen,Mode,3,X,6.574E-08,53,25.115,13.821,3.4
Story1,MODAL,LinModEigen,Mode,4,X,4.015E-07,15,27.834,0,3.4
Story1,MODAL,LinModEigen,Mode,5,Y,3.712E-07,2,0,6.446,3.4
Story1,MODAL,LinModEigen,Mode,6,X,2.975E-07,53,25.115,13.821,3.4
Story1,MODAL,LinModEigen,Mode,6,Y,1E-06,2,0,6.446,3.4
Story1,MODAL,LinModEigen,Mode,7,X,1E-06,15,27.834,0,3.4
Story1,MODAL,LinModEigen,Mode,8,Y,1E-06,2,0,6.446,3.4
Story1,MODAL,LinModEigen,Mode,9,X,1E-06,53,25.115,13.821,3.4
Story1,MODAL,LinModEigen,Mode,9,Y,2E-06,2,0,6.446,3.4
Story1,MODAL,LinModEigen,Mode,10,X,2E-06,15,27.834,0,3.4
Story1,MODAL,LinModEigen,Mode,11,Y,2E-06,2,0,6.446,3.4
Story1,MODAL,LinModEigen,Mode,12,X,1E-06,53,25.115,13.821,3.4
Story1,PP,LinStatic,None,None,Y,6E-06,2,0,6.446,3.4
Story1,TERP,LinStatic,None,None,Y,1E-06,2,0,6.446,3.4
Story1,TERT,LinStatic,None,None,Y,6.081E-08,2,0,6.446,3.4
Story1,SCP,LinStatic,None,None,Y,2E-06,2,0,6.446,3.4
Story1,SCT,LinStatic,None,None,Y,6.081E-08,2,0,6.446,3.4
Story1,SEx,LinRespSpec,Max,None,X,0.000157,15,27.834,0,3.4
Story1,SEx,LinRespSpec,Max,None,Y,0.000114,22,38.505,13.821,3.4
Story1,SEy,LinRespSpec,Max,None,X,2.2E-05,53,25.115,13.821,3.4
Story1,SEy,LinRespSpec,Max,None,Y,0.000165,2,0,6.446,3.4
Story1,SEx_b2,LinRespSpec,Max,None,X,0.000152,15,27.834,0,3.4
Story1,SEx_b2,LinRespSpec,Max,None,Y,0.000102,22,38.505,13.821,3.4
Story1,SEy_b2,LinRespSpec,Max,None,Y,0.000131,2,0,6.446,3.4
Story1,ED1_C1_1.4CP,Combination,None,None,Y,1E-05,2,0,6.446,3.4
Story1,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Y,1.3E-05,2,0,6.446,3.4
Story1,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Y,1.2E-05,2,0,6.446,3.4
Story1,ED1_DYN_XP,Combination,Max,None,X,0.000221,15,27.834,0,3.4
Story1,ED1_DYN_XP,Combination,Max,None,Y,0.000158,22,38.505,13.821,3.4
Story1,ED1_DYN_XP,Combination,Min,None,X,0.000217,15,27.834,0,3.4
Story1,ED1_DYN_XP,Combination,Min,None,Y,0.00016,22,38.505,13.821,3.4
Story1,ED1_DYN_XN,Combination,Max,None,X,0.000221,15,27.834,0,3.4
Story1,ED1_DYN_XN,Combination,Max,None,Y,0.000158,22,38.505,13.821,3.4
Story1,ED1_DYN_XN,Combination,Min,None,X,0.000217,15,27.834,0,3.4
Story1,ED1_DYN_XN,Combination,Min,None,Y,0.00016,22,38.505,13.821,3.4
Story1,ED1_DYN_YP,Combination,Max,None,X,2.9E-05,53,25.115,13.821,3.4
Story1,ED1_DYN_YP,Combination,Max,None,Y,0.00022,2,0,6.446,3.4
Story1,ED1_DYN_YP,Combination,Min,None,X,3.3E-05,53,25.115,13.821,3.4
Story1,ED1_DYN_YP,Combination,Min,None,Y,0.000243,2,0,6.446,3.4
Story1,ED1_DYN_YN,Combination,Max,None,X,2.9E-05,53,25.115,13.821,3.4
Story1,ED1_DYN_YN,Combination,Max,None,Y,0.00022,2,0,6.446,3.4
Story1,ED1_DYN_YN,Combination,Min,None,X,3.3E-05,53,25.115,13.821,3.4
Story1,ED1_DYN_YN,Combination,Min,None,Y,0.000243,2,0,6.446,3.4
Story1,ED1_DYN_09_XP,Combination,Max,None,X,0.00022,15,27.834,0,3.4
Story1,ED1_DYN_09_XP,Combination,Max,None,Y,0.000158,22,38.505,13.821,3.4
Story1,ED1_DYN_09_XP,Combination,Min,None,X,0.000218,15,27.834,0,3.4
Story1,ED1_DYN_09_XP,Combination,Min,None,Y,0.00016,22,38.505,13.821,3.4
Story1,ED1_DYN_09_XN,Combination,Max,None,X,0.00022,15,27.834,0,3.4
Story1,ED1_DYN_09_XN,Combination,Max,None,Y,0.000158,22,38.505,13.821,3.4
Story1,ED1_DYN_09_XN,Combination,Min,None,X,0.000218,15,27.834,0,3.4
Story1,ED1_DYN_09_XN,Combination,Min,None,Y,0.00016,22,38.505,13.821,3.4
Story1,ED1_DYN_09_YP,Combination,Max,None,X,3E-05,53,25.115,13.821,3.4
Story1,ED1_DYN_09_YP,Combination,Max,None,Y,0.000225,2,0,6.446,3.4
Story1,ED1_DYN_09_YP,Combination,Min,None,X,3.2E-05,53,25.115,13.821,3.4
Story1,ED1_DYN_09_YP,Combination,Min,None,Y,0.000238,2,0,6.446,3.4
Story1,ED1_DYN_09_YN,Combination,Max,None,X,3E-05,53,25.115,13.821,3.4
Story1,ED1_DYN_09_YN,Combination,Max,None,Y,0.000225,2,0,6.446,3.4
Story1,ED1_DYN_09_YN,Combination,Min,None,X,3.2E-05,53,25.115,13.821,3.4
Story1,ED1_DYN_09_YN,Combination,Min,None,Y,0.000238,2,0,6.446,3.4
